Stop_name, stop_Long, stop_Lat
Jerrold Ave & Donahue St, 37.7282, -122.371
Kirkwood Ave & Earl St, 37.7287, -122.373
Ingalls St & LaSalle Ave, 37.7306, -122.381
Ingalls St & Oakdale Ave, 37.7304, -122.383
Palou Ave & 3rd St, 37.7342, -122.391
Ingalls St & Kiska Rd, 37.731, -122.38
Duboce Ave & Church St, 37.7694, -122.429
Ingalls St & Palou Ave, 37.7299, -122.383
Clipper St & Grand View Ave, 37.7483, -122.442
Vincente St & West Portal Ave, 37.7398, -122.467
South Van Ness Ave & Market St, 37.7751, -122.419
Van Ness Ave & McAllister St, 37.78, -122.42
Van Ness Ave & Eddy St, 37.7829, -122.421
Van Ness Ave & Geary Blvd, 37.7856, -122.421
Van Ness Ave & Bush St, 37.7884, -122.422
Van Ness Ave & Clay St, 37.7921, -122.423
Van Ness Ave & Pacific St, 37.7948, -122.423
Van Ness Ave & Vallejo St, 37.7968, -122.424
Van Ness Ave & Union St, 37.7985, -122.424
Van Ness Ave & Jackson St, 37.794, -122.423
Van Ness Ave & Sacramento St, 37.7913, -122.423
Van Ness Ave & Sutter St, 37.7876, -122.422
Van Ness Ave & O'Farrell St, 37.7848, -122.421
Van Ness Ave & Market St, 37.7752, -122.419
Sunset Blvd & Vicente St, 37.7386, -122.494
Sunset Blvd & Yorba St, 37.7349, -122.494
1725 Sunnydale Ave, 37.7128, -122.42
1800 Sunnydale Ave, 37.713, -122.42
1900 Sunnydale Ave, 37.7134, -122.421
1901 Sunnydale Ave, 37.7132, -122.421
Sunnydale Ave & Cora St, 37.71, -122.409
Sunnydale Ave & Garrison Ave, 37.711, -122.413
Sunnydale Ave / McLaren School, 37.7141, -122.424
Sunnydale Ave & Rutland St, 37.7099, -122.409
Sunnydale Ave & Sawyer St, 37.7116, -122.415
Sunnydale Ave & Schwerin St, 37.7106, -122.411
Sunnydale Ave & Talbert St, 37.7094, -122.407
Sutter St & Baker St, 37.7849, -122.443
Sutter St & Buchanan St, 37.7866, -122.43
Sutter St & Divisadero St, 37.7853, -122.44
Sutter St & Fillmore St, 37.7862, -122.433
Sutter St & Gough St, 37.7872, -122.425
Sutter St & Hyde St, 37.7882, -122.417
Sutter St & Jones St, 37.7886, -122.414
Sutter St & Kearny St, 37.7898, -122.404
Sutter St & Larkin St, 37.788, -122.419
Sutter St & Leavenworth St, 37.7884, -122.415
Sutter St & Laguna St, 37.7867, -122.429
Sutter St & Mason St, 37.7891, -122.41
Sutter St & Octavia St, 37.7869, -122.427
Sutter St & Polk St, 37.7878, -122.42
Sutter St & Powell St, 37.7893, -122.409
Sutter St & Presidio Ave, 37.7844, -122.446
Sutter St & Sansome St, 37.7903, -122.401
Sutter St & Scott St, 37.7855, -122.438
Sutter St & Steiner St, 37.7859, -122.435
Sutter St & Stockton St, 37.7895, -122.407
Sutter St & Taylor St, 37.7889, -122.412
Sutter St & Van Ness Ave, 37.7876, -122.422
Taraval St & 17th Ave, 37.7431, -122.474
Taraval St & 19th Ave, 37.7431, -122.475
Taraval St & 22nd Ave, 37.7429, -122.478
Taraval St & 23rd Ave, 37.7429, -122.48
Taraval St & 26th Ave, 37.7428, -122.483
Taraval St & 30th Ave, 37.7426, -122.487
Taraval St & 32nd Ave, 37.7425, -122.489
Taraval St & 40th Ave, 37.7421, -122.498
Taraval St & 42nd Ave, 37.742, -122.5
Taraval St & 44th Ave, 37.7419, -122.502
Taraval St & 46th Ave, 37.7418, -122.504
Taraval St & Sunset Blvd, 37.7423, -122.494
Taylor St & Bay St, 37.8052, -122.415
Taylor St & Columbus Ave, 37.8038, -122.415
Taylor St & Francisco St, 37.8044, -122.415
115 Telegraph Hill Blvd, 37.8018, -122.406
225 Telegraph Hill Blvd, 37.803, -122.407
Telegraph Hill Blvd & Filbert St, 37.8018, -122.406
Union St & Divisadero St, 37.7963, -122.442
Union St & Fillmore St, 37.7971, -122.436
Union St & Gough St, 37.7982, -122.427
Union St & Grant Ave, 37.8007, -122.408
Union St & Hyde St, 37.7993, -122.419
Union St & Jones St, 37.7997, -122.416
Union St & Kearny St, 37.8009, -122.406
Union St & Larkin St, 37.7991, -122.421
Union St & Leavenworth St, 37.7994, -122.418
Union St & Laguna St, 37.7978, -122.43
Union St & Mason St, 37.8001, -122.412
Union St & Montgomery St, 37.8011, -122.404
Union St & Pierce St, 37.7967, -122.439
Union St & Polk St, 37.7988, -122.423
Union St & Stockton St, 37.8004, -122.409
Union St & Taylor St, 37.7999, -122.414
Union St & Van Ness Ave, 37.7986, -122.424
University St & Bacon St, 37.7251, -122.414
University St & Felton St, 37.7274, -122.414
University St & Woolsey St, 37.7227, -122.413
Upper Ter & Buena Vista Ave West, 37.7658, -122.443
Upper Ter & Masonic Ave, 37.7654, -122.443
Van Ness Ave & Chestnut St, 37.8026, -122.425
Van Ness Ave & Bay St, 37.8043, -122.425
Vicente St & 30th Ave, 37.7388, -122.487
Vicente St & 47th Ave, 37.7381, -122.505
Vicente St & West Portal Ave, 37.7397, -122.467
Van Dyke Ave & Jennings St, 37.727, -122.389
Van Dyke Ave & Keith St, 37.7281, -122.39
Vesta St & Phelps St, 37.7304, -122.4
Visitacion Ave & Britton St, 37.7128, -122.412
Visitacion Ave & Bay Shore Blvd, 37.7106, -122.404
Townsend St & Lusk St, 37.7779, -122.394
Taraval St & 15th Ave, 37.7432, -122.471
Grove St & Gough St, 37.7778, -122.423
Grove St & Laguna St, 37.7774, -122.426
Sunrise Way & Santos St, 37.7107, -122.418
Santos St & Sunrise Way, 37.7106, -122.419
Pacific Ave & Powell St, 37.7966, -122.409
Seven Seas Ave & Bruton St, 37.8203, -122.372
22nd St & Illinois St, 37.758, -122.388
23rd St & 3rd St, 37.7555, -122.388
25th Ave & California St, 37.7836, -122.485
Folsom St & 25th St, 37.751, -122.414
Folsom St & Bessie St, 37.7469, -122.414
Folsom St & Cortland Ave, 37.7389, -122.413
Folsom St & Crescent Ave, 37.7349, -122.414
Folsom St & Ogden St, 37.736, -122.414
Folsom St & Precita Ave, 37.7471, -122.413
Folsom St & Stoneman St, 37.7453, -122.413
Folsom St & Tompkins St, 37.7372, -122.413
Font Blvd & Arballo Dr, 37.7218, -122.482
Font Blvd & Chumasero Dr, 37.7152, -122.473
Font Blvd & Cambon Dr, 37.7159, -122.474
Font Blvd & Juan Bautista Cir, 37.7177, -122.477
Frederick St & Arguello Blvd, 37.7661, -122.458
Frederick St & Ashbury St, 37.7673, -122.447
Frederick St & Clayton St, 37.7671, -122.448
Frederick St & Stanyan St, 37.7664, -122.453
Frederick St & Willard St, 37.7662, -122.455
Fremont St & Market St, 37.7916, -122.398
Don Chee Way/Steuart St, 37.7941, -122.393
Marina Blvd & Laguna St, 37.8051, -122.432
Fulton St & 4th Ave, 37.774, -122.462
Fulton St & 6th Ave, 37.7736, -122.464
Fulton St & 8th Ave, 37.7735, -122.466
Fulton St & 10th Ave, 37.7733, -122.468
Fulton St & 18th Ave, 37.773, -122.477
Fulton St & 22nd Ave, 37.7728, -122.481
Fulton St & 25th Ave, 37.7726, -122.484
Fulton St & 28th Ave, 37.7724, -122.487
Wilde Ave & Brussels St, 37.7164, -122.401
Wilde Ave & Delta St, 37.7178, -122.407
Wilde Ave & Girard St, 37.7166, -122.4
Wilde Ave & Goettingen St, 37.7163, -122.402
Winston Dr & 20th Ave, 37.727, -122.476
Winston Dr & Buckingham Way, 37.7281, -122.478
Winston Dr & Lake Merced Blvd, 37.7271, -122.483
Wisconsin St & 25th St, 37.7523, -122.399
Wisconsin St & Connecticut St, 37.7534, -122.399
Williams Ave & 3rd St, 37.7294, -122.393
Williams Ave & Reddy St, 37.7297, -122.395
Woolsey St & Bowdoin St, 37.7235, -122.409
Woolsey St & Hamilton St, 37.7237, -122.408
Woolsey St & University St, 37.7227, -122.412
Whitney St & Fairmount Street, 37.7389, -122.427
Whitney Young Cir & Progress St, 37.7333, -122.383
Cross Over Dr & Fulton St, 37.7724, -122.484
Yerba Buena Ave & Brentwood Ave, 37.7336, -122.459
Yerba Buena Ave & Hazelwood Ave, 37.7346, -122.46
Yerba Buena Ave & Ravenwood Dr, 37.7353, -122.461
Yerba Buena Ave & Saint Elmo Way, 37.7326, -122.459
Metro Castro Station/Outbound, 37.7627, -122.435
Forest Hill Station Outbound, 37.7482, -122.459
Metro Montgomery Station/Outbound, 37.7888, -122.402
Metro Powell Station/Outbound, 37.7843, -122.408
Van Ness Station Outbound, 37.7752, -122.419
Metro Civic Center Station/Outbd, 37.7787, -122.415
Metro Church Station/Outbound, 37.7673, -122.429
7th St & Bryant St, 37.7746, -122.405
Avenue B & 9th Ave, 37.8232, -122.375
Blanken Ave & Gillette Ave, 37.711, -122.397
Blanken Ave & Nueva Ave, 37.7112, -122.397
Blanken Ave & Peninsula Ave, 37.7116, -122.399
Blanken Ave & Tunnel Ave, 37.712, -122.401
Crestline Dr & Burnett Ave, 37.7493, -122.445
831 Ellsworth St, 37.7333, -122.415
Folsom St & 2nd St, 37.7855, -122.397
Frederick St & Masonic St, 37.7673, -122.445
Hahn St & Visitacion Ave, 37.7133, -122.415
Lincoln Blvd & Girard Rd, 37.8006, -122.454
Lombard & Richardson Ave, 37.7987, -122.445
Oakdale Ave & Loomis St, 37.7425, -122.404
Rutland St & Arleta Ave, 37.7139, -122.407
Fulton St & 30th Ave, 37.7722, -122.489
Geary Blvd & Park Presidio Blvd, 37.7807, -122.473
Geary St & Powell St, 37.7874, -122.408
Geary Blvd & Presidio Ave, 37.7825, -122.447
Geary Blvd & Scott St, 37.7838, -122.438
Geary Blvd & Spruce St, 37.7818, -122.453
Geary Blvd & Stanyan St, 37.7813, -122.456
Geary Blvd & St Joseph'S Ave, 37.7828, -122.443
Geary St & Stockton St, 37.7876, -122.407
Geary St & Taylor St, 37.787, -122.412
Geary Blvd & Van Ness Ave, 37.7857, -122.422
Geary Blvd & Webster St, 37.7846, -122.431
Concourse Dr at Acad of Sciences, 37.7704, -122.466
Golden Gate Bridge/Parking Lot, 37.8076, -122.475
Golden Gate Br Tunnel/Merchant Rd, 37.8067, -122.476
Great Hwy near Beach Chalet, 37.7679, -122.51
Lower Great Hwy & Rivera St, 37.7454, -122.508
Gilman Ave & 3rd St, 37.7225, -122.395
Gilman Ave & Griffith St, 37.7182, -122.388
Gilman Ave & Ingalls St, 37.7203, -122.392
Gilman Ave & Jennings St, 37.7214, -122.394
San Jose Ave/Glen Park Station, 37.7325, -122.433
Gennessee St & Flood Ave, 37.73, -122.451
1650 Geneva Ave, 37.7119, -122.428
1721 Geneva Ave, 37.7111, -122.426
1750 Geneva Ave, 37.7107, -122.426
Geneva Ave/Balboa Park BART, 37.7208, -122.447
Geneva Ave & Castillo St, 37.7079, -122.418
Geneva Ave & Cayuga Ave, 37.7189, -122.444
Kiska Rd & Reardon Rd, 37.73, -122.377
Kearny St & Bush St, 37.791, -122.404
Kearny St & California St, 37.7929, -122.404
Kearny St & Clay St, 37.7947, -122.405
Kearny St & Geary St, 37.7881, -122.403
Kearny St & Jackson St, 37.7961, -122.405
Kearny St & North Point St, 37.8072, -122.407
Kearny St & Pacific Ave, 37.7973, -122.405
Kearny St & Sutter St, 37.7897, -122.404
Kiska Rd & Dormitory Rd, 37.7299, -122.375
1100 Lake Merced Blvd, 37.7091, -122.485
Lake Merced Blvd & Font Blvd, 37.7242, -122.485
Lake Merced Blvd & Lake Merced Hills Blvd, 37.7115, -122.485
Lake Merced & Middlefield Dr, 37.7296, -122.486
Lake Merced Blvd/SFSU, 37.7261, -122.484
La Playa St & Cabrillo St, 37.7732, -122.51
La Playa St & Fulton St, 37.7717, -122.51
Larkin St & Beach St, 37.8063, -122.422
Larkin St & Eddy St, 37.7832, -122.417
Larkin St & Golden Gate Ave, 37.7817, -122.417
Larkin St & Grove St, 37.7789, -122.417
3rd St & Paul Ave, 37.7223, -122.396
Broadway & Grant Ave, 37.7978, -122.407
Middle Point Rd & Hare St, 37.7344, -122.379
Grafton Ave & Plymouth Ave, 37.7201, -122.457
Grafton Ave & Capitol Ave, 37.7201, -122.459
Grafton Ave & Jules Ave, 37.7201, -122.461
Garfield St & Victoria St, 37.7198, -122.465
90 Buckingham Way, 37.726, -122.477
91 Buckingham Way, 37.726, -122.477
170 Buckingham Way, 37.7259, -122.479
190 Buckingham Way, 37.7259, -122.479
280 Buckingham Way, 37.7269, -122.48
Bush St & Hyde St, 37.7892, -122.417
Bush St & Leavenworth St, 37.7893, -122.415
Buena Vista Ave E & Buena Vista Ter, 37.7677, -122.44
Buena Vista Ter & Buena Vista Ave E, 37.7688, -122.438
Buena Vista Ter & Roosevelt Way, 37.7668, -122.438
California St & 4th Ave, 37.7854, -122.462
California St & 7th Ave, 37.7848, -122.465
California St & 10th Ave, 37.7847, -122.469
California St & 12th Ave, 37.7846, -122.471
California St & 16th Ave, 37.7844, -122.475
California St & 19th Ave, 37.7842, -122.478
California St & 22nd Ave, 37.7841, -122.482
California St & 25th Ave, 37.784, -122.485
California St & 28th Ave, 37.7838, -122.488
California St & 30th Ave, 37.7837, -122.491
California St & Arguello Blvd, 37.7857, -122.459
California St & Baker St, 37.7877, -122.444
California St & Cherry St, 37.786, -122.457
California St & Divisadero St, 37.7881, -122.441
California St & Drumm St, 37.7937, -122.396
Larkin St & O'Farrell St, 37.7851, -122.418
Lawton St & 7th Ave, 37.7586, -122.464
Lawton St & 9th Ave, 37.7585, -122.466
Lawton St & 11th Ave, 37.7584, -122.468
Lawton St & Funston Ave, 37.7583, -122.47
Lawton St & Lomita Ave, 37.7591, -122.472
Leavenworth St & Bush St, 37.7892, -122.415
Leavenworth St & California St, 37.7911, -122.416
Leavenworth St & Clay St, 37.7929, -122.416
Leavenworth St & Geary St, 37.7864, -122.415
Leavenworth St & Jackson St, 37.7947, -122.416
Leavenworth St & O'Farrell St, 37.7855, -122.415
Leavenworth St & Pine St, 37.7902, -122.415
Leavenworth St & Post St, 37.7873, -122.415
Leavenworth St & Sacramento St, 37.7921, -122.416
Leavenworth St & Sutter St, 37.7883, -122.415
Legion of Honor, 37.785, -122.5
Laguna Honda Blvd & Balceta Ave, 37.7454, -122.457
Geneva Ave & Howth St, 37.7221, -122.45
Geneva Ave & Madrid St, 37.7148, -122.438
Geneva Ave & Munich St, 37.7129, -122.433
Geneva Ave & Moscow St, 37.7133, -122.434
Geneva Ave & Naples St, 37.7144, -122.436
Geneva Ave & Prague St, 37.7129, -122.432
Geneva Ave & Santos St, 37.7084, -122.42
Gough St & Sacramento St, 37.791, -122.426
Grafton Ave & Granada Ave, 37.72, -122.457
Grafton Ave & Harold Ave, 37.7201, -122.453
Grafton Ave & Lee St, 37.72, -122.454
Grove St & Van Ness Ave, 37.7782, -122.42
Grand View Ave & 21st St, 37.755, -122.44
Gateview Ave & Bayside Dr, 37.8298, -122.375
Gateview Ave & Mason Ct, 37.8282, -122.377
Gateview Ave & Northpoint Dr, 37.8298, -122.373
Hahn St & Sunnydale Ave, 37.712, -122.416
Haight St & Baker St, 37.7709, -122.441
Haight St & Buchanan St, 37.7726, -122.427
Haight St & Buena Vista East Ave, 37.7707, -122.441
Masonic Ave & Haight St, 37.7702, -122.445
Masonic Ave & Hayes St, 37.7741, -122.446
Masonic Ave & Oak St, 37.772, -122.446
Masonic Ave & Turk St, 37.7788, -122.447
Metro Church Station/Downtown, 37.7672, -122.429
Metro Civic Center Station/Downtn, 37.7797, -122.413
Metro Castro Station/Downtown, 37.7626, -122.435
Metro Forest Hill Station/Downtown, 37.7484, -122.459
Metro Montgomery Station/Downtown, 37.7892, -122.401
Noe St & 27th St, 37.7467, -122.431
Noe St & 28th St, 37.7452, -122.431
Noe St & 29th St, 37.7433, -122.431
Noe St & 30th St, 37.742, -122.431
Noriega St & 16th Ave, 37.7553, -122.473
Noriega St & 24th Ave, 37.754, -122.483
Noriega St & 25th Ave, 37.7539, -122.483
Noriega St & 27th Ave, 37.7538, -122.485
Noriega St & 28th Ave, 37.7539, -122.486
Noriega St & 29th Ave, 37.7537, -122.487
Noriega St & 30th Ave, 37.7538, -122.489
Noriega St & 31st Ave, 37.7536, -122.489
Noriega St & 34th Ave, 37.7536, -122.492
Noriega St & 38th Ave, 37.7534, -122.497
Noriega St & 39th Ave, 37.7532, -122.498
Noriega St & 40th Ave, 37.7533, -122.499
Noriega St & 41st Ave, 37.7531, -122.5
Noriega St & 42nd Ave, 37.7532, -122.501
Noriega St & 43rd Ave, 37.753, -122.502
Noriega St & 44th Ave, 37.7532, -122.503
Noriega St & 45th Ave, 37.7529, -122.504
Noriega St & 46th Ave, 37.753, -122.506
Noriega St & 48th Ave, 37.7529, -122.508
Noriega St & Sunset Blvd, 37.7535, -122.495
Northridge Rd & Dormitory Rd, 37.7303, -122.374
Northridge Rd & Harbor Rd, 37.731, -122.377
Northridge Rd & Ingalls St, 37.7316, -122.379
Nevada St & Cortland Ave, 37.7401, -122.411
Oakdale Ave & Barneveld Ave, 37.7419, -122.403
Oakdale Ave & Baldwin Ct, 37.7294, -122.381
Oakdale Ave & Griffith St, 37.7282, -122.379
Oakdale Ave & Ingalls St, 37.7302, -122.383
Ocean Ave & Aptos Ave, 37.7283, -122.468
Ocean Ave/Balboa Park Bart Station, 37.7229, -122.447
Ocean Ave & Cayuga Ave, 37.7237, -122.439
Ocean Ave/CCSF Pedestrian Bridge, 37.723, -122.451
Ocean Ave & Cerritos Ave, 37.7273, -122.467
Ocean Ave & Dorado Ter, 37.725, -122.461
Ocean Ave & Fairfield Way, 37.726, -122.464
Ocean Ave & Howth St, 37.723, -122.45
Ocean Ave & Junipero Serra Blvd, 37.731, -122.472
Ocean Ave & Jules Ave, 37.725, -122.461
Ocean Ave & Lee St, 37.7235, -122.454
Ocean Ave & Mission St, 37.7239, -122.436
Ocean Ave & Miramar Ave, 37.7244, -122.458
Ocean Ave & Persia Ave, 37.7238, -122.436
Ocean Ave & San Jose Ave, 37.723, -122.445
Ocean Ave & San Jose St, 37.7229, -122.444
Ocean Ave & San Leandro Way, 37.73, -122.469
Chicago Way & Naylor St, 37.7098, -122.432
Chicago Way & South Hill Blvd, 37.7106, -122.431
Chenery St & 30th St, 37.742, -122.426
Chenery St & Castro St, 37.7346, -122.432
Chenery St & Fairmount St, 37.7389, -122.426
Chenery St & Mateo St, 37.7365, -122.429
Chenery St & Miguel St, 37.7371, -122.428
Chenery St & Natick St, 37.7346, -122.432
Chenery St & Randall St, 37.7399, -122.426
Chenery St & Roanoke St, 37.7356, -122.43
Chumasero Dr & Brotherhood Way, 37.7131, -122.473
Chumasero Dr & Font Blvd, 37.715, -122.473
Church St & 16th St, 37.7646, -122.429
Church St & 18th St, 37.7615, -122.428
Church St & 24th St, 37.7518, -122.427
Church St & 27th St, 37.747, -122.427
Church St & 29th St, 37.7436, -122.427
Church St & 30th St, 37.7422, -122.426
Church St & Clipper St, 37.7494, -122.427
Church St & Day St, 37.7428, -122.427
Clay St & Drumm St, 37.7953, -122.397
Clay St & Franklin St, 37.7919, -122.424
Clay St & Front St, 37.7951, -122.399
Clay St & Grant Ave, 37.7943, -122.406
Clay St & Hyde St, 37.7928, -122.418
Clay St & Jones St, 37.7932, -122.415
Clay St & Kearny St, 37.7945, -122.404
Clay St & Larkin St, 37.7925, -122.42
Clay St & Leavenworth St, 37.793, -122.416
Clay St & Mason St, 37.7937, -122.411
Clay St & Montgomery St, 37.7947, -122.403
Clay St & Polk St, 37.7924, -122.421
Clay St & Powell St, 37.7938, -122.41
Clay St & Sansome St, 37.7948, -122.401
Clay St & Stockton St, 37.7941, -122.408
Clay St & Taylor St, 37.7934, -122.413
Clay St & Van Ness Ave, 37.7921, -122.423
Clarendon Ave & Clarendon Woods S, 37.7517, -122.458
Clarendon Ave & Galewood Circle, 37.7531, -122.456
Clarendon Ave & Olympia Way, 37.7516, -122.456
Clarendon Ave & Panorama Dr, 37.7537, -122.456
Powell St & Filbert St, 37.8013, -122.411
Powell St & Francisco St, 37.8051, -122.412
Powell St & Geary St, 37.7875, -122.408
Powell St & Jackson St, 37.7954, -122.41
Powell St & Lombard St, 37.8029, -122.411
Powell St & Market St, 37.7847, -122.408
Powell St & North Point St, 37.8067, -122.412
Powell St & O'Farrell St, 37.7865, -122.408
Powell St & Pine St, 37.7911, -122.409
Powell St & Post St, 37.7884, -122.409
Powell St & Sacramento St, 37.7929, -122.409
Powell St & Sutter St, 37.7891, -122.408
Prague St & Cordova Ave, 37.7102, -122.435
Prague St & Drake St, 37.71, -122.437
Prague St & Persia Ave, 37.719, -122.427
Prague St & Russia Ave, 37.7176, -122.428
Parkridge Dr & Burnett Ave, 37.7504, -122.446
Parkridge Dr & Crestline Dr, 37.7523, -122.446
Presidio Ave & California St, 37.7874, -122.447
Presidio Ave & Clay St, 37.7892, -122.447
Presidio Ave & Geary Blvd, 37.7827, -122.446
Presidio Ave & Jackson St, 37.7909, -122.448
Presidio Ave & Sutter St, 37.7845, -122.446
Presidio Blvd & Simonds Loop, 37.7965, -122.452
Presidio Blvd & Sumner Ave, 37.7967, -122.452
Point Lobos Ave & 42nd Ave, 37.7797, -122.503
Point Lobos Ave & 44th Ave, 37.7798, -122.505
Portola Dr & Laguna Honda Blvd, 37.7431, -122.455
Portola Dr & San Pablo Ave, 37.7404, -122.461
Portola Dr & Rex Ave, 37.7409, -122.458
Potrero Ave At SF General Hospital, 37.7554, -122.406
Portola Dr & San Lorenzo Ave, 37.7399, -122.464
Portola Dr & Teresita Blvd, 37.7453, -122.452
Portola Dr & Waithman Way, 37.7416, -122.457
Portola Dr & Woodside Ave, 37.7453, -122.452
Post St & Gough St, 37.7862, -122.425
Post St & Grant Ave, 37.7886, -122.406
Post St & Hyde St, 37.7872, -122.416
Post St & Jones St, 37.7877, -122.413
Point Lobos Ave & 46th Ave, 37.78, -122.507
Quintara St & 12th Ave, 37.749, -122.468
Quintara St & 16th Ave, 37.7487, -122.473
Quintara St & 19th Ave, 37.7487, -122.476
Quintara St & 22nd Ave, 37.7486, -122.479
Quintara St & 24th Ave, 37.7485, -122.481
Quintara St & 26th Ave, 37.7484, -122.483
Haight St & Clayton St, 37.7698, -122.449
Haight St & Divisadero St, 37.7713, -122.437
Haight St & Fillmore St, 37.7721, -122.431
Haight St & Laguna St, 37.7728, -122.426
Haight St & Masonic Ave, 37.7702, -122.445
Haight St & Pierce St, 37.7717, -122.434
Haight St & Stanyan St, 37.7693, -122.453
Hampshire St & 24th St, 37.7528, -122.407
Harrison St & 2nd St, 37.7842, -122.395
Harrison St & 3rd St, 37.7824, -122.398
Harrison St & 4th St, 37.7807, -122.4
Harrison St & 5th St, 37.7789, -122.402
Harrison St & 6th St, 37.7771, -122.404
Harrison St & 7th St, 37.7755, -122.406
Harrison St & 8th St, 37.7739, -122.409
Harrison St & 9th St, 37.7724, -122.41
Hawes St & Gilman Ave, 37.7192, -122.39
Hayes St & Baker St, 37.7746, -122.441
Hayes St & Buchanan St, 37.7763, -122.428
Hayes St & Central Ave, 37.7742, -122.444
Hayes St & Clayton St, 37.7736, -122.449
Hayes St & Divisadero St, 37.775, -122.438
Hayes St & Fillmore St, 37.7758, -122.432
Hayes St & Gough St, 37.7769, -122.423
Hayes St & Larkin St, 37.7777, -122.417
Hayes St & Laguna St, 37.7765, -122.426
Hayes St & Lyon St, 37.7743, -122.443
Hayes St & Masonic Ave, 37.774, -122.446
Hayes St & Pierce St, 37.7755, -122.434
Hayes St & Stanyan St, 37.773, -122.454
Hayes St & Steiner St, 37.7756, -122.433
Hayes St & Van Ness Ave, 37.7773, -122.42
Hayes St & Webster St, 37.7761, -122.43
Hermann St & Fillmore St, 37.7703, -122.43
Halleck St/Army Headquarters, 37.802, -122.454
Holyoke St & Wayland St, 37.7252, -122.408
Hoffman Ave & 22nd St, 37.754, -122.441
Hoffman Ave & 23rd St, 37.7524, -122.441
Holloway Ave & Beverly St, 37.7216, -122.472
Holloway Ave & Junipero Serra Blvd, 37.7216, -122.473
Howth St & Geneva Ave, 37.7219, -122.45
Howth St & Mt Vernon Ave, 37.7198, -122.452
Howth St & Niagra Ave, 37.7206, -122.451
Hudson Ave & Ardath Ct, 37.7347, -122.383
Rivera St & 37th Ave, 37.7458, -122.495
Rivera St & 46th Ave, 37.7454, -122.505
Rivera St & 48th Ave, 37.7453, -122.507
Revere Ave & 3rd St, 37.7324, -122.391
Revere Ave & Ingalls St, 37.7285, -122.385
Revere Ave & Jennings St, 37.7295, -122.386
Revere Ave & Lane St, 37.7317, -122.39
San Jose Ave & Farallones St, 37.7142, -122.452
San Jose Ave & Lakeview Ave, 37.7163, -122.45
San Jose Ave & Niagra Ave, 37.7195, -122.447
San Jose Ave & Ocean Ave, 37.7231, -122.445
San Jose Ave & Randall St, 37.7397, -122.424
San Jose Ave & Santa Rosa Ave, 37.729, -122.44
San Jose Ave & Santa Ynez Ave, 37.7259, -122.442
Sacramento St & Battery St, 37.7942, -122.4
Sacramento St & Buchanan St, 37.7904, -122.431
Sacramento St & Cherry St, 37.7869, -122.457
Sacramento St & Davis St, 37.7946, -122.398
Sacramento St & Fillmore St, 37.7899, -122.434
Sacramento St & Franklin St, 37.7912, -122.424
Sacramento St & Gough St, 37.7909, -122.426
Sacramento St & Grant Ave, 37.7934, -122.406
Sacramento St & Hyde St, 37.792, -122.417
Sacramento St & Jones St, 37.7924, -122.414
Sacramento St & Kearny St, 37.7936, -122.405
Sacramento St & Larkin St, 37.7918, -122.42
Sacramento St & Leavenworth St, 37.7922, -122.416
Sacramento St & Laguna St, 37.7906, -122.429
Sacramento St & Montgomery St, 37.7938, -122.403
Sacramento St & Octavia St, 37.7908, -122.427
Sacramento St & Polk St, 37.7915, -122.421
Sacramento St & Powell St, 37.793, -122.409
Sacramento St & Sansome St, 37.7941, -122.401
Sacramento St & Sproule Ln, 37.7927, -122.412
Sacramento St & Stockton St, 37.7933, -122.408
Sacramento St & Van Ness Ave, 37.7914, -122.422
Sacramento St & Webster St, 37.7901, -122.432
274 Sagamore St, 37.7114, -122.462
Sagamore St & Capitol Ave, 37.7115, -122.459
Sagamore St & Orizaba Ave, 37.7113, -122.462
Sansome St & Pine St, 37.792, -122.401
Sansome St & Sacramento St, 37.7941, -122.401
795 Corbett Ave, 37.7541, -122.443
800 Corbett Ave, 37.754, -122.443
925 Corbett Ave, 37.7521, -122.443
956 Corbett Ave, 37.7517, -122.444
Corbett Ave & Clayton St, 37.7589, -122.446
Corbett Ave & Cuesta Ct, 37.7509, -122.444
Corbett Ave & Danvers St, 37.7612, -122.444
Corbett Ave & Douglass St, 37.7621, -122.44
Corbett Ave & Graystone Ter, 37.7564, -122.443
Corbett Ave & Hattie St, 37.7617, -122.441
Corbett Ave & Hopkins Ave, 37.7529, -122.444
Corbett Ave & Iron Aly, 37.7578, -122.445
Corbett Ave & Mars St, 37.7605, -122.444
Corbett Ave & Ord St, 37.7619, -122.44
Corbett Ave & Romain St, 37.7555, -122.443
Crescent Ave & Agnon Ave, 37.7351, -122.422
Crescent Ave & Andover St, 37.735, -122.417
Crescent Ave & Arnold Ave, 37.735, -122.42
Crescent Ave & College Ave, 37.7353, -122.424
Crescent Ave & Folsom St, 37.7348, -122.414
Crescent Ave & Leese St, 37.7352, -122.423
Crescent Ave & Mission St, 37.7354, -122.424
Crescent Ave & Murray St, 37.7351, -122.42
Crescent Ave & Porter St, 37.7349, -122.418
Crescent Ave & Putnam St, 37.735, -122.411
Crescent Ave & Roscoe St, 37.7351, -122.419
Carmel St & Belvedere St, 37.7609, -122.448
Carmel St & Twin Peaks Blvd, 37.7609, -122.447
Crespi Dr & Varela Ave, 37.7201, -122.476
40 Crestline Dr, 37.7504, -122.447
74 Crestline Dr, 37.7518, -122.446
Fulton St & 33rd Ave, 37.7722, -122.493
Fulton St & 36th Ave, 37.7721, -122.496
