Stop_name, stop_Long, stop_Lat
San Bruno Ave & Mansell St, 37.7211, -122.401
San Bruno Ave & Paul Ave, 37.7242, -122.402
San Bruno Ave & Silver Ave, 37.732, -122.405
San Bruno Ave & Somerset St, 37.7138, -122.402
San Bruno Ave & Thornton Ave, 37.7303, -122.405
San Bruno Ave & Ward St, 37.7191, -122.401
Sloat Blvd & West Portal Ave, 37.7348, -122.472
Santiago St & 14th Ave, 37.7451, -122.47
Santiago St & 17th Ave, 37.7451, -122.474
South Hill Blvd & Chicago Way, 37.7107, -122.432
South Hill Blvd & Prague St, 37.7122, -122.432
South Hill Blvd & Rolph St, 37.7112, -122.432
Spear St & Market St, 37.7934, -122.395
Stanyan St & Frederick St, 37.7664, -122.453
Stanyan St & Fulton St, 37.7746, -122.455
Stanyan St & Hayes St, 37.7728, -122.454
Stanyan St & Oak St, 37.7709, -122.454
Stanyan St & Waller St, 37.7683, -122.453
St Charles Ave & Alemany Blvd, 37.7103, -122.469
St Charles Ave & Belle Ave, 37.7087, -122.469
Steiner St & California St, 37.7888, -122.436
Steiner St & Green St, 37.7959, -122.437
Steiner St & Sacramento St, 37.7893, -122.436
Steiner St & Union St, 37.7968, -122.437
Steiner St & Vallejo St, 37.7949, -122.437
Steuart St & Mission St, 37.7943, -122.394
Steuart St & Market St, 37.7944, -122.395
West Portal/Sloat/St Francis Circle, 37.7348, -122.472
Saint Francis Blvd & Santa Clara Ave, 37.7349, -122.466
Saint Francis Blvd & Santa Ana Ave, 37.7349, -122.468
Saint Francis Blvd & San Fernando Way, 37.7349, -122.47
Still St & Lyell St, 37.7318, -122.431
Stockton St & Clay St, 37.7938, -122.408
Stockton St & Columbus Ave, 37.7991, -122.409
Stockton St & Filbert St, 37.8014, -122.409
Stockton St & Geary St, 37.7877, -122.407
Stockton St & Greenwich St, 37.8023, -122.41
Stockton St & Lombard St, 37.8031, -122.41
Stockton St & Pacific Ave, 37.7963, -122.408
Stockton St & Sacramento St, 37.7935, -122.408
Stockton St & Sutter St, 37.7901, -122.407
Stockton St & Union St, 37.8005, -122.409
Stockton St & Washington St, 37.7947, -122.408
Sunset Blvd & Judah St, 37.761, -122.496
Sunset Blvd & Lawton St, 37.7573, -122.496
Sunset Blvd & Noriega St, 37.7535, -122.495
Sunset Blvd & Ocean Ave, 37.732, -122.494
Sunset Blvd & Ortega St, 37.7518, -122.495
Sunset Blvd & Quintara St, 37.7481, -122.495
Sunset Blvd & Rivera St, 37.7461, -122.495
Sunset Blvd & Taraval St, 37.7423, -122.495
Telegraph Hill Blvd & Greenwich St, 37.8027, -122.407
636 Teresita Blvd, 37.7368, -122.446
900 Teresita Blvd, 37.734, -122.446
Teresita Blvd & Bella Vista Way, 37.7377, -122.447
Teresita Blvd & El Sereno Ct, 37.7389, -122.446
Teresita Blvd & Evelyn Way, 37.7431, -122.451
Teresita Blvd & Foerster St, 37.7357, -122.446
Teresita Blvd & Fowler Ave, 37.7435, -122.451
Teresita Blvd & Gaviota Way, 37.7399, -122.448
Teresita Blvd & Isola Way, 37.7418, -122.45
Teresita Blvd & Marietta Dr, 37.7375, -122.446
Teresita Blvd & Portola Dr, 37.7451, -122.452
Teresita Blvd & Reposa Way, 37.741, -122.449
Teresita Blvd & Stillings Ave, 37.7345, -122.445
Townsend St & 4th St, 37.7766, -122.395
Topeka Ave & Bridge View Dr, 37.7333, -122.398
Topeka Ave & Newhall St, 37.7318, -122.396
Topeka Ave & Thornton Ave, 37.7312, -122.395
Topeka Ave & Venus St, 37.732, -122.396
Turk St & Arguello Blvd, 37.7771, -122.458
Turk St & Baker St, 37.7793, -122.442
Turk St & Broderick St, 37.7795, -122.44
Turk St & Chabot Ter, 37.7781, -122.452
Turk St & Central Ave, 37.7789, -122.445
Turk St & Hyde St, 37.7826, -122.416
Turk St & Jones St, 37.783, -122.413
Turk St & Larkin St, 37.7825, -122.417
Turk St & Leavenworth St, 37.7828, -122.414
Turk St & Lyon St, 37.7791, -122.444
Turk St & Masonic Ave, 37.7787, -122.447
Turk St & Parker Ave, 37.7779, -122.453
Turk St & Roselyn Ter, 37.7782, -122.45
Turk St & Stanyan St, 37.7776, -122.455
Turk St & Taylor St, 37.7835, -122.409
Ulloa St & 30th Ave, 37.7407, -122.487
Ulloa St & Forest Side Ave, 37.7415, -122.468
Ulloa St & Lenox Way, 37.7411, -122.466
West Portal Station, 37.741, -122.466
Ulloa St & West Portal Ave, 37.741, -122.466
Union St & Baker St, 37.7959, -122.445
Union St & Buchanan St, 37.7974, -122.432
Union St & Columbus Ave, 37.8004, -122.41
Visitacion Ave & Cora St, 37.7117, -122.409
Visitacion Ave & Rutland St, 37.7115, -122.408
Visitacion Ave & Sawyer St, 37.7133, -122.414
Visitacion Ave & Schwerin St, 37.7122, -122.411
Valencia St & 24th St, 37.7519, -122.421
Valencia St & 25th St, 37.7503, -122.421
Valencia St & Cesar Chavez St, 37.748, -122.42
West Portal Ave & 14th Ave, 37.7379, -122.469
West Portal Ave & 15th Ave, 37.7365, -122.471
West Portal Ave & Vicente St, 37.7398, -122.467
117 Warren Dr, 37.7537, -122.458
345 Warren Dr E, 37.7554, -122.461
400 Warren Dr E, 37.7569, -122.461
455 Warren Dr, 37.7577, -122.462
Warren Dr & Christopher Dr, 37.7538, -122.46
Warren Dr & Devonshire Way, 37.7545, -122.461
Warren Dr & Locksley Ave, 37.7587, -122.463
Warren Dr & Oakpark Dr, 37.7553, -122.456
Washington St & Jones St, 37.794, -122.415
Washington St & Larkin St, 37.7934, -122.42
Washington St & Leavenworth St, 37.7938, -122.416
Washington St & Mason St, 37.7945, -122.411
Washington St & Powell St, 37.7946, -122.41
Washington St & Taylor St, 37.7943, -122.413
Washington St & Webster St, 37.7917, -122.433
Wawona/46th Ave /SF Zoo, 37.7361, -122.504
Woodside Ave & Balceta Ave, 37.7465, -122.456
Woodside Ave & Hernandez Ave, 37.7464, -122.455
Woodside Ave & Portola Dr, 37.7458, -122.452
Woodside Ave & Ulloa St, 37.7458, -122.454
356 Wilde Ave, 37.717, -122.404
Rutland St & Campbell Ave, 37.7153, -122.406
Rutland St & Sunnydale Ave, 37.7099, -122.409
Rutland St & Visitacion Ave, 37.7113, -122.408
Visitacion Valley Middle School, 37.7162, -122.414
West Portal Ave & Ulloa St, 37.7409, -122.466
Wilde Ave & Rutland St, 37.7174, -122.405
Church St & Market St, 37.7675, -122.429
Church St & Duboce Ave, 37.7693, -122.429
Duboce Ave & Noe St, 37.7692, -122.434
Evans Ave & Mendell St, 37.7409, -122.385
Mission St & San Jose Ave, 37.7064, -122.46
San Jose Ave & Mt Vernon Ave, 37.7185, -122.449
Geneva Ave & Rio Verde St, 37.7071, -122.416
Tioga Ave & Rutland St, 37.7166, -122.406
Mission St & 7th St, 37.7794, -122.411
California St & Van Ness Ave, 37.7904, -122.422
The Embarcadero & Brannan St, 37.7846, -122.388
Letterman Dr & Lombard St, 37.7981, -122.45
Portola Ave & Claremont Ave, 37.7398, -122.465
California St & 8th Ave, 37.7848, -122.467
California St & Front St, 37.7934, -122.399
California St & Grant Ave, 37.7925, -122.406
California St & Hyde St, 37.791, -122.418
California St & Jones St, 37.7915, -122.414
California St & Kearny St, 37.7927, -122.404
California St & Larkin St, 37.7909, -122.419
California St & Laurel St, 37.7869, -122.45
California St & Leavenworth St, 37.7913, -122.416
California St & Mason St, 37.7919, -122.411
California St & Montgomery St, 37.7928, -122.403
California St & Pierce St, 37.7885, -122.437
California St & Park Presidio Blvd, 37.7845, -122.473
California St & Polk St, 37.7907, -122.421
California St & Powell St, 37.7921, -122.409
California St & Presidio Ave, 37.7873, -122.447
California St & Sansome St, 37.7931, -122.401
California St & Spruce St, 37.7865, -122.454
California St & Stockton St, 37.7923, -122.408
California St & Taylor St, 37.7917, -122.412
Carl St & Cole St, 37.7659, -122.45
Carl St & Hillway Ave, 37.765, -122.457
Carl St & Stanyan St, 37.7655, -122.453
Cashmere St & Hudson Ave, 37.7357, -122.384
Cashmere St & La Salle Ave, 37.7359, -122.387
Cashmere St & Whitney Young Cir, 37.7366, -122.386
Cabrillo St & 47th Ave, 37.7734, -122.508
Cabrillo St & La Playa St, 37.7736, -122.51
Cesar Chavez St & Florida St, 37.7482, -122.41
Cesar Chavez St & Folsom St, 37.7483, -122.414
Cesar Chavez St & Harrison St, 37.7482, -122.412
Cesar Chavez St & Mission St, 37.7482, -122.418
Cesar Chavez St & South Van Ness Ave, 37.7483, -122.416
Chestnut St & Divisadero St, 37.8001, -122.443
Chestnut St & Fillmore St, 37.8008, -122.436
Chestnut St & Laguna St, 37.8015, -122.431
Chestnut St & Pierce St, 37.8005, -122.439
Chestnut St & Van Ness Ave, 37.8022, -122.425
Chestnut St & Webster St, 37.8011, -122.435
Chicago Way & Cordova Ave, 37.7089, -122.434
Clement St & Legion Of Honor Dr, 37.7816, -122.494
Clayton St & Twin Peaks Blvd, 37.7609, -122.446
Clipper St & Diamond Heights Blvd, 37.7469, -122.444
Clipper St & Portola Dr, 37.7467, -122.445
Clayton St & Carl St, 37.7663, -122.448
Clayton St & Corbett Ave, 37.7588, -122.446
Clayton St & Carmel St, 37.7609, -122.446
Clayton St & Frederick St, 37.7669, -122.448
Clayton St & Market St, 37.7584, -122.444
Clayton St & Parnassus Ave, 37.7654, -122.448
Coit Tower, 37.8027, -122.406
Cole St & 17th St, 37.7617, -122.449
Cole St & Alma St, 37.7633, -122.45
Cole St & Carl St, 37.7659, -122.45
Cole St & Carmel St, 37.7609, -122.449
Cole St & Frederick St, 37.7668, -122.45
Cole St & Haight St, 37.7695, -122.451
Cole St & Parnassus Ave, 37.7648, -122.45
Cole St & Waller St, 37.7685, -122.45
Columbus Ave & Bay St, 37.8055, -122.418
Columbus Ave & Broadway, 37.7981, -122.407
Columbus Ave & Chestnut St, 37.8038, -122.415
Columbus Ave & Filbert St, 37.8012, -122.412
Columbus Ave & Francisco St, 37.8045, -122.416
Columbus Ave & Green St, 37.7994, -122.409
Columbus Ave & Kearny St, 37.7973, -122.406
Columbus Ave & Lombard St, 37.8027, -122.414
Columbus Ave & Mason St, 37.8021, -122.413
Columbus Ave & North Point St, 37.8055, -122.418
Columbus Ave & Taylor St, 37.8033, -122.415
Columbus Ave & Union St, 37.8005, -122.41
General Managers Office, 37.7539, -122.397
Connecticut St & 17th St, 37.765, -122.398
Connecticut St & 18th St, 37.7626, -122.398
Connecticut St & 19th St, 37.7612, -122.397
Connecticut St & 25th St, 37.7523, -122.396
Connecticut St & 26th St, 37.7513, -122.396
Connecticut St & Cesar Chavez St, 37.75, -122.396
Cordova Ave & Prague St, 37.7102, -122.435
Cordova Ave & Winding Way, 37.7096, -122.435
Cortland Ave & Andover St, 37.7391, -122.416
Cortland Ave & Bocana St, 37.7393, -122.418
Cortland Ave & Bradford St, 37.7398, -122.41
Cortland Ave & Bayshore Blvd, 37.7396, -122.407
Cortland Ave & Elsie St, 37.7399, -122.42
Cortland Ave & Ellsworth St, 37.7389, -122.415
Cortland Ave & Folsom St, 37.739, -122.414
Cortland Ave & Mission St, 37.741, -122.423
Cortland Ave & Prentiss St, 37.7398, -122.412
Cortland Ave & Prospect Ave, 37.7403, -122.421
210 Corbett Ave, 37.7618, -122.443
211 Corbett Ave, 37.7616, -122.443
328 Corbett Ave, 37.7599, -122.445
341 Corbett Ave, 37.7599, -122.445
539 Corbett Ave, 37.7575, -122.444
Geary Blvd & 28th Ave, 37.78, -122.488
Geary Blvd & 30th Ave, 37.78, -122.49
Geary Blvd & 32nd Ave, 37.7796, -122.492
Geary Blvd & 33rd Ave, 37.7797, -122.493
Geary Blvd & 36th Ave, 37.7797, -122.496
Geary Blvd & 39th Ave, 37.7795, -122.501
Geary Blvd & 42nd Ave, 37.7792, -122.503
Geary Blvd & 45th Ave, 37.779, -122.506
Geary Blvd & Arguello Blvd, 37.7812, -122.459
Geary Blvd & Baker St, 37.783, -122.443
Geary Blvd & Collins St, 37.7822, -122.45
Geary Blvd & Commonwealth St, 37.7815, -122.456
Geary Blvd & Divisadero St, 37.7834, -122.439
Geary Blvd & Fillmore St, 37.7844, -122.433
Geary Blvd & Gough St, 37.7854, -122.425
Geary St & Jones St, 37.7868, -122.413
Geary St & Kearny St, 37.788, -122.404
Geary St & Larkin St, 37.7861, -122.418
Geary St & Leavenworth St, 37.7866, -122.415
Geary Blvd & Laguna St, 37.785, -122.428
Castro St & 14th St, 37.7676, -122.436
Castro St & 15th St, 37.7658, -122.436
Castro St & 16th St, 37.7642, -122.435
Castro St & 17th St, 37.7624, -122.435
Castro St & 18th St, 37.7608, -122.435
Castro St & 19th St, 37.7594, -122.435
Castro St & 20th St, 37.7578, -122.435
Castro St & 21st St, 37.756, -122.434
Castro St & 22nd St, 37.7546, -122.434
Castro St & 23rd St, 37.7528, -122.434
Castro St & 24th St, 37.7512, -122.434
Castro St & 25th St, 37.7498, -122.434
Castro St & Duboce Ave, 37.7692, -122.436
Castro St & Elizabeth St, 37.7519, -122.434
Castro St & Market St, 37.7624, -122.435
City View Way & Knollview Way, 37.7489, -122.451
Curtis St & Prague St, 37.7102, -122.438
Cargo Way & 3rd St, 37.7461, -122.387
Daly City BART Station, 37.7058, -122.469
Davis St & Pine St, 37.7926, -122.398
De Haro St & 16th St, 37.7661, -122.402
De Haro St & 17th St, 37.7648, -122.402
De Haro St & 18th St, 37.7622, -122.401
De Haro St & 19th St, 37.7609, -122.401
De Haro St & 20th St, 37.7597, -122.401
De Haro St & 22nd St, 37.7574, -122.401
De Haro St & 23rd St, 37.7549, -122.401
De Haro St & Mariposa St, 37.7635, -122.401
De Haro St & Southern Heights Ave, 37.758, -122.401
5157 Diamond Heights Blvd, 37.7469, -122.44
Diamond Heights Blvd & Addison St, 37.7402, -122.436
Diamond Heights Blvd & Berkeley, 37.7387, -122.437
Diamond Heights Blvd & Berkeley Way, 37.7386, -122.437
Diamond Heights Blvd & Diamond St, 37.7419, -122.436
Diamond Heights Blvd & Duncan St, 37.7452, -122.44
Diamond Heights Blvd & Gold Mine Dr, 37.7436, -122.438
Diamond St & 24th St, 37.7511, -122.436
Eddy St & Buchanan St, 37.7819, -122.429
Eddy St & Divisadero St, 37.7805, -122.439
Eddy St & Fillmore St, 37.7815, -122.432
Eddy St & Gough St, 37.7825, -122.424
Eddy St & Hyde St, 37.7835, -122.416
Eddy St & Jones St, 37.7839, -122.412
Eddy St & Larkin St, 37.7834, -122.418
Eddy St & Leavenworth St, 37.7837, -122.414
Eddy St & Laguna St, 37.7821, -122.427
Eddy St & Mason St, 37.7843, -122.409
Eddy St & Pierce St, 37.7811, -122.436
Eddy St & Polk St, 37.7832, -122.419
Eddy St & Scott St, 37.7809, -122.437
Eddy St & Taylor St, 37.7841, -122.411
Eddy St & Van Ness Ave, 37.783, -122.421
The Embarcadero & Bay St, 37.8069, -122.406
The Embarcadero & Broadway, 37.7996, -122.398
The Embarcadero & Folsom St, 37.7907, -122.39
The Embarcadero & Ferry Building, 37.7949, -122.394
The Embarcadero & Greenwich St, 37.8033, -122.401
The Embarcadero & Green St, 37.8013, -122.399
The Embarcadero & Howard St, 37.7922, -122.391
The Embarcadero & Sansome St, 37.805, -122.403
The Embarcadero & Stockton St, 37.8083, -122.41
The Embarcadero & Townsend St, 37.7836, -122.388
The Embarcadero & Washington St, 37.7971, -122.396
Eureka St & 18th St, 37.7606, -122.438
Eureka St & 19th St, 37.759, -122.438
Eureka St & 20th St, 37.7574, -122.438
Eureka St & 21st St, 37.756, -122.438
Eureka St & 22nd St, 37.7544, -122.438
Eureka St & Market St, 37.7616, -122.438
Eucalyptus Dr & 19th Ave, 37.7312, -122.475
Eucalyptus Dr & Junipero Serra Blvd, 37.731, -122.472
Evans Ave & 3rd St, 37.7426, -122.388
Evans Ave & Cesar Chavez St, 37.7486, -122.397
Evans Ave & Keith St, 37.7388, -122.381
Evans Ave & Middle Point Rd, 37.7377, -122.379
Evans Ave & Newhall St, 37.7419, -122.386
Evans Ave & Napoleon St, 37.7473, -122.396
Evans Ave & USPO, 37.74, -122.383
Evans Ave & Phelps St, 37.743, -122.388
Evans Ave & Quint St, 37.7442, -122.391
Evans Ave & Selby St, 37.7463, -122.394
Evans Ave Opposite US Post Office, 37.7397, -122.383
909 Ellsworth St, 37.7328, -122.417
945 Ellsworth St, 37.7328, -122.418
989 Ellsworth St, 37.7326, -122.419
Ellsworth St & Crescent Ave, 37.7347, -122.415
Excelsior Ave & Madrid St, 37.7248, -122.431
Excelsior Ave & Mission St, 37.7262, -122.434
Excelsior Ave & Naples St, 37.724, -122.429
Excelsior Ave & Paris St, 37.7255, -122.432
50 Thomas Mellon Dr, 37.7098, -122.393
Executive Park Blvd & Blanken Ave, 37.7109, -122.395
West Portal Ave & Sloat Blvd, 37.735, -122.471
Sloat Blvd & 47th Ave, 37.7354, -122.505
Crescent Ave & Ellsworth St, 37.7347, -122.415
Cortland Ave & Bronte St, 37.7397, -122.41
Metro Embarcadero Station, 37.7926, -122.397
Ashbury St & Clayton St, 37.763, -122.447
Duncan St & Amber Dr, 37.746, -122.443
Plymouth Ave & Broad St, 37.7133, -122.456
16th Avenue & Lawton Street, 37.758, -122.474
Font Blvd & Gonzalez Dr, 37.7167, -122.476
Grafton Ave at Plymouth Ave, 37.7201, -122.456
Diamond St (south)/Diamond Hts, 37.7382, -122.437
Duboce St/Noe St/Duboce Park, 37.7694, -122.434
24th St & Noe St, 37.7514, -122.432
Embarcadero & Sansome St, 37.8051, -122.403
Larkin St & McAllister St, 37.7804, -122.417
16th St & Folsom St, 37.7654, -122.415
Castro St & 26th St, 37.7482, -122.434
California St & Davis St, 37.7935, -122.397
Ashbury St & Frederick St, 37.7673, -122.446
Sunnydale Ave & Bay Shore Blvd, 37.7088, -122.405
Potrero Ave&15th St, 37.7673, -122.408
Mission St & South Van Ness Ave, 37.773, -122.418
Geneva Ave & Carter St, 37.7093, -122.423
O'Farrell St & Taylor St, 37.7859, -122.412
Bush St & Sansome St, 37.7911, -122.401
Geneva Ave&Carter St, 37.7091, -122.423
Myra Way & Reposa Way, 37.74, -122.451
7th Ave & Lawton St, 37.7584, -122.464
Roosevelt Way & Buena Vista Ter, 37.7667, -122.438
Folsom St & 24th St, 37.7524, -122.414
Sunset Tunnel East Portal, 37.7693, -122.434
3rd St & Fitzgerald Ave, 37.7231, -122.395
3rd St & Warriors Way, 37.7691, -122.389
3rd St & Gene Friend Way, 37.7687, -122.389
Garfield St & Byxbee St, 37.7196, -122.47
Garfield St & Vernon St, 37.7196, -122.468
Leland Ave & Alpha St, 37.7119, -122.406
Leland Ave & Bayshore Blvd, 37.7111, -122.404
Raymond Ave & Rutland St, 37.7133, -122.407
Raymond Ave & Delta St, 37.7138, -122.409
Raymond Ave & Sawyer St, 37.715, -122.413
Sawyer St & Visitacion Ave, 37.7133, -122.414
Bayshore Blvd & Blanken Ave, 37.7122, -122.402
Raymond Ave & Elliot St, 37.7144, -122.411
Third Street/Gilman/Paul, 37.7222, -122.396
Third Street & Carroll Ave, 37.7255, -122.394
Third Street & Williams Ave, 37.7293, -122.393
Third Street & Evans Ave, 37.7427, -122.388
Third Street & Marin St, 37.749, -122.387
Third Street & 23rd St, 37.7554, -122.388
Third Street & 20th St, 37.7605, -122.389
UCSF Medical Center (Mariposa), 37.7644, -122.389
UCSF / Chase Center (16th St), 37.7685, -122.389
Third Street & Mission Rock St, 37.773, -122.39
UCSF / Chase Center (16th Street), 37.7682, -122.389
4th St & Berry St, 37.7758, -122.394
Third St & Le Conte Ave, 37.7188, -122.397
Third St & Marin St, 37.749, -122.387
Third St & Mariposa St, 37.7644, -122.389
Third St & Mariposa St., 37.7642, -122.389
Presidio Transit Center, 37.8023, -122.456
Third Street/Hudson/Innes, 37.7399, -122.389
Third Street/Kirkwood/La Salle, 37.7377, -122.39
Third Street/Oakdale/Palou, 37.7343, -122.391
Third Street/Revere/Shafter, 37.7323, -122.392
Third Street & Le Conte Ave, 37.7186, -122.398
Bayshore Blvd & Sunnydale Ave, 37.709, -122.405
4th St & King St, 37.7761, -122.394
Bayshore Blvd & Areta Ave, 37.7122, -122.402
Monterey Blvd & San Anselmo Ave, 37.7331, -122.465
Silver Ave & Lisbon St, 37.7286, -122.429
California St & Battery St, 37.7931, -122.4
3rd St & 22nd St, 37.7581, -122.388
Van Ness Ave & North Point St, 37.8048, -122.425
Fulton Street & Shrader Street, 37.7749, -122.453
Geneva Street & Schwerin Street, 37.7063, -122.413
Pennsylvania Avenue & 23rd Street, 37.7552, -122.393
Pennsylvania Avenue & 25th Street, 37.7526, -122.393
25th Avenue & Dakota Street, 37.7523, -122.395
Foerster Street & Monterey Blvd, 37.7317, -122.449
South Van Ness Ave & 24th St, 37.7523, -122.416
Cabrillo St & 7th Ave, 37.7754, -122.465
Folsom St & Cesar Chavez St, 37.7485, -122.414
Mission St & Flournoy, 37.7066, -122.459
Avenue H & 5th St, 37.8232, -122.369
Avenue H & 9th St, 37.8252, -122.37
Avenue H & 13th St, 37.8283, -122.372
Hayes St & Shrader St, 37.7731, -122.453
McAllister St & Jones St, 37.7812, -122.412
Divisadero St & Bay St, 37.8019, -122.443
17th Ave & Quintara St, 37.7486, -122.474
Quintara St & 17th Ave, 37.7488, -122.474
Bernal Heights Blvd & Powhattan St, 37.7415, -122.411
Ulloa St & West Portal Ave Arrive, 37.7409, -122.466
Cesar Chavez St. & Valencia St., 37.7481, -122.42
Daly City BART West Station Rd., 37.7071, -122.469
5th St & Brannan St, 37.7762, -122.399
Zoo Rd & Amory Rd, 37.7304, -122.502
Alemany Blvd & Flosom St, 37.7333, -122.414
McAllister St & Leavenworth St, 37.7809, -122.414
Fillmore St & Haight St, 37.7721, -122.43
Ocean Ave & Otsego Ave, 37.7234, -122.441
Geneva Ave & Mission St, 37.7164, -122.441
8th St & Howard, 37.7761, -122.412
Burnett Ave & Dawnview Way, 37.7481, -122.445
Parnassus Ave &4th Ave, 37.7625, -122.461
513 Parnassus Ave, 37.7633, -122.458
Crescent Ave & Anderson St, 37.7349, -122.416
Fulton St & 43rd Ave, 37.7716, -122.503
Fulton St & Park Presidio, 37.7728, -122.477
Fulton S t& 28th Ave, 37.7725, -122.488
Fulton S t& 30th Ave, 37.7724, -122.49
Fulton St & 40th Ave, 37.7719, -122.5
Folsom St & 20St, 37.7588, -122.415
Folsom St & 20th St, 37.759, -122.415
Pacific Ave & Stockton St, 37.7967, -122.409
Morse St & Lowell St, 37.711, -122.446
Executive Park Blvd & Thomas Mellon Dr, 37.7112, -122.394
Palou Ave & Newhall St, 37.7352, -122.393
Haight St & Gough St, 37.7731, -122.422
Crossover Dr & Lincoln St, 37.7655, -122.477
16th St& Rhode Island St, 37.766, -122.403
16th St & Wisconsin St, 37.7662, -122.4
16th St & Missouri St, 37.7664, -122.397
16th St & 4th St, 37.7668, -122.391
Mission Bay North & 3rd St, 37.7711, -122.39
Mission Bay South & 4th St SE-FS/ BZ, 37.7705, -122.391
16th Street & 4th Street, 37.7669, -122.391
16th Street & Missouri St, 37.7665, -122.397
16th Street & Wisconsin St, 37.7663, -122.4
16th Street & Rhode Island St, 37.7661, -122.403
Newhall St & Hudson, 37.74, -122.388
San Jose Ave & Geneva Ave, 37.7212, -122.446
Presidio Blvd & Letterman Dr, 37.7991, -122.452
Lombard St & Gough St, 37.8009, -122.428
Font Blvd & Tapia Dr, 37.7207, -122.481
Font Blvd & Serrano Dr, 37.7196, -122.48
Font Blvd & Juan Bautisa Cir, 37.7185, -122.479
Brotherhood Way & Chumasero Dr, 37.713, -122.473
Brotherhood Way & Summit Way, 37.7138, -122.475
Brotherhood Way & Grace Community Church, 37.7145, -122.48
Brotherhood Way & Church Access Rd, 37.7141, -122.476
Ocean Ave & I-280 On Ramp, 37.723, -122.447
Chumasero Dr & Galindo Ave, 37.7141, -122.473
Font Blvd & Mary Ward Hall, 37.7225, -122.483
Buckingham Way & Winston Dr, 37.7285, -122.479
Skyline Blvd & Sloat Blvd, 37.7336, -122.496
Arch St & Alemany St, 37.7116, -122.467
Steuart St & Don Chee Way, 37.7938, -122.394
Arguello Blvd & Geary Blvd, 37.7819, -122.459
Mission St & Power St, 37.7462, -122.419
Bemis St & Addison St, 37.7379, -122.429
California St & 6th Ave, 37.785, -122.464
Pennslvania Ave & 20th St, 37.7602, -122.393
Lake Merced & Lakeshore, 37.7294, -122.494
Lincoln Way & 34th Ave, 37.7647, -122.493
Chestnut St & Gough St, 37.8018, -122.428
Donahue St & Innes Ave, 37.7289, -122.37
Broadway & Sansome St, 37.7984, -122.402
Sansome St & Jackson St, 37.7965, -122.402
16th Street & Owen St, 37.7667, -122.393
16th St & Owen St, 37.7667, -122.393
Otis & McCoppin St, 37.7716, -122.42
4th & Brannan Southbound, 37.7783, -122.397
Yerba Buena/Moscone Station Southbound, 37.7822, -122.402
Union Square/Market St Station Southbound, 37.7871, -122.407
Chinatown - Rose Pak Station, 37.7948, -122.408
Union Square/Market St Station Northbound, 37.7872, -122.406
Yerba Buena/Moscone Station Northbound, 37.7824, -122.402
Fourth Street & Brannan Northbound, 37.7784, -122.397
Quintra St & 43rd Ave, 37.7476, -122.502
Bayshore Blvd & Flower St, 37.7424, -122.406
201 Bayshore Blvd E, 37.7446, -122.404
Bayshore Blvd & Oakdale Ave, 37.743, -122.405
San Bruno Ave & Harkness Ave, 37.718, -122.4
San Bruno Ave & Felton St, 37.7299, -122.405
Valencia St & Mission St, 37.7459, -122.42
Potrero Ave & 19th St, 37.7607, -122.407
Potrero Ave & Mariposa St, 37.7633, -122.407
Transit Center Bay B, 37.7901, -122.396
Transit Center Bay C, 37.79, -122.395
Transit Center Bay D, 37.79, -122.395
Transit Center Bay E, 37.7901, -122.395
Transit Center Bay 30, 37.79, -122.396
Pacific Ave & Van Ness Ave, 37.7947, -122.423
Daly City BART Parking Lot E, 37.706, -122.469
8th Ave & Judah Ave, 37.7621, -122.465
Ocean Ave & Muni Right of Way, 37.7319, -122.474
Mission st & Fremont St, 37.7903, -122.397
Transit Center Bay 29, 37.7901, -122.396
Zoo Rd & Skyline Blvd, 37.7286, -122.502
Geary Blvd & Masonic St, 37.7822, -122.447
Townsend St & 5th St, 37.7756, -122.397
Townsend St & 7th St, 37.7711, -122.402
3rd Street & Evans Ave, 37.7425, -122.388
Jones St & O'Farrell St, 37.7857, -122.413
Moscow St & Geneva Ave, 37.7132, -122.434
Moscow St & Russia Ave, 37.718, -122.43
Moscow St & Brazil St, 37.7211, -122.428
Moscow St & Avalon Ave, 37.7243, -122.425
Main St & Folsom St, 37.7896, -122.392
Essex St & Folsom St, 37.7862, -122.396
Spear St & Mission St, 37.7924, -122.394
Spear St & Folsom St, 37.7902, -122.391
Irving St & 8th Ave, 37.764, -122.465
Clipper Cove Way & Treasure Island Rd, 37.8161, -122.371
Folsom St & Beale St, 37.7884, -122.393
Oakdale Ave & Toland St, 37.741, -122.401
5th Street & Natoma Ave, 37.7821, -122.406
Lyon St & Union St, 37.7957, -122.447
Ocean Ave & Geneva Ave, 37.7231, -122.452
Shoreline Access Road, 37.8163, -122.372
Ave M & 4th St, 37.823, -122.366
Ave H & 4th St, 37.8221, -122.368
Mason St & Yacht Rd, 37.805, -122.449
Mason St & Halleck St, 37.8043, -122.454
Sports Basement Parking Lot, 37.803, -122.458
Irving St & 5th Ave, 37.7642, -122.462
Irving St & 6th Ave, 37.7642, -122.463
Clipper St & Douglass St, 37.7487, -122.438
Ulloa St & Wawona St, 37.7414, -122.467
Ulloa St & Claremont St, 37.7408, -122.465
20th St & Missouri St, 37.76, -122.396
20th St & Pennsylvania Ave, 37.7601, -122.394
Leavenworth St & Turk St, 37.7827, -122.414
Jones St & Ellis St, 37.7848, -122.413
Jones St & Turk St, 37.783, -122.412
