to,from,CoordsFromLat,CoordsFromLong,CoordsToLat,CoordsToLong
Sutter St & Gough St,Sutter St & Octavia St,37.78720093,-122.42500305,37.78689957,-122.42700195
Sutter St & Octavia St,Sutter St & Laguna St,37.78689957,-122.42700195,37.78670120,-122.42900085
Sutter St & Laguna St,Sutter St & Buchanan St,37.78670120,-122.42900085,37.78659821,-122.43000031
Sutter St & Buchanan St,Sutter St & Fillmore St,37.78659821,-122.43000031,37.78620148,-122.43299866
Sutter St & Fillmore St,Sutter St & Steiner St,37.78620148,-122.43299866,37.78590012,-122.43499756
Sutter St & Steiner St,Sutter St & Scott St,37.78590012,-122.43499756,37.78549957,-122.43800354
Sutter St & Scott St,Sutter St & Divisadero St,37.78549957,-122.43800354,37.78530121,-122.44000244
Sutter St & Divisadero St,Sutter St & Baker St,37.78530121,-122.44000244,37.78490067,-122.44300079
Sutter St & Baker St,Presidio Ave & Sutter St,37.78490067,-122.44300079,37.78450012,-122.44599915
Presidio Ave & Sutter St,California St & Presidio Ave,37.78450012,-122.44599915,37.78730011,-122.44699860
California St & Presidio Ave,Presidio Ave & California St,37.78730011,-122.44699860,37.78739929,-122.44699860
Cabrillo St & La Playa St,La Playa St & Cabrillo St,37.77360153,-122.51000214,37.77320099,-122.51000214
La Playa St & Cabrillo St,Fulton St & La Playa St,37.77320099,-122.51000214,37.77130127,-122.50900269
Fulton St & La Playa St,Fulton St & 46th Ave,37.77130127,-122.50900269,37.77159882,-122.50700378
Fulton St & 46th Ave,Fulton St & 43rd Ave,37.77159882,-122.50700378,37.77159882,-122.50299835
Fulton St & 43rd Ave,Fulton St & 40th Ave,37.77159882,-122.50299835,37.77190018,-122.50000000
Fulton St & 40th Ave,Fulton St & 37th Ave,37.77190018,-122.50000000,37.77190018,-122.49700165
Fulton St & 37th Ave,Fulton St & 33rd Ave,37.77190018,-122.49700165,37.77220154,-122.49299622
Fulton St & 33rd Ave,Fulton St & 30th Ave,37.77220154,-122.49299622,37.77220154,-122.48899841
Fulton St & 30th Ave,Fulton St & 28th Ave,37.77220154,-122.48899841,37.77239990,-122.48699951
Fulton St & 28th Ave,Fulton St & 25th Ave,37.77239990,-122.48699951,37.77259827,-122.48400116
Fulton St & 25th Ave,Fulton St & 22nd Ave,37.77259827,-122.48400116,37.77280045,-122.48100281
Fulton St & 22nd Ave,Fulton St & 18th Ave,37.77280045,-122.48100281,37.77299881,-122.47699738
Fulton St & 18th Ave,Fulton St & Park Presidio Blvd,37.77299881,-122.47699738,37.77320099,-122.47200012
Fulton St & Park Presidio Blvd,Fulton St & 10th Ave,37.77320099,-122.47200012,37.77330017,-122.46800232
Fulton St & 10th Ave,Fulton St & 8th Ave,37.77330017,-122.46800232,37.77349854,-122.46600342
Fulton St & 8th Ave,Fulton St & 6th Ave,37.77349854,-122.46600342,37.77360153,-122.46399689
Fulton St & 6th Ave,Fulton St & 4th Ave,37.77360153,-122.46399689,37.77399826,-122.46199799
Fulton St & 4th Ave,Fulton St & Arguello Blvd,37.77399826,-122.46199799,37.77439880,-122.45800018
Fulton St & Arguello Blvd,Fulton St & Stanyan St,37.77439880,-122.45800018,37.77479935,-122.45500183
Fulton St & Stanyan St,Fulton St & Shrader St,37.77479935,-122.45500183,37.77489853,-122.45300293
Fulton St & Shrader St,Fulton St & Clayton St,37.77489853,-122.45300293,37.77539825,-122.44999695
Fulton St & Clayton St,Fulton St & Masonic Ave,37.77539825,-122.44999695,37.77579880,-122.44599915
Fulton St & Masonic Ave,McAllister St & Baker St,37.77579880,-122.44599915,37.77740097,-122.44200134
McAllister St & Baker St,McAllister St & Divisadero St,37.77740097,-122.44200134,37.77780151,-122.43800354
McAllister St & Divisadero St,McAllister St & Pierce St,37.77780151,-122.43800354,37.77819824,-122.43499756
McAllister St & Pierce St,McAllister St & Fillmore St,37.77819824,-122.43499756,37.77859879,-122.43199921
McAllister St & Fillmore St,McAllister St & Laguna St,37.77859879,-122.43199921,37.77930069,-122.42700195
McAllister St & Laguna St,McAllister St & Gough St,37.77930069,-122.42700195,37.77970123,-122.42400360
McAllister St & Gough St,Van Ness Ave & McAllister St,37.77970123,-122.42400360,37.77999878,-122.41999817
Van Ness Ave & McAllister St,McAllister St & Hyde St,37.77999878,-122.41999817,37.78070068,-122.41600037
McAllister St & Hyde St,McAllister St & Leavenworth St,37.78070068,-122.41600037,37.78089905,-122.41400146
McAllister St & Leavenworth St,Market St Between 7th & 6th St,37.78089905,-122.41400146,37.78079987,-122.41200256
Market St Between 7th & 6th St,Market St Between 6th & 5th St,37.78079987,-122.41200256,37.78260040,-122.41000366
Market St Between 6th & 5th St,Market St Between 5th & 4th St,37.78260040,-122.41000366,37.78480148,-122.40699768
Market St Between 5th & 4th St,Market St Between 4th & 3rd St,37.78480148,-122.40699768,37.78659821,-122.40499878
Market St Between 4th & 3rd St,Market St & 3rd St,37.78659821,-122.40499878,37.78749847,-122.40399933
Market St & 3rd St,Market St & 1st St,37.78749847,-122.40399933,37.79050064,-122.40000153
Market St & 1st St,Beale St & Mission St,37.79050064,-122.40000153,37.79190063,-122.39700317
Beale St & Mission St,Transit Center Bay B,37.79190063,-122.39700317,37.79010010,-122.39600372
Transit Center Bay B,Fremont St & Market St,37.79010010,-122.39600372,37.79159927,-122.39800262
Fremont St & Market St,Market St & Sansome St,37.79159927,-122.39800262,37.79000092,-122.40000153
Market St & Sansome St,Market St & Montgomery St,37.79000092,-122.40000153,37.78850174,-122.40200043
Market St & Montgomery St,Market St & Grant Ave,37.78850174,-122.40200043,37.78639984,-122.40499878
Market St & Grant Ave,Market St & Powell St,37.78639984,-122.40499878,37.78450012,-122.40799713
Market St & Powell St,Market St & Mason St,37.78450012,-122.40799713,37.78279877,-122.41000366
Market St & Mason St,McAllister St & Jones St,37.78279877,-122.41000366,37.78120041,-122.41200256
McAllister St & Jones St,McAllister St & Hyde St,37.78120041,-122.41200256,37.78070068,-122.41600037
McAllister St & Hyde St,McAllister St & Larkin St,37.78070068,-122.41600037,37.78049850,-122.41699982
McAllister St & Larkin St,Van Ness Ave & McAllister St,37.78049850,-122.41699982,37.77999878,-122.41999817
Van Ness Ave & McAllister St,McAllister St & Gough St,37.77999878,-122.41999817,37.77970123,-122.42400360
McAllister St & Gough St,McAllister St & Laguna St,37.77970123,-122.42400360,37.77930069,-122.42700195
McAllister St & Laguna St,McAllister St & Fillmore St,37.77930069,-122.42700195,37.77859879,-122.43199921
McAllister St & Fillmore St,McAllister St & Pierce St,37.77859879,-122.43199921,37.77819824,-122.43499756
McAllister St & Pierce St,McAllister St & Divisadero St,37.77819824,-122.43499756,37.77780151,-122.43800354
McAllister St & Divisadero St,McAllister St & Baker St,37.77780151,-122.43800354,37.77740097,-122.44200134
McAllister St & Baker St,Fulton St & Masonic Ave,37.77740097,-122.44200134,37.77579880,-122.44599915
Fulton St & Masonic Ave,Fulton St & Clayton St,37.77579880,-122.44599915,37.77539825,-122.44999695
Fulton St & Clayton St,Fulton St & Parker Ave,37.77539825,-122.44999695,37.77500153,-122.45300293
Fulton St & Parker Ave,Fulton St & Stanyan St,37.77500153,-122.45300293,37.77479935,-122.45500183
Fulton St & Stanyan St,Fulton St & Arguello Blvd,37.77479935,-122.45500183,37.77439880,-122.45800018
Fulton St & Arguello Blvd,Fulton St & 4th Ave,37.77439880,-122.45800018,37.77399826,-122.46199799
Fulton St & 4th Ave,6th Ave & Fulton St,37.77399826,-122.46199799,37.77379990,-122.46399689
6th Ave & Fulton St,Cabrillo St & 7th Ave,37.77379990,-122.46399689,37.77539825,-122.46499634
Cabrillo St & 7th Ave,Fulton St & 6th Ave,37.77539825,-122.46499634,37.77360153,-122.46399689
Fulton St & 6th Ave,Fulton St & 8th Ave,37.77360153,-122.46399689,37.77349854,-122.46600342
Fulton St & 8th Ave,Fulton St & 10th Ave,37.77349854,-122.46600342,37.77330017,-122.46800232
Fulton St & 10th Ave,Fulton St & Park Presidio Blvd,37.77330017,-122.46800232,37.77320099,-122.47200012
Fulton St & Park Presidio Blvd,Fulton St & 18th Ave,37.77320099,-122.47200012,37.77299881,-122.47699738
Fulton St & 18th Ave,Fulton St & 22nd Ave,37.77299881,-122.47699738,37.77280045,-122.48100281
Fulton St & 22nd Ave,Fulton St & 25th Ave,37.77280045,-122.48100281,37.77259827,-122.48400116
Fulton St & 25th Ave,Fulton St & 28th Ave,37.77259827,-122.48400116,37.77239990,-122.48699951
Fulton St & 28th Ave,Fulton St & 30th Ave,37.77239990,-122.48699951,37.77220154,-122.48899841
Fulton St & 30th Ave,Fulton St & 33rd Ave,37.77220154,-122.48899841,37.77220154,-122.49299622
Fulton St & 33rd Ave,Fulton St & 36th Ave,37.77220154,-122.49299622,37.77209854,-122.49600220
Fulton St & 36th Ave,Fulton St & 40th Ave,37.77209854,-122.49600220,37.77190018,-122.50000000
Fulton St & 40th Ave,Fulton St & 43rd Ave,37.77190018,-122.50000000,37.77159882,-122.50299835
Fulton St & 43rd Ave,Fulton St & 46th Ave,37.77159882,-122.50299835,37.77159882,-122.50700378
Fulton St & 46th Ave,La Playa St & Fulton St,37.77159882,-122.50700378,37.77170181,-122.51000214
La Playa St & Fulton St,La Playa St & Cabrillo St,37.77170181,-122.51000214,37.77320099,-122.51000214
La Playa St & Cabrillo St,Cabrillo St & La Playa St,37.77320099,-122.51000214,37.77360153,-122.51000214
Fulton St & 6th Ave,Fulton St & Arguello Blvd,37.77360153,-122.46399689,37.77439880,-122.45800018
Fulton St & Arguello Blvd,Fulton St & Shrader St,37.77439880,-122.45800018,37.77489853,-122.45300293
Fulton St & Shrader St,Fulton St & Masonic Ave,37.77489853,-122.45300293,37.77579880,-122.44599915
Fulton St & Masonic Ave,McAllister St & Divisadero St,37.77579880,-122.44599915,37.77780151,-122.43800354
McAllister St & Divisadero St,McAllister St & Fillmore St,37.77780151,-122.43800354,37.77859879,-122.43199921
McAllister St & Fillmore St,Van Ness Ave & McAllister St,37.77859879,-122.43199921,37.77999878,-122.41999817
Van Ness Ave & McAllister St,McAllister St & Leavenworth St,37.77999878,-122.41999817,37.78089905,-122.41400146
McAllister St & Jones St,Van Ness Ave & McAllister St,37.78120041,-122.41200256,37.77999878,-122.41999817
Van Ness Ave & McAllister St,McAllister St & Fillmore St,37.77999878,-122.41999817,37.77859879,-122.43199921
McAllister St & Fillmore St,McAllister St & Divisadero St,37.77859879,-122.43199921,37.77780151,-122.43800354
McAllister St & Divisadero St,Fulton St & Masonic Ave,37.77780151,-122.43800354,37.77579880,-122.44599915
Fulton St & Masonic Ave,Fulton St & Parker Ave,37.77579880,-122.44599915,37.77500153,-122.45300293
Fulton St & Parker Ave,Fulton St & Arguello Blvd,37.77500153,-122.45300293,37.77439880,-122.45800018
Fulton St & Arguello Blvd,Fulton St & 6th Ave,37.77439880,-122.45800018,37.77360153,-122.46399689
14th Ave & Quintara St,Quintara St & Funston Ave,37.74890137,-122.47100067,37.74900055,-122.46900177
Quintara St & Funston Ave,Quintara St & 12th Ave,37.74900055,-122.46900177,37.74900055,-122.46800232
Quintara St & 12th Ave,Quintara St & Cragmont Ave,37.74900055,-122.46800232,37.74909973,-122.46800232
Quintara St & Cragmont Ave,10th Ave & Quintara St,37.74909973,-122.46800232,37.74929810,-122.46600342
10th Ave & Quintara St,10th Ave & Pacheco St,37.74929810,-122.46600342,37.75090027,-122.46600342
10th Ave & Pacheco St,10th Ave & Ortega St,37.75090027,-122.46600342,37.75270081,-122.46600342
10th Ave & Ortega St,Ortega St & 9th Ave,37.75270081,-122.46600342,37.75279999,-122.46600342
Ortega St & 9th Ave,9th Ave & Noriega St,37.75279999,-122.46600342,37.75479889,-122.46600342
9th Ave & Noriega St,9th Ave & Moraga St,37.75479889,-122.46600342,37.75669861,-122.46600342
9th Ave & Moraga St,9th Ave & Lawton St,37.75669861,-122.46600342,37.75849915,-122.46600342
9th Ave & Lawton St,9th Ave & Kirkham St,37.75849915,-122.46600342,37.76039886,-122.46600342
9th Ave & Kirkham St,9th Ave & Judah St,37.76039886,-122.46600342,37.76210022,-122.46600342
9th Ave & Judah St,Judah St & 7th Ave,37.76210022,-122.46600342,37.76229858,-122.46399689
Judah St & 7th Ave,Judah St & 5th Ave,37.76229858,-122.46399689,37.76229858,-122.46199799
Judah St & 5th Ave,Parnassus Ave & 4th Ave,37.76229858,-122.46199799,37.76269913,-122.46099854
Parnassus Ave & 4th Ave,513 Parnassus Ave,37.76269913,-122.46099854,37.76330185,-122.45800018
513 Parnassus Ave,Parnassus Ave & Willard St,37.76330185,-122.45800018,37.76440048,-122.45500183
Parnassus Ave & Willard St,Parnassus Ave & Stanyan St,37.76440048,-122.45500183,37.76449966,-122.45300293
Parnassus Ave & Stanyan St,Parnassus Ave & Shrader St,37.76449966,-122.45300293,37.76480103,-122.45099640
Parnassus Ave & Shrader St,Parnassus Ave & Cole St,37.76480103,-122.45099640,37.76490021,-122.44999695
Parnassus Ave & Cole St,Clayton St & Parnassus Ave,37.76490021,-122.44999695,37.76539993,-122.44799805
Clayton St & Parnassus Ave,Clayton St & Carl St,37.76539993,-122.44799805,37.76630020,-122.44799805
Clayton St & Carl St,Clayton St & Frederick St,37.76630020,-122.44799805,37.76689911,-122.44799805
Frederick St & Masonic St,Haight St & Masonic Ave,37.76729965,-122.44499969,37.77019882,-122.44499969
Haight St & Pierce St,Haight St & Fillmore St,37.77170181,-122.43399811,37.77209854,-122.43099976
Haight St & Fillmore St,Haight St & Buchanan St,37.77209854,-122.43099976,37.77259827,-122.42700195
Haight St & Buchanan St,Haight St & Gough St,37.77259827,-122.42700195,37.77310181,-122.42199707
Haight St & Gough St,Market St & South Van Ness Ave,37.77310181,-122.42199707,37.77510071,-122.41899872
Spear St & Market St,Steuart St & Don Chee Way,37.79339981,-122.39499664,37.79380035,-122.39399719
Market St & Van Ness Ave,Haight St & Gough St,37.77519989,-122.41899872,37.77310181,-122.42199707
Haight St & Gough St,Haight St & Laguna St,37.77310181,-122.42199707,37.77280045,-122.42600250
Haight St & Laguna St,Haight St & Buchanan St,37.77280045,-122.42600250,37.77259827,-122.42700195
Haight St & Buchanan St,Haight St & Fillmore St,37.77259827,-122.42700195,37.77209854,-122.43099976
Haight St & Baker St,Masonic Ave & Haight St,37.77090073,-122.44100189,37.77019882,-122.44499969
Masonic Ave & Haight St,Masonic Ave & Frederick St,37.77019882,-122.44499969,37.76750183,-122.44499969
Frederick St & Clayton St,Clayton St & Carl St,37.76710129,-122.44799805,37.76630020,-122.44799805
Clayton St & Carl St,Clayton St & Parnassus Ave,37.76630020,-122.44799805,37.76539993,-122.44799805
Clayton St & Parnassus Ave,Parnassus Ave & Cole St,37.76539993,-122.44799805,37.76490021,-122.44999695
Parnassus Ave & Cole St,Parnassus Ave & Shrader St,37.76490021,-122.44999695,37.76480103,-122.45099640
Parnassus Ave & Shrader St,Parnassus Ave & Stanyan St,37.76480103,-122.45099640,37.76449966,-122.45300293
Parnassus Ave & Stanyan St,Parnassus Ave & Willard St,37.76449966,-122.45300293,37.76440048,-122.45500183
Parnassus Ave & Willard St,Parnassus Ave & Hillway Ave,37.76440048,-122.45500183,37.76380157,-122.45700073
Parnassus Ave & Hillway Ave,500 Parnassus Ave,37.76380157,-122.45700073,37.76330185,-122.45899963
500 Parnassus Ave,Parnassus Ave & 4th Ave,37.76330185,-122.45899963,37.76269913,-122.46099854
Parnassus Ave & 4th Ave,Judah St & 6th Ave,37.76269913,-122.46099854,37.76240158,-122.46299744
Judah St & 6th Ave,Judah St & 7th Ave,37.76240158,-122.46299744,37.76229858,-122.46399689
Judah St & 7th Ave,9th Ave & Judah St,37.76229858,-122.46399689,37.76210022,-122.46600342
9th Ave & Judah St,9th Ave & Kirkham St,37.76210022,-122.46600342,37.76039886,-122.46600342
9th Ave & Kirkham St,9th Ave & Lawton St,37.76039886,-122.46600342,37.75849915,-122.46600342
9th Ave & Lawton St,9th Ave & Moraga St,37.75849915,-122.46600342,37.75669861,-122.46600342
9th Ave & Moraga St,9th Ave & Noriega St,37.75669861,-122.46600342,37.75479889,-122.46600342
9th Ave & Noriega St,9th Ave & Ortega St,37.75479889,-122.46600342,37.75289917,-122.46600342
9th Ave & Ortega St,Ortega St & 10th Ave,37.75289917,-122.46600342,37.75289917,-122.46600342
Ortega St & 10th Ave,10th Ave & Pacheco St,37.75289917,-122.46600342,37.75090027,-122.46600342
10th Ave & Pacheco St,10th Ave & Quintara St,37.75090027,-122.46600342,37.74929810,-122.46600342
10th Ave & Quintara St,Quintara St & Cragmont Ave,37.74929810,-122.46600342,37.74909973,-122.46800232
Quintara St & Cragmont Ave,Quintara St & 12th Ave,37.74909973,-122.46800232,37.74900055,-122.46800232
Quintara St & 12th Ave,Quintara St & Funston Ave,37.74900055,-122.46800232,37.74900055,-122.46900177
Quintara St & Funston Ave,14th Ave & Quintara St,37.74900055,-122.46900177,37.74890137,-122.47100067
Ortega St & 48th Ave,Noriega St & 46th Ave,37.75099945,-122.50700378,37.75299835,-122.50599670
Noriega St & 46th Ave,Noriega St & 45th Ave,37.75299835,-122.50599670,37.75289917,-122.50399780
Noriega St & 45th Ave,Noriega St & 43rd Ave,37.75289917,-122.50399780,37.75299835,-122.50199890
Noriega St & 43rd Ave,Noriega St & 41st Ave,37.75299835,-122.50199890,37.75310135,-122.50000000
Noriega St & 41st Ave,Noriega St & 39th Ave,37.75310135,-122.50000000,37.75320053,-122.49800110
Noriega St & 39th Ave,Noriega St & Sunset Blvd,37.75320053,-122.49800110,37.75350189,-122.49500275
Noriega St & Sunset Blvd,Noriega St & 34th Ave,37.75350189,-122.49500275,37.75360107,-122.49199677
Noriega St & 34th Ave,Noriega St & 31st Ave,37.75360107,-122.49199677,37.75360107,-122.48899841
Noriega St & 31st Ave,Noriega St & 29th Ave,37.75360107,-122.48899841,37.75370026,-122.48699951
Noriega St & 29th Ave,Noriega St & 27th Ave,37.75370026,-122.48699951,37.75379944,-122.48500061
Noriega St & 27th Ave,Noriega St & 25th Ave,37.75379944,-122.48500061,37.75389862,-122.48300171
Noriega St & 25th Ave,22nd Ave & Noriega St,37.75389862,-122.48300171,37.75429916,-122.48000336
22nd Ave & Noriega St,22nd Ave & Moraga St,37.75429916,-122.48000336,37.75590134,-122.48000336
22nd Ave & Moraga St,22nd Ave & Lawton St,37.75590134,-122.48000336,37.75780106,-122.48000336
22nd Ave & Lawton St,22nd Ave & Kirkham St,37.75780106,-122.48000336,37.75960159,-122.48000336
22nd Ave & Kirkham St,22nd Ave & Judah St,37.75960159,-122.48000336,37.76150131,-122.48000336
22nd Ave & Judah St,22nd Ave & Irving St,37.76150131,-122.48000336,37.76369858,-122.48000336
22nd Ave & Irving St,22nd Ave & Lincoln Way,37.76369858,-122.48000336,37.76520157,-122.48000336
22nd Ave & Lincoln Way,Lincoln Way & 21st Ave,37.76520157,-122.48000336,37.76539993,-122.48000336
Lincoln Way & 21st Ave,Lincoln Way & 19th Ave,37.76539993,-122.48000336,37.76549911,-122.47799683
Lincoln Way & 19th Ave,Lincoln Way & 17th Ave,37.76549911,-122.47799683,37.76559830,-122.47499847
Lincoln Way & 17th Ave,Lincoln Way & 15th Ave,37.76559830,-122.47499847,37.76570129,-122.47299957
Lincoln Way & 15th Ave,Lincoln Way & Funston Ave,37.76570129,-122.47299957,37.76580048,-122.47100067
Lincoln Way & Funston Ave,Lincoln Way & 9th Ave,37.76580048,-122.47100067,37.76599884,-122.46700287
Lincoln Way & 9th Ave,Lincoln Way & 5th Ave,37.76599884,-122.46700287,37.76620102,-122.46199799
Lincoln Way & 5th Ave,Lincoln Way & 3rd Ave,37.76620102,-122.46199799,37.76610184,-122.45999908
Lincoln Way & 3rd Ave,Lincoln Way & Arguello Blvd,37.76610184,-122.45999908,37.76599884,-122.45800018
Lincoln Way & Arguello Blvd,Frederick St & Willard St,37.76599884,-122.45800018,37.76620102,-122.45500183
Frederick St & Willard St,Stanyan St & Frederick St,37.76620102,-122.45500183,37.76639938,-122.45300293
Stanyan St & Frederick St,Haight St & Stanyan St,37.76639938,-122.45300293,37.76929855,-122.45300293
Haight St & Stanyan St,Haight St & Clayton St,37.76929855,-122.45300293,37.76979828,-122.44899750
Market St & 7th St,Market St Between 7th & 6th St,37.77980042,-122.41300201,37.78079987,-122.41200256
Beale St & Mission St,Transit Center Bay E,37.79190063,-122.39700317,37.79010010,-122.39499664
Transit Center Bay E,Fremont St & Market St,37.79010010,-122.39499664,37.79159927,-122.39800262
Fremont St & Market St,Market St & Battery St,37.79159927,-122.39800262,37.79109955,-122.39900208
Haight St & Clayton St,Haight St & Stanyan St,37.76979828,-122.44899750,37.76929855,-122.45300293
Haight St & Stanyan St,Stanyan St & Waller St,37.76929855,-122.45300293,37.76829910,-122.45300293
Stanyan St & Waller St,Frederick St & Stanyan St,37.76829910,-122.45300293,37.76639938,-122.45300293
Frederick St & Stanyan St,Frederick St & Willard St,37.76639938,-122.45300293,37.76620102,-122.45500183
Frederick St & Willard St,Frederick St & Arguello Blvd,37.76620102,-122.45500183,37.76610184,-122.45800018
Frederick St & Arguello Blvd,Lincoln Way & 5th Ave,37.76610184,-122.45800018,37.76620102,-122.46199799
Lincoln Way & 5th Ave,Lincoln Way & 9th Ave,37.76620102,-122.46199799,37.76599884,-122.46700287
Lincoln Way & 9th Ave,Lincoln Way & Funston Ave,37.76599884,-122.46700287,37.76580048,-122.47100067
Lincoln Way & Funston Ave,Lincoln Way & 15th Ave,37.76580048,-122.47100067,37.76570129,-122.47299957
Lincoln Way & 15th Ave,Lincoln Way & 17th Ave,37.76570129,-122.47299957,37.76559830,-122.47499847
Lincoln Way & 17th Ave,Lincoln Way & 19th Ave,37.76559830,-122.47499847,37.76549911,-122.47799683
Lincoln Way & 19th Ave,Lincoln Way & 21st Ave,37.76549911,-122.47799683,37.76539993,-122.48000336
Lincoln Way & 21st Ave,23rd Ave & Lincoln Way,37.76539993,-122.48000336,37.76499939,-122.48200226
23rd Ave & Lincoln Way,23rd Ave & Irving St,37.76499939,-122.48200226,37.76309967,-122.48100281
23rd Ave & Irving St,23rd Ave & Judah St,37.76309967,-122.48100281,37.76160049,-122.48100281
23rd Ave & Judah St,23rd Ave & Kirkham St,37.76160049,-122.48100281,37.75970078,-122.48100281
23rd Ave & Kirkham St,23rd Ave & Lawton St,37.75970078,-122.48100281,37.75790024,-122.48100281
23rd Ave & Lawton St,23rd Ave & Moraga St,37.75790024,-122.48100281,37.75600052,-122.48100281
23rd Ave & Moraga St,23rd Ave & Noriega St,37.75600052,-122.48100281,37.75410080,-122.48100281
23rd Ave & Noriega St,Noriega St & 25th Ave,37.75410080,-122.48100281,37.75389862,-122.48300171
Noriega St & 25th Ave,Noriega St & 28th Ave,37.75389862,-122.48300171,37.75389862,-122.48600006
Noriega St & 28th Ave,Noriega St & 31st Ave,37.75389862,-122.48600006,37.75360107,-122.48899841
Noriega St & 31st Ave,Noriega St & 34th Ave,37.75360107,-122.48899841,37.75360107,-122.49199677
Noriega St & 34th Ave,Noriega St & Sunset Blvd,37.75360107,-122.49199677,37.75350189,-122.49500275
Noriega St & Sunset Blvd,Noriega St & 38th Ave,37.75350189,-122.49500275,37.75339890,-122.49700165
Noriega St & 38th Ave,Noriega St & 40th Ave,37.75339890,-122.49700165,37.75329971,-122.49900055
Noriega St & 40th Ave,Noriega St & 42nd Ave,37.75329971,-122.49900055,37.75320053,-122.50099945
Noriega St & 42nd Ave,Noriega St & 44th Ave,37.75320053,-122.50099945,37.75320053,-122.50299835
Noriega St & 44th Ave,Noriega St & 46th Ave,37.75320053,-122.50299835,37.75299835,-122.50599670
Noriega St & 46th Ave,Noriega St & 48th Ave,37.75299835,-122.50599670,37.75289917,-122.50800323
Noriega St & 48th Ave,Ortega St & 48th Ave,37.75289917,-122.50800323,37.75099945,-122.50700378
City College Terminal,Geneva Ave & Howth St,37.72370148,-122.45300293,37.72209930,-122.44999695
Geneva Ave & Howth St,Geneva Ave/Balboa Park BART,37.72209930,-122.44999695,37.72079849,-122.44699860
Geneva Ave/Balboa Park BART,Geneva Ave & Cayuga Ave,37.72079849,-122.44699860,37.71889877,-122.44400024
Geneva Ave & Cayuga Ave,Geneva Ave & Mission St,37.71889877,-122.44400024,37.71640015,-122.44100189
Geneva Ave & Mission St,Geneva Ave & Madrid St,37.71640015,-122.44100189,37.71480179,-122.43800354
Geneva Ave & Madrid St,Geneva Ave & Naples St,37.71480179,-122.43800354,37.71440125,-122.43599701
Geneva Ave & Naples St,Geneva Ave & Munich St,37.71440125,-122.43599701,37.71289825,-122.43299866
Geneva Ave & Munich St,1650 Geneva Ave,37.71289825,-122.43299866,37.71189880,-122.42800140
1650 Geneva Ave,Geneva Ave & Stoneridge Ln,37.71189880,-122.42800140,37.71110153,-122.42600250
Geneva Ave & Stoneridge Ln,Geneva Ave & Carter St,37.71110153,-122.42600250,37.70930099,-122.42299652
Geneva Ave & Carter St,Santos St & Geneva Ave,37.70930099,-122.42299652,37.70849991,-122.41999817
Santos St & Geneva Ave,Santos St & Velasco Ave,37.70849991,-122.41999817,37.70980072,-122.41899872
Santos St & Velasco Ave,Santos St & Sunrise Way,37.70980072,-122.41899872,37.71060181,-122.41899872
Santos St & Sunrise Way,Hahn St & Sunnydale Ave,37.71060181,-122.41899872,37.71200180,-122.41600037
Hahn St & Sunnydale Ave,Visitacion Ave & Sawyer St,37.71200180,-122.41600037,37.71329880,-122.41400146
Visitacion Ave & Sawyer St,Visitacion Ave & Britton St,37.71329880,-122.41400146,37.71279907,-122.41200256
Visitacion Ave & Britton St,Visitacion Ave & Schwerin St,37.71279907,-122.41200256,37.71220016,-122.41100311
Visitacion Ave & Schwerin St,Visitacion Ave & Cora St,37.71220016,-122.41100311,37.71170044,-122.40899658
Visitacion Ave & Cora St,Visitacion Ave & Rutland St,37.71170044,-122.40899658,37.71149826,-122.40799713
Visitacion Ave & Rutland St,Bayshore Blvd & Visitacion Ave,37.71149826,-122.40799713,37.71060181,-122.40399933
Bayshore Blvd & Visitacion Ave,San Bruno Ave & Arleta Ave,37.71060181,-122.40399933,37.71250153,-122.40200043
San Bruno Ave & Arleta Ave,San Bruno Ave & Somerset St,37.71250153,-122.40200043,37.71379852,-122.40200043
San Bruno Ave & Somerset St,3801 San Bruno Ave,37.71379852,-122.40200043,37.71480179,-122.40000153
3801 San Bruno Ave,San Bruno Ave & Harkness Ave,37.71480179,-122.40000153,37.71799850,-122.40000153
San Bruno Ave & Harkness Ave,San Bruno Ave & Mansell St,37.71799850,-122.40000153,37.72109985,-122.40100098
San Bruno Ave & Mansell St,San Bruno Ave & Paul Ave,37.72109985,-122.40100098,37.72420120,-122.40200043
San Bruno Ave & Paul Ave,San Bruno Ave & Wayland St,37.72420120,-122.40200043,37.72639847,-122.40299988
San Bruno Ave & Wayland St,San Bruno Ave & Bacon St,37.72639847,-122.40299988,37.72800064,-122.40399933
San Bruno Ave & Bacon St,San Bruno Ave & Thornton Ave,37.72800064,-122.40399933,37.73030090,-122.40499878
San Bruno Ave & Thornton Ave,San Bruno Ave & Silver Ave,37.73030090,-122.40499878,37.73199844,-122.40499878
San Bruno Ave & Silver Ave,Bryant St & 6th St,37.73199844,-122.40499878,37.77619934,-122.40200043
Bryant St & 6th St,Bryant St & 5th St,37.77619934,-122.40200043,37.77799988,-122.40000153
Bryant St & 5th St,Bryant St & 4th St,37.77799988,-122.40000153,37.77949905,-122.39800262
Bryant St & 4th St,3rd St & Bryant St,37.77949905,-122.39800262,37.78170013,-122.39600372
3rd St & Bryant St,3rd St & Folsom St,37.78170013,-122.39600372,37.78419876,-122.39900208
3rd St & Folsom St,3rd St & Stevenson St,37.78419876,-122.39900208,37.78639984,-122.40200043
3rd St & Stevenson St,Kearny St & Geary St,37.78639984,-122.40200043,37.78810120,-122.40299988
