to,from,CoordsFromLat,CoordsFromLong,CoordsToLat,CoordsToLong
Quintara St & 39th Ave,Quintara St & 41st Ave,37.74760056,-122.49800110,37.74769974,-122.50000000
Quintara St & 39th Ave,Sunset Blvd & Quintara St,37.74760056,-122.49800110,37.74810028,-122.49500275
Quintara St & 41st Ave,39th Ave & Quintara St,37.74769974,-122.50000000,37.74760056,-122.49700165
Quintara St & 41st Ave,39th Ave & Rivera St,37.74769974,-122.50000000,37.74599838,-122.49700165
Quintara St & 41st Ave,Quintara St & 44th Ave,37.74769974,-122.50000000,37.74739838,-122.50299835
Quintara St & 44th Ave,Quintarta St & 43rd Ave,37.74739838,-122.50299835,37.74760056,-122.50199890
Quintara St & 44th Ave,Quintara St & 46th Ave,37.74739838,-122.50299835,37.74739838,-122.50499725
Quintara St & 44th Ave,46th Ave & Quintara St,37.74739838,-122.50299835,37.74750137,-122.50499725
Quintara St & 46th Ave,46th Ave & Quintara St,37.74739838,-122.50499725,37.74750137,-122.50499725
Quintara St & 46th Ave,Quintara St & 44th Ave,37.74739838,-122.50499725,37.74739838,-122.50299835
Quintara St & 46th Ave,46th Ave & Rivera St,37.74739838,-122.50499725,37.74560165,-122.50499725
Quintara St & 48th Ave,46th Ave & Quintara St,37.74729919,-122.50700378,37.74750137,-122.50499725
Quintara St & 48th Ave,Quintara St & 46th Ave,37.74729919,-122.50700378,37.74739838,-122.50499725
Quintara St & 48th Ave,Rivera St & 48th Ave,37.74729919,-122.50700378,37.74530029,-122.50700378
Quintara St & Cragmont Ave,Quintara St & Funston Ave,37.74909973,-122.46800232,37.74900055,-122.46900177
Quintara St & Cragmont Ave,10th Ave & Pacheco St,37.74909973,-122.46800232,37.75090027,-122.46600342
Quintara St & Cragmont Ave,14th Ave & Quintara St,37.74909973,-122.46800232,37.74890137,-122.47100067
Quintara St & Funston Ave,Quintara St & Cragmont Ave,37.74900055,-122.46900177,37.74909973,-122.46800232
Quintara St & Funston Ave,15th Ave & Quintara St,37.74900055,-122.46900177,37.74890137,-122.47200012
Quintara St & Funston Ave,10th Ave & Quintara St,37.74900055,-122.46900177,37.74929810,-122.46600342
Randolph St & Arch St,Arch St & Alemany Blvd,37.71429825,-122.46700287,37.71170044,-122.46700287
Randolph St & Arch St,Alemany Blvd & Arch St,37.71429825,-122.46700287,37.71160126,-122.46700287
Randolph St & Arch St,Arch St & Alemany St,37.71429825,-122.46700287,37.71160126,-122.46700287
Randolph St & Bright St,Broad St & Orizaba Ave,37.71429825,-122.46299744,37.71319962,-122.46199799
Randolph St & Bright St,Alemany Blvd & Victoria St,37.71429825,-122.46299744,37.71179962,-122.46499634
Randolph St & Bright St,274 Sagamore St,37.71429825,-122.46299744,37.71139908,-122.46199799
Randall St & Whitney St,Chenery St & Randall St,37.73970032,-122.42800140,37.73989868,-122.42600250
Randall St & Whitney St,Chenery St & Fairmount St,37.73970032,-122.42800140,37.73889923,-122.42600250
Randall St & Whitney St,Bemis St & Addison St,37.73970032,-122.42800140,37.73789978,-122.42900085
Richardson Ave & Francisco St,Lombard St & Lyon St,37.80039978,-122.44699860,37.79850006,-122.44699860
Richardson Ave & Francisco St,Broderick St & Francisco St,37.80039978,-122.44699860,37.80059814,-122.44499969
Richardson Ave & Francisco St,Broderick St & Bay St,37.80039978,-122.44699860,37.80149841,-122.44499969
Reddy St & Thornton Ave,Topeka Ave & Thornton Ave,37.73099899,-122.39499664,37.73120117,-122.39499664
Reddy St & Thornton Ave,Reddy St & Williams Ave,37.73099899,-122.39499664,37.72980118,-122.39499664
Reddy St & Thornton Ave,Topeka Ave & Venus St,37.73099899,-122.39499664,37.73199844,-122.39600372
Reddy St & Williams Ave,Williams Ave & Reddy St,37.72980118,-122.39499664,37.72969818,-122.39499664
Reddy St & Williams Ave,Reddy St & Thornton Ave,37.72980118,-122.39499664,37.73099899,-122.39499664
Reddy St & Williams Ave,Topeka Ave & Thornton Ave,37.72980118,-122.39499664,37.73120117,-122.39499664
176 Rhode Island St,Rhode Island St & 22nd St,37.75619888,-122.40200043,37.75690079,-122.40200043
176 Rhode Island St,De Haro St & 22nd St,37.75619888,-122.40200043,37.75740051,-122.40100098
176 Rhode Island St,De Haro St & 23rd St,37.75619888,-122.40200043,37.75490189,-122.40100098
Rhode Island St & 15th St,16th St & Rhode Island St,37.76750183,-122.40299988,37.76610184,-122.40299988
Rhode Island St & 15th St,16th St& Rhode Island St,37.76750183,-122.40299988,37.76599884,-122.40299988
Rhode Island St & 15th St,De Haro St & 16th St,37.76750183,-122.40299988,37.76610184,-122.40200043
Rhode Island St & 16th St,16th St & Rhode Island St,37.76639938,-122.40299988,37.76610184,-122.40299988
Rhode Island St & 16th St,16th St& Rhode Island St,37.76639938,-122.40299988,37.76599884,-122.40299988
Rhode Island St & 16th St,De Haro St & 16th St,37.76639938,-122.40299988,37.76610184,-122.40200043
Rhode Island St & 17th St,De Haro St & 17th St,37.76490021,-122.40299988,37.76480103,-122.40200043
Rhode Island St & 17th St,De Haro St & 16th St,37.76490021,-122.40299988,37.76610184,-122.40200043
Rhode Island St & 17th St,Rhode Island St & 16th St,37.76490021,-122.40299988,37.76639938,-122.40299988
Rhode Island St & 18th St,De Haro St & 18th St,37.76200104,-122.40200043,37.76219940,-122.40100098
Rhode Island St & 18th St,Rhode Island St & Mariposa St,37.76200104,-122.40200043,37.76330185,-122.40299988
Rhode Island St & 18th St,De Haro St & 19th St,37.76200104,-122.40200043,37.76089859,-122.40100098
Rhode Island St & 19th St,De Haro St & 19th St,37.76089859,-122.40200043,37.76089859,-122.40100098
Rhode Island St & 19th St,Rhode Island St & 18th St,37.76089859,-122.40200043,37.76200104,-122.40200043
Rhode Island St & 19th St,De Haro St & 18th St,37.76089859,-122.40200043,37.76219940,-122.40100098
Rhode Island St & 20th St,De Haro St & 20th St,37.75939941,-122.40200043,37.75970078,-122.40100098
Rhode Island St & 20th St,Rhode Island St & 19th St,37.75939941,-122.40200043,37.76089859,-122.40200043
Rhode Island St & 20th St,De Haro St & 19th St,37.75939941,-122.40200043,37.76089859,-122.40100098
Rhode Island St & 22nd St,De Haro St & 22nd St,37.75690079,-122.40200043,37.75740051,-122.40100098
Rhode Island St & 22nd St,De Haro St & Southern Heights Ave,37.75690079,-122.40200043,37.75799942,-122.40100098
Rhode Island St & 22nd St,Rhode Island St & Southern Heights Ave,37.75690079,-122.40200043,37.75849915,-122.40200043
Rhode Island St & 23rd St,Kansas St & 23rd St,37.75429916,-122.40200043,37.75439835,-122.40200043
Rhode Island St & 23rd St,23rd St & Kansas St,37.75429916,-122.40200043,37.75439835,-122.40299988
Rhode Island St & 23rd St,De Haro St & 23rd St,37.75429916,-122.40200043,37.75490189,-122.40100098
Rhode Island St & 24th St,Rhode Island St & 23rd St,37.75350189,-122.40200043,37.75429916,-122.40200043
Rhode Island St & 24th St,Kansas St & 23rd St,37.75350189,-122.40200043,37.75439835,-122.40200043
Rhode Island St & 24th St,Kansas St & 25th St,37.75350189,-122.40200043,37.75189972,-122.40200043
Rhode Island St & 25th St,Kansas St & 25th St,37.75210190,-122.40100098,37.75189972,-122.40200043
Rhode Island St & 25th St,Kansas St & 26th St,37.75210190,-122.40100098,37.75080109,-122.40200043
Rhode Island St & 25th St,Rhode Island St & 24th St,37.75210190,-122.40100098,37.75350189,-122.40200043
Rhode Island St & 26th St,Kansas St & 26th St,37.75070190,-122.40100098,37.75080109,-122.40200043
Rhode Island St & 26th St,Kansas St & 25th St,37.75070190,-122.40100098,37.75189972,-122.40200043
Rhode Island St & 26th St,Rhode Island St & 25th St,37.75070190,-122.40100098,37.75210190,-122.40100098
Rhode Island St & Alameda St,Division St & Rhode Island St,37.76879883,-122.40299988,37.76979828,-122.40299988
Rhode Island St & Alameda St,Rhode Island St & 16th St,37.76879883,-122.40299988,37.76639938,-122.40299988
Rhode Island St & Alameda St,Townsend St & 7th St,37.76879883,-122.40299988,37.77109909,-122.40200043
Rhode Island St & Mariposa St,De Haro St & 18th St,37.76330185,-122.40299988,37.76219940,-122.40100098
Rhode Island St & Mariposa St,Rhode Island St & 17th St,37.76330185,-122.40299988,37.76490021,-122.40299988
Rhode Island St & Mariposa St,De Haro St & 17th St,37.76330185,-122.40299988,37.76480103,-122.40200043
Rhode Island St & Southern Heights Ave,Rhode Island St & 20th St,37.75849915,-122.40200043,37.75939941,-122.40200043
Rhode Island St & Southern Heights Ave,De Haro St & 20th St,37.75849915,-122.40200043,37.75970078,-122.40100098
Rhode Island St & Southern Heights Ave,De Haro St & 22nd St,37.75849915,-122.40200043,37.75740051,-122.40100098
Ripley St & Alabama St,Bradford St & Esmeralda Ave,37.74440002,-122.41000366,37.74290085,-122.40899658
Ripley St & Alabama St,Folsom St & Stoneman St,37.74440002,-122.41000366,37.74530029,-122.41300201
Ripley St & Alabama St,Bernal Heights Blvd & Bradford St,37.74440002,-122.41000366,37.74179840,-122.41000366
Ripley St & Folsom St,Folsom St & Bessie St,37.74420166,-122.41300201,37.74689865,-122.41400146
Ripley St & Folsom St,Folsom St & Precita Ave,37.74420166,-122.41300201,37.74710083,-122.41300201
Ripley St & Folsom St,Bernal Heights Blvd & Powhattan St,37.74420166,-122.41300201,37.74150085,-122.41100311
Rousseau St & Cayuga Ave,Mission St & Trumbull St,37.73139954,-122.43000031,37.73070145,-122.42900085
Rousseau St & Cayuga Ave,4080 Mission St,37.73139954,-122.43000031,37.73220062,-122.42800140
Rousseau St & Cayuga Ave,Lyell St & Alemany Blvd,37.73139954,-122.43000031,37.73059845,-122.43099976
Right Of Way/18th St,18th St & Church St,37.76119995,-122.42800140,37.76139832,-122.42800140
Right Of Way/18th St,Church St & 18th St,37.76119995,-122.42800140,37.76150131,-122.42800140
Right Of Way/18th St,18th St & Dolores St,37.76119995,-122.42800140,37.76150131,-122.42600250
Right Of Way/20th St,Right Of Way/21st St,37.75830078,-122.42800140,37.75659943,-122.42700195
Right Of Way/20th St,18th St & Church St,37.75830078,-122.42800140,37.76139832,-122.42800140
Right Of Way/20th St,Church St & 18th St,37.75830078,-122.42800140,37.76150131,-122.42800140
Right Of Way/21st St,Right Of Way/20th St,37.75659943,-122.42700195,37.75830078,-122.42800140
Right Of Way/21st St,Right Of Way/18th St,37.75659943,-122.42700195,37.76119995,-122.42800140
Right Of Way/21st St,18th St & Church St,37.75659943,-122.42700195,37.76139832,-122.42800140
Church St & 22nd St,24th St & Church St,37.75460052,-122.42800140,37.75180054,-122.42700195
Church St & 22nd St,Right Of Way/Liberty St,37.75460052,-122.42800140,37.75749969,-122.42700195
Church St & 22nd St,24th St & Sanchez St,37.75460052,-122.42800140,37.75159836,-122.43000031
Right Of Way/Eucalyptus Dr,Eucalyptus Dr & 19th Ave,37.73120117,-122.47399902,37.73120117,-122.47499847
Right Of Way/Eucalyptus Dr,19th Ave & Eucalyptus Dr,37.73120117,-122.47399902,37.73080063,-122.47499847
Right Of Way/Eucalyptus Dr,20th Ave & Buckingham Way,37.73120117,-122.47399902,37.73040009,-122.47599792
Right Of Way/Liberty St,Church St & 22nd St,37.75749969,-122.42700195,37.75460052,-122.42800140
Right Of Way/Liberty St,Right Of Way/18th St,37.75749969,-122.42700195,37.76119995,-122.42800140
Right Of Way/Liberty St,18th St & Church St,37.75749969,-122.42700195,37.76139832,-122.42800140
Right Of Way/Ocean Ave,Eucalyptus Dr & 19th Ave,37.73199844,-122.47399902,37.73120117,-122.47499847
Right Of Way/Ocean Ave,19th Ave & Eucalyptus Dr,37.73199844,-122.47399902,37.73080063,-122.47499847
Right Of Way/Ocean Ave,Junipero Serra Blvd & Ocean Ave,37.73199844,-122.47399902,37.73139954,-122.47200012
Reposa Way & Myra Way,Reposa Way & Teresita Blvd,37.74020004,-122.45099640,37.74079895,-122.44899750
Reposa Way & Myra Way,Teresita Blvd & Reposa Way,37.74020004,-122.45099640,37.74100113,-122.44899750
Reposa Way & Myra Way,Teresita Blvd & Isola Way,37.74020004,-122.45099640,37.74179840,-122.44999695
Reposa Way & Teresita Blvd,Teresita Blvd & Isola Way,37.74079895,-122.44899750,37.74179840,-122.44999695
Reposa Way & Teresita Blvd,Teresita Blvd & Gaviota Way,37.74079895,-122.44899750,37.73989868,-122.44799805
Reposa Way & Teresita Blvd,Myra Way & Omar Way,37.74079895,-122.44899750,37.73920059,-122.44999695
414 Roosevelt Way,415 Roosevelt Way,37.76449966,-122.44300079,37.76449966,-122.44300079
414 Roosevelt Way,Roosevelt Way & Lower Ter,37.76449966,-122.44300079,37.76340103,-122.44400024
414 Roosevelt Way,Upper Ter & Buena Vista Ave West,37.76449966,-122.44300079,37.76580048,-122.44300079
415 Roosevelt Way,414 Roosevelt Way,37.76449966,-122.44300079,37.76449966,-122.44300079
415 Roosevelt Way,Roosevelt Way & Clifford Ter,37.76449966,-122.44300079,37.76369858,-122.44300079
415 Roosevelt Way,Roosevelt Way & Lower Ter,37.76449966,-122.44300079,37.76340103,-122.44400024
Roosevelt Way & 14th St,Buena Vista Ter & Roosevelt Way,37.76720047,-122.43699646,37.76679993,-122.43800354
Roosevelt Way & 14th St,Roosevelt Way & Buena Vista Ter,37.76720047,-122.43699646,37.76670074,-122.43800354
Roosevelt Way & 14th St,Castro St & 14th St,37.76720047,-122.43699646,37.76760101,-122.43599701
Roosevelt Way & 15th St,Buena Vista Ter & Roosevelt Way,37.76649857,-122.44000244,37.76679993,-122.43800354
Roosevelt Way & 15th St,Buena Vista Ave E & Buena Vista Ter,37.76649857,-122.44000244,37.76770020,-122.44000244
Roosevelt Way & 15th St,Roosevelt Way & Museum Way,37.76649857,-122.44000244,37.76539993,-122.44100189
Roosevelt Way & 17th St,Clayton St & Carmel St,37.76200104,-122.44499969,37.76089859,-122.44599915
Roosevelt Way & 17th St,Clayton St & Twin Peaks Blvd,37.76200104,-122.44499969,37.76089859,-122.44599915
Roosevelt Way & 17th St,Ashbury St & Clayton St,37.76200104,-122.44499969,37.76300049,-122.44699860
Roosevelt Way & Clifford Ter,414 Roosevelt Way,37.76369858,-122.44300079,37.76449966,-122.44300079
Roosevelt Way & Clifford Ter,Upper Ter & Masonic Ave,37.76369858,-122.44300079,37.76539993,-122.44300079
Roosevelt Way & Clifford Ter,210 Corbett Ave,37.76369858,-122.44300079,37.76179886,-122.44300079
Roosevelt Way & Lower Ter,414 Roosevelt Way,37.76340103,-122.44400024,37.76449966,-122.44300079
Roosevelt Way & Lower Ter,415 Roosevelt Way,37.76340103,-122.44400024,37.76449966,-122.44300079
Roosevelt Way & Lower Ter,210 Corbett Ave,37.76340103,-122.44400024,37.76179886,-122.44300079
Roosevelt Way & Museum Way,Upper Ter & Buena Vista Ave West,37.76539993,-122.44100189,37.76580048,-122.44300079
Roosevelt Way & Museum Way,Upper Ter & Masonic Ave,37.76539993,-122.44100189,37.76539993,-122.44300079
Roosevelt Way & Museum Way,415 Roosevelt Way,37.76539993,-122.44100189,37.76449966,-122.44300079
Russia Ave & Moscow St,Moscow St & Russia Ave,37.71810150,-122.43000031,37.71799850,-122.43000031
Russia Ave & Moscow St,Prague St & Russia Ave,37.71810150,-122.43000031,37.71760178,-122.42800140
Russia Ave & Moscow St,Persia Ave & Moscow St,37.71810150,-122.43000031,37.71969986,-122.42900085
Rutland St & Leland Ave,Visitacion Ave & Rutland St,37.71250153,-122.40699768,37.71149826,-122.40799713
Rutland St & Leland Ave,Rutland St & Visitacion Ave,37.71250153,-122.40699768,37.71129990,-122.40799713
Rutland St & Leland Ave,Visitacion Ave & Cora St,37.71250153,-122.40699768,37.71170044,-122.40899658
Sansome St & Washington St,Sansome St & Jackson St,37.79600143,-122.40200043,37.79650116,-122.40200043
Sansome St & Washington St,Clay St & Sansome St,37.79600143,-122.40200043,37.79479980,-122.40100098
Sansome St & Washington St,Clay St & Montgomery St,37.79600143,-122.40200043,37.79470062,-122.40299988
Santos St & Brookdale Ave,1725 Sunnydale Ave,37.71200180,-122.41899872,37.71279907,-122.41999817
Santos St & Brookdale Ave,Sunrise Way & Santos St,37.71200180,-122.41899872,37.71070099,-122.41799927
Santos St & Brookdale Ave,Santos St & Sunrise Way,37.71200180,-122.41899872,37.71060181,-122.41899872
19th Ave & Holloway St,19th Ave & Holloway Ave,37.72119904,-122.47499847,37.72109985,-122.47499847
19th Ave & Holloway St,Crespi Dr & Varela Ave,37.72119904,-122.47499847,37.72010040,-122.47599792
19th Ave & Holloway St,Holloway Ave & Junipero Serra Blvd,37.72119904,-122.47499847,37.72159958,-122.47299957
Dublin St & La Grande Ave,Persia Ave & Prague St,37.71920013,-122.42600250,37.71900177,-122.42700195
Dublin St & La Grande Ave,Prague St & Persia Ave,37.71920013,-122.42600250,37.71900177,-122.42700195
Dublin St & La Grande Ave,Brazil Ave & Munich St,37.71920013,-122.42600250,37.72090149,-122.42700195
3rd St & Carroll Ave,3rd St & Fitzgerald Ave,37.72570038,-122.39399719,37.72309875,-122.39499664
3rd St & Carroll Ave,Fitzgerald Ave & Keith St,37.72570038,-122.39399719,37.72290039,-122.39499664
3rd St & Carroll Ave,Gilman Ave & 3rd St,37.72570038,-122.39399719,37.72249985,-122.39499664
3rd St & Evans Ave,Evans Ave & 3rd St,37.74240112,-122.38800049,37.74259949,-122.38800049
3rd St & Evans Ave,Evans Ave & Phelps St,37.74240112,-122.38800049,37.74300003,-122.38800049
3rd St & Evans Ave,Evans Ave & Newhall St,37.74240112,-122.38800049,37.74190140,-122.38600159
3rd St & Folsom St,Folsom St & 3rd St,37.78419876,-122.39900208,37.78390121,-122.39900208
3rd St & Folsom St,Harrison St & 3rd St,37.78419876,-122.39900208,37.78239822,-122.39800262
3rd St & Folsom St,Folsom St & 2nd St,37.78419876,-122.39900208,37.78549957,-122.39700317
3rd St & Hudson Ave,3rd St/Hudson/Innes,37.74010086,-122.38899994,37.73989868,-122.38899994
3rd St & Hudson Ave,Newhall St & Hudson Ave,37.74010086,-122.38899994,37.74000168,-122.38800049
3rd St & Hudson Ave,3rd St & Innes Ave,37.74010086,-122.38899994,37.73929977,-122.38899994
3rd St & Innes Ave,3rd St/Hudson/Innes,37.73929977,-122.38899994,37.73989868,-122.38899994
3rd St & Innes Ave,3rd St & Hudson Ave,37.73929977,-122.38899994,37.74010086,-122.38899994
3rd St & Innes Ave,3rd St/Kirkwood/La Salle,37.73929977,-122.38899994,37.73770142,-122.38999939
3rd St & La Salle Ave,3rd St/Kirkwood/La Salle,37.73720169,-122.38999939,37.73770142,-122.38999939
3rd St & La Salle Ave,3rd St & Kirkwood Ave,37.73720169,-122.38999939,37.73789978,-122.38999939
3rd St & La Salle Ave,Newcomb Ave & Newhall St,37.73720169,-122.38999939,37.73630142,-122.39199829
3rd St & Kirkwood Ave,3rd St/Kirkwood/La Salle,37.73789978,-122.38999939,37.73770142,-122.38999939
3rd St & Kirkwood Ave,3rd St & La Salle Ave,37.73789978,-122.38999939,37.73720169,-122.38999939
3rd St & Kirkwood Ave,3rd St & Innes Ave,37.73789978,-122.38999939,37.73929977,-122.38899994
3rd St & Stevenson St,Mission St & 3rd St,37.78639984,-122.40200043,37.78649902,-122.40200043
3rd St & Stevenson St,Market St & 3rd St,37.78639984,-122.40200043,37.78749847,-122.40399933
3rd St & Stevenson St,Market St & Kearny St,37.78639984,-122.40200043,37.78770065,-122.40299988
3rd St & Palou Ave,3rd St/Oakdale/Palou,37.73410034,-122.39099884,37.73429871,-122.39099884
3rd St & Palou Ave,Palou Ave & 3rd St,37.73410034,-122.39099884,37.73419952,-122.39099884
3rd St & Palou Ave,3rd St & Oakdale Ave,37.73410034,-122.39099884,37.73479843,-122.39099884
3rd St & Oakdale Ave,3rd St & Palou Ave,37.73479843,-122.39099884,37.73410034,-122.39099884
3rd St & Oakdale Ave,Newhall St & Oakdale Ave,37.73479843,-122.39099884,37.73580170,-122.39199829
3rd St & Oakdale Ave,Newcomb Ave & Newhall St,37.73479843,-122.39099884,37.73630142,-122.39199829
3rd St & Bryant St,Harrison St & 3rd St,37.78170013,-122.39600372,37.78239822,-122.39800262
3rd St & Bryant St,Harrison St & 2nd St,37.78170013,-122.39600372,37.78419876,-122.39499664
3rd St & Bryant St,Bryant St & 4th St,37.78170013,-122.39600372,37.77949905,-122.39800262
3rd St & Revere Ave,3rd St/Revere/Shafter,37.73229980,-122.39099884,37.73229980,-122.39199829
3rd St & Revere Ave,Revere Ave & 3rd St,37.73229980,-122.39099884,37.73239899,-122.39099884
3rd St & Revere Ave,Revere Ave & Lane St,37.73229980,-122.39099884,37.73170090,-122.38999939
3rd St & Salinas Ave,3rd St/Gilman/Paul,37.72090149,-122.39600372,37.72219849,-122.39600372
3rd St & Salinas Ave,3rd St & Paul Ave,37.72090149,-122.39600372,37.72230148,-122.39600372
3rd St & Salinas Ave,Gilman Ave & 3rd St,37.72090149,-122.39600372,37.72249985,-122.39499664
3rd St & Van Dyke Ave,3rd St & Williams Ave,37.72919846,-122.39299774,37.72919846,-122.39299774
3rd St & Van Dyke Ave,Williams Ave & 3rd St,37.72919846,-122.39299774,37.72940063,-122.39299774
3rd St & Van Dyke Ave,Van Dyke Ave & Keith St,37.72919846,-122.39299774,37.72809982,-122.38999939
3rd St & Williams Ave,3rd St & Van Dyke Ave,37.72919846,-122.39299774,37.72919846,-122.39299774
3rd St & Williams Ave,Williams Ave & 3rd St,37.72919846,-122.39299774,37.72940063,-122.39299774
3rd St & Williams Ave,Williams Ave & Reddy St,37.72919846,-122.39299774,37.72969818,-122.39499664
4th St & 3rd St,3rd St & Mission Rock St,37.77299881,-122.38999939,37.77299881,-122.38999939
4th St & 3rd St,3rd St & 4th St,37.77299881,-122.38999939,37.77259827,-122.38999939
4th St & 3rd St,Mission Bay Blvd North & 3rd St,37.77299881,-122.38999939,37.77109909,-122.38999939
4th St & Brannan St,4th & Brannan Southbound,37.77830124,-122.39700317,37.77830124,-122.39700317
4th St & Brannan St,Fourth St & Brannan Northbound,37.77830124,-122.39700317,37.77840042,-122.39700317
4th St & Brannan St,Bryant St & 4th St,37.77830124,-122.39700317,37.77949905,-122.39800262
4th St & Folsom St,Folsom St & 4th St,37.78210068,-122.40100098,37.78200150,-122.40100098
4th St & Folsom St,Yerba Buena/Moscone Station,37.78210068,-122.40100098,37.78219986,-122.40200043
4th St & Folsom St,Folsom St & 5th St,37.78210068,-122.40100098,37.78039932,-122.40299988
4th St & Mission St,Mission St & 4th St,37.78430176,-122.40399933,37.78459930,-122.40399933
4th St & Mission St,4th St & Market St,37.78430176,-122.40399933,37.78549957,-122.40599823
4th St & Mission St,Market St & 4th St,37.78430176,-122.40399933,37.78570175,-122.40599823
4th St & Market St,Market St & 4th St,37.78549957,-122.40599823,37.78570175,-122.40599823
4th St & Market St,Market St Between 4th & 3rd St,37.78549957,-122.40599823,37.78659821,-122.40499878
4th St & Market St,Metro Powell Station,37.78549957,-122.40599823,37.78469849,-122.40699768
4th St & Townsend St,Townsend St & 4th St,37.77690125,-122.39499664,37.77659988,-122.39499664
4th St & Townsend St,King St & 4th St,37.77690125,-122.39499664,37.77629852,-122.39399719
4th St & Townsend St,4th St & King St,37.77690125,-122.39499664,37.77610016,-122.39399719
5th St & Folsom St,Folsom St & 5th St,37.78030014,-122.40399933,37.78039932,-122.40299988
5th St & Folsom St,Harrison St & 5th St,37.78030014,-122.40399933,37.77890015,-122.40200043
5th St & Folsom St,Folsom St & 6th St,37.78030014,-122.40399933,37.77859879,-122.40499878
5th St & Mission St,Mission St & 5th St,37.78260040,-122.40599823,37.78269958,-122.40699768
5th St & Mission St,5th St & Natoma Ave,37.78260040,-122.40599823,37.78210068,-122.40599823
5th St & Mission St,Market St & 5th St,37.78260040,-122.40599823,37.78390121,-122.40799713
6th Ave & Balboa St,Balboa St & 6th Ave,37.77709961,-122.46399689,37.77730179,-122.46399689
6th Ave & Balboa St,Balboa St & 8th Ave,37.77709961,-122.46399689,37.77719879,-122.46600342
6th Ave & Balboa St,Balboa St & 4th Ave,37.77709961,-122.46399689,37.77740097,-122.46199799
6th Ave & Clement St,Geary St & 6th Ave,37.78310013,-122.46399689,37.78110123,-122.46399689
6th Ave & Clement St,California St & 7th Ave,37.78310013,-122.46399689,37.78480148,-122.46499634
6th Ave & Clement St,6th Ave & Geary St,37.78310013,-122.46399689,37.78089905,-122.46399689
6th Ave & Fulton St,Fulton St & 6th Ave,37.77379990,-122.46399689,37.77360153,-122.46399689
6th Ave & Fulton St,8th Ave & Fulton St,37.77379990,-122.46399689,37.77360153,-122.46600342
6th Ave & Fulton St,Fulton St & 4th Ave,37.77379990,-122.46399689,37.77399826,-122.46199799
6th Ave & Geary St,Geary St & 6th Ave,37.78089905,-122.46399689,37.78110123,-122.46399689
6th Ave & Geary St,Geary St & 3rd Ave,37.78089905,-122.46399689,37.78120041,-122.46099854
6th Ave & Geary St,Geary St & 9th Ave,37.78089905,-122.46399689,37.78099823,-122.46800232
1697 7th Ave,9th Ave & Moraga St,37.75659943,-122.46399689,37.75669861,-122.46600342
1697 7th Ave,400 Warren Dr,37.75659943,-122.46399689,37.75690079,-122.46099854
1697 7th Ave,455 Warren Dr,37.75659943,-122.46399689,37.75770187,-122.46199799
7th St & Brannan St,Townsend St & 7th St,37.77330017,-122.40299988,37.77109909,-122.40200043
7th St & Brannan St,8th St & Brannan St,37.77330017,-122.40299988,37.77119827,-122.40499878
7th St & Brannan St,8th St & Bryant St,37.77330017,-122.40299988,37.77239990,-122.40699768
7th St & Folsom St,Folsom St & 7th St,37.77690125,-122.40799713,37.77659988,-122.40799713
7th St & Folsom St,7th St & Harrison St,37.77690125,-122.40799713,37.77569962,-122.40599823
7th St & Folsom St,Harrison St & 7th St,37.77690125,-122.40799713,37.77550125,-122.40599823
7th St & Harrison St,Harrison St & 7th St,37.77569962,-122.40599823,37.77550125,-122.40599823
7th St & Harrison St,Folsom St & 7th St,37.77569962,-122.40599823,37.77659988,-122.40799713
7th St & Harrison St,7th St & Bryant St,37.77569962,-122.40599823,37.77460098,-122.40499878
7th St & Howard St,7th St & Folsom St,37.77790070,-122.40899658,37.77690125,-122.40799713
7th St & Howard St,Folsom St & 7th St,37.77790070,-122.40899658,37.77659988,-122.40799713
7th St & Howard St,Mission St & 7th St,37.77790070,-122.40899658,37.77939987,-122.41100311
7th St & Mission St,Mission St & 7th St,37.77930069,-122.41100311,37.77939987,-122.41100311
7th St & Mission St,Market St Between 7th & 6th St,37.77930069,-122.41100311,37.78079987,-122.41200256
7th St & Mission St,Market St & 7th St,37.77930069,-122.41100311,37.77980042,-122.41300201
7th St & Market St,Market St Between 7th & 6th St,37.78030014,-122.41200256,37.78079987,-122.41200256
7th St & Market St,Market St & 7th St,37.78030014,-122.41200256,37.77980042,-122.41300201
7th St & Market St,7th St & Mission St,37.78030014,-122.41200256,37.77930069,-122.41100311
8th Ave & Fulton St,Fulton St & 8th Ave,37.77360153,-122.46600342,37.77349854,-122.46600342
8th Ave & Fulton St,Fulton St & 6th Ave,37.77360153,-122.46600342,37.77360153,-122.46399689
8th Ave & Fulton St,6th Ave & Fulton St,37.77360153,-122.46600342,37.77379990,-122.46399689
8th St & Brannan St,8th St & Bryant St,37.77119827,-122.40499878,37.77239990,-122.40699768
8th St & Brannan St,Division St & Townsend St,37.77119827,-122.40499878,37.76990128,-122.40299988
8th St & Brannan St,Townsend St & 7th St,37.77119827,-122.40499878,37.77109909,-122.40200043
8th St & Bryant St,8th St & Harrison St,37.77239990,-122.40699768,37.77349854,-122.40799713
8th St & Bryant St,Harrison St & 8th St,37.77239990,-122.40699768,37.77389908,-122.40899658
8th St & Bryant St,7th St & Bryant St,37.77239990,-122.40699768,37.77460098,-122.40499878
8th St & Folsom St,Folsom St & 8th St,37.77479935,-122.41000366,37.77510071,-122.41000366
8th St & Folsom St,Folsom St & 9th St,37.77479935,-122.41000366,37.77389908,-122.41100311
