Dijkstra,False,False,False,False,500000,407451,24888.8,NA,8.6713,0,15
Dijkstra,True,False,False,False,498633,407451,24888.8,NA,5.58898,0,15
Astar,True,False,False,False,391145,284007,24888.8,11.2666,2.15559,0,15
Astar,True,False,False,True,391527,284249,24888.8,11.2666,2.32013,0,15
Astar,True,False,True,True,391145,284007,24888.8,11.2666,2.36212,0,15
Astar,True,False,True,False,391700,284112,24888.8,11.2666,2.37835,0,15
Astar,True,True,False,False,220680,179527,397600,95.6157,0.92656,0,171
Astar,True,True,False,True,219529,178779,202608,48.209,1.01372,0,79
Astar,True,False,False,True,391527,284249,24888.8,11.2666,2.35637,0,15
Dijkstra,False,False,False,False,500000,407010,32198.3,NA,8.45234,1,9
Dijkstra,True,False,False,False,500000,407010,32198.3,NA,8.50266,1,9
Astar,True,False,False,False,491665,293069,32198.3,8.55571,4.39342,1,9
Astar,True,False,False,True,491700,293189,32198.3,8.55571,4.60253,1,9
Astar,True,False,True,True,491665,293069,32198.3,8.55571,4.57876,1,9
Astar,True,False,True,False,491676,292965,32198.3,8.55571,4.43309,1,9
Astar,True,True,False,False,441755,293008,452875,94.0737,2.57945,1,141
Astar,True,True,False,True,442410,293233,447991,92.5002,2.78131,1,141
Astar,True,False,False,True,491700,293189,32198.3,8.55571,4.52146,1,9
Dijkstra,False,False,False,False,500000,407372,17851.5,NA,8.09632,2,13
Dijkstra,True,False,False,False,286281,257151,17851.5,NA,0.857492,2,13
Astar,True,False,False,False,332787,255426,22967.9,6.9688,1.53475,2,10
Astar,True,False,False,True,334354,256435,22967.9,6.9688,1.75915,2,10
Astar,True,False,True,True,332787,255426,22967.9,6.9688,1.71437,2,10
Astar,True,False,True,False,333763,255889,22967.9,6.9688,1.74956,2,10
Astar,True,True,False,False,52853,44820,258317,61.0996,0.214877,2,104
Astar,True,True,False,True,50192,42632,210663,48.2131,0.220107,2,85
Astar,True,False,False,True,334354,256435,22967.9,6.9688,1.68485,2,10
Dijkstra,False,False,False,False,500000,407714,26092.3,NA,8.37644,3,14
Dijkstra,True,False,False,False,499879,407714,26092.3,NA,7.15057,3,14
Astar,True,False,False,False,390944,284072,26092.3,13.27,2.09317,3,14
Astar,True,False,False,True,391857,284520,26092.3,13.27,2.46985,3,14
Astar,True,False,True,True,390944,284072,26092.3,13.27,2.3791,3,14
Astar,True,False,True,False,391288,284108,26092.3,13.27,2.41637,3,14
Astar,True,True,False,False,361375,270922,429997,85.8876,1.95269,3,133
Astar,True,True,False,True,356624,268686,429997,85.8876,2.57038,3,133
Astar,True,False,False,True,391857,284520,26092.3,13.27,3.14316,3,14
Dijkstra,False,False,False,False,500000,407159,24708.3,NA,10.2749,4,14
Dijkstra,True,False,False,False,396526,359965,24708.3,NA,2.53953,4,14
Astar,True,False,False,False,161416,133680,24708.3,16.2176,0.804274,4,14
Astar,True,False,False,True,161572,133851,24708.3,16.2176,0.853178,4,14
Astar,True,False,True,True,161416,133680,24708.3,16.2176,0.881084,4,14
Astar,True,False,True,False,162494,134478,24708.3,16.2176,0.892833,4,14
Astar,True,True,False,False,126295,105584,333969,88.8876,0.565034,4,153
Astar,True,True,False,True,120652,101062,333969,88.8876,0.577398,4,153
Astar,True,False,False,True,161572,133851,24708.3,16.2176,0.943396,4,14
Dijkstra,False,False,False,False,500000,407391,18629.3,NA,11.4195,5,11
Dijkstra,True,False,False,False,153185,134541,18629.3,NA,0.469774,5,11
Astar,True,False,False,False,28586,24368,18629.3,8.31141,0.131732,5,11
Astar,True,False,False,True,28912,24650,18629.3,8.31141,0.158792,5,11
Astar,True,False,True,True,28586,24368,18629.3,8.31141,0.135491,5,11
Astar,True,False,True,False,28587,24362,18629.3,8.31141,0.133691,5,11
Astar,True,True,False,False,413910,290860,297453,71.9279,2.52288,5,126
Astar,True,True,False,True,413688,291028,306343,75.9614,2.82871,5,132
Astar,True,False,False,True,28912,24650,18629.3,8.31141,0.192222,5,11
Dijkstra,False,False,False,False,500000,406580,26918.3,NA,9.58003,6,13
Dijkstra,True,False,False,False,499558,406580,26918.3,NA,7.42671,6,13
Astar,True,False,False,False,325291,251011,26918.3,13.4234,1.75967,6,13
Astar,True,False,False,True,325085,250980,26918.3,13.4234,1.98345,6,13
Astar,True,False,True,True,325291,251011,26918.3,13.4234,2.00327,6,13
Astar,True,False,True,False,325666,251152,26918.3,13.4234,2.0006,6,13
Astar,True,True,False,False,344199,262143,190683,39.891,1.92025,6,64
Astar,True,True,False,True,341663,260888,190683,39.891,2.01161,6,64
Astar,True,False,False,True,325085,250980,26918.3,13.4234,1.94842,6,13
Dijkstra,False,False,False,False,500000,407478,21188.3,NA,9.87685,7,13
Dijkstra,True,False,False,False,475474,407478,21188.3,NA,3.37921,7,13
Astar,True,False,False,False,304124,237838,21188.3,10.2339,1.58771,7,13
Astar,True,False,False,True,304574,238202,21188.3,10.2339,1.76549,7,13
Astar,True,False,True,True,304124,237838,21188.3,10.2339,1.81988,7,13
Astar,True,False,True,False,304619,238061,21188.3,10.2339,1.71983,7,13
Astar,True,True,False,False,495102,292876,344184,100.837,5.1228,7,180
Astar,True,True,False,True,495021,293182,272590,78.404,5.42927,7,133
Astar,True,False,False,True,304574,238202,21188.3,10.2339,1.83714,7,13
Dijkstra,False,False,False,False,500000,406950,22162,NA,9.57235,8,13
Dijkstra,True,False,False,False,441440,396170,22162,NA,2.35476,8,13
Astar,True,False,False,False,254678,204050,22162,11.6162,1.26921,8,13
Astar,True,False,False,True,254188,203764,22162,11.6162,1.37041,8,13
Astar,True,False,True,True,254678,204050,22162,11.6162,1.36824,8,13
