id, name, lat, long
1118,Mission St & Fremont St,37.7903,-122.397
1119,Transit Center Bay 27,37.7896,-122.396
1120,Zoo Rd & Skyline Blvd,37.7286,-122.502
1121,Geary St & Masonic St,37.7822,-122.447
1122,Townsend St & 5th St,37.7756,-122.397
1123,Townsend St & 7th St,37.7711,-122.402
1124,Jones St & O'Farrell St,37.7857,-122.413
1125,Moscow St & Geneva Ave,37.7132,-122.434
1126,Moscow St & Russia Ave,37.718,-122.43
1127,Moscow St & Brazil St,37.7211,-122.428
1128,Moscow St & Avalon Ave,37.7243,-122.425
1129,Main St & Folsom St,37.7896,-122.392
1130,Essex St & Folsom St,37.7862,-122.396
1131,Spear St & Mission St,37.7924,-122.394
1132,Spear St & Folsom St,37.7902,-122.391
1133,Irving St & 8th Ave,37.764,-122.465
1134,Treasure Island Rd & Clipper Cove Way,37.8161,-122.371
1135,Folsom St & Beale St,37.7884,-122.393
1136,Oakdale Ave & Toland St,37.741,-122.401
1137,5th St & Natoma Ave,37.7821,-122.406
1138,Lyon St & Union St,37.7957,-122.447
1139,Ocean Ave & Geneva Ave,37.7231,-122.452
1140,Shoreline Access Road,37.8163,-122.372
1141,Ave M & 4th St,37.823,-122.366
1142,Ave H & 4th St,37.8221,-122.368
1143,Mason St & Yacht Rd,37.805,-122.449
1144,Mason St & Halleck St,37.8043,-122.454
1145,Sports Basement Parking Lot,37.803,-122.458
1146,Irving St & 5th Ave,37.7642,-122.462
1147,Irving St & 6th Ave,37.7642,-122.463
1148,Clipper St & Douglass St,37.7487,-122.438
1149,Ulloa St & Wawona St,37.7414,-122.467
1150,Ulloa St & Claremont Blvd,37.7408,-122.465
1151,20th St & Missouri St,37.76,-122.396
1152,20th St & Pennsylvania Ave,37.7601,-122.394
1153,Leavenworth St & Turk St,37.7827,-122.414
1154,Jones St & Ellis St,37.7848,-122.413
1155,Jones St & Turk St,37.783,-122.412
1156,Jerrold Ave & Donahue St,37.7282,-122.371
1157,Kirkwood Ave & Earl St,37.7287,-122.373
1158,Ingalls St & La Salle Ave,37.7306,-122.381
1159,Ingalls St & Oakdale Ave,37.7304,-122.383
1160,Palou Ave & 3rd St,37.7342,-122.391
1161,Ingalls St & Kiska Rd,37.731,-122.38
1162,Duboce Ave & Church St,37.7694,-122.429
1163,Ingalls St & Palou Ave,37.7299,-122.383
1164,Clipper St & Grand View Ave,37.7483,-122.442
1165,Vincente St & West Portal Ave,37.7398,-122.467
1166,South Van Ness Ave & Market St,37.7751,-122.419
1167,Van Ness Ave & McAllister St,37.78,-122.42
1168,Van Ness Ave & Eddy St,37.7829,-122.421
1169,Van Ness Ave & Geary St,37.7856,-122.421
1170,Van Ness Ave & Bush St,37.7884,-122.422
1171,Van Ness Ave & Clay St,37.7921,-122.423
1172,Van Ness Ave & Pacific St,37.7948,-122.423
1173,Van Ness Ave & Vallejo St,37.7968,-122.424
1174,Van Ness Ave & Union St,37.7985,-122.424
1175,Van Ness Ave & Jackson St,37.794,-122.423
1176,Van Ness Ave & Sacramento St,37.7913,-122.423
1177,Van Ness Ave & Sutter St,37.7876,-122.422
1178,Van Ness Ave & O'Farrell St,37.7848,-122.421
1179,Van Ness Ave & Market St,37.7752,-122.419
1180,Sunset Blvd & Vicente St,37.7386,-122.494
1181,Sunset Blvd & Yorba St,37.7349,-122.494
1182,1725 Sunnydale Ave,37.7128,-122.42
1183,1800 Sunnydale Ave,37.713,-122.42
1184,1900 Sunnydale Ave,37.7134,-122.421
1185,1901 Sunnydale Ave,37.7132,-122.421
1186,Sunnydale Ave & Cora St,37.71,-122.409
1187,Sunnydale Ave & Garrison Ave,37.711,-122.413
1188,Sunnydale Ave / McLaren School,37.7141,-122.424
1189,Sunnydale Ave & Rutland St,37.7099,-122.409
1190,Sunnydale Ave & Sawyer St,37.7116,-122.415
1191,Sunnydale Ave & Schwerin St,37.7106,-122.411
1192,Sunnydale Ave & Talbert St,37.7094,-122.407
1193,Sutter St & Baker St,37.7849,-122.443
1194,Sutter St & Buchanan St,37.7866,-122.43
1195,Sutter St & Divisadero St,37.7853,-122.44
1196,Sutter St & Fillmore St,37.7862,-122.433
1197,Sutter St & Gough St,37.7872,-122.425
1198,Sutter St & Hyde St,37.7882,-122.417
1199,Sutter St & Jones St,37.7886,-122.414
1200,Sutter St & Kearny St,37.7898,-122.404
1201,Sutter St & Larkin St,37.788,-122.419
1202,Sutter St & Leavenworth St,37.7884,-122.415
1203,Sutter St & Laguna St,37.7867,-122.429
1204,Sutter St & Mason St,37.7891,-122.41
1205,Sutter St & Octavia St,37.7869,-122.427
1206,Sutter St & Polk St,37.7878,-122.42
1207,Sutter St & Powell St,37.7893,-122.409
1208,Sutter St & Presidio Ave,37.7844,-122.446
1209,Sutter St & Sansome St,37.7903,-122.401
1210,Sutter St & Scott St,37.7855,-122.438
1211,Sutter St & Steiner St,37.7859,-122.435
1212,Sutter St & Stockton St,37.7895,-122.407
1213,Sutter St & Taylor St,37.7889,-122.412
1214,Sutter St & Van Ness Ave,37.7876,-122.422
1215,Taraval St & 17th Ave,37.7431,-122.474
1216,Taraval St & 19th Ave,37.7431,-122.475
1217,Taraval St & 22nd Ave,37.7429,-122.478
1218,Taraval St & 23rd Ave,37.7429,-122.48
1219,Taraval St & 26th Ave,37.7428,-122.483
1220,Taraval St & 30th Ave,37.7426,-122.487
1221,Taraval St & 32nd Ave,37.7425,-122.489
1222,Taraval St & 40th Ave,37.7421,-122.498
1223,Taraval St & 42nd Ave,37.742,-122.5
1224,Taraval St & 44th Ave,37.7419,-122.502
1225,Taraval St & 46th Ave,37.7418,-122.504
1226,Taraval St & Sunset Blvd,37.7423,-122.494
1227,Taylor St & Bay St,37.8052,-122.415
1228,Taylor St & Columbus Ave,37.8038,-122.415
1229,Taylor St & Francisco St,37.8044,-122.415
1230,115 Telegraph Hill Blvd,37.8018,-122.406
1231,225 Telegraph Hill Blvd,37.803,-122.407
1232,Telegraph Hill Blvd & Filbert St,37.8018,-122.406
1233,Union St & Divisadero St,37.7963,-122.442
1234,Union St & Fillmore St,37.7971,-122.436
1235,Union St & Gough St,37.7982,-122.427
1236,Union St & Grant Ave,37.8007,-122.408
1237,Union St & Hyde St,37.7993,-122.419
1238,Union St & Jones St,37.7997,-122.416
1239,Union St & Kearny St,37.8009,-122.406
1240,Union St & Larkin St,37.7991,-122.421
1241,Union St & Leavenworth St,37.7994,-122.418
1242,Union St & Laguna St,37.7978,-122.43
1243,Union St & Mason St,37.8001,-122.412
1244,Union St & Montgomery St,37.8011,-122.404
1245,Union St & Pierce St,37.7967,-122.439
1246,Union St & Polk St,37.7988,-122.423
1247,Union St & Stockton St,37.8004,-122.409
1248,Union St & Taylor St,37.7999,-122.414
1249,Union St & Van Ness Ave,37.7986,-122.424
1250,University St & Bacon St,37.7251,-122.414
1251,University St & Felton St,37.7274,-122.414
1252,University St & Woolsey St,37.7227,-122.413
1253,Upper Ter & Buena Vista Ave West,37.7658,-122.443
1254,Upper Ter & Masonic Ave,37.7654,-122.443
1255,Van Ness Ave & Chestnut St,37.8026,-122.425
1256,Van Ness Ave & Bay St,37.8043,-122.425
1257,Vicente St & 30th Ave,37.7388,-122.487
1258,Vicente St & 47th Ave,37.7381,-122.505
1259,Vicente St & West Portal Ave,37.7397,-122.467
1260,Van Dyke Ave & Jennings St,37.727,-122.389
1261,Van Dyke Ave & Keith St,37.7281,-122.39
1262,Vesta St & Phelps St,37.7304,-122.4
1263,Visitacion Ave & Britton St,37.7128,-122.412
1264,Visitacion Ave & Bayshore Blvd,37.7106,-122.404
1265,Townsend St & Lusk St,37.7779,-122.394
1266,Taraval St & 15th Ave,37.7432,-122.471
1267,Grove St & Gough St,37.7778,-122.423
1268,Grove St & Laguna St,37.7774,-122.426
1269,Sunrise Way & Santos St,37.7107,-122.418
1270,Santos St & Sunrise Way,37.7106,-122.419
1271,Pacific Ave & Powell St,37.7966,-122.409
1272,Seven Seas Ave & Bruton St,37.8203,-122.372
1273,22nd St & Illinois St,37.758,-122.388
1274,23rd St & 3rd St,37.7555,-122.388
1275,25th Ave & California St,37.7836,-122.485
1276,Folsom St & 25th St,37.751,-122.414
1277,Folsom St & Bessie St,37.7469,-122.414
1278,Folsom St & Cortland Ave,37.7389,-122.413
1279,Folsom St & Crescent Ave,37.7349,-122.414
1280,Folsom St & Ogden St,37.736,-122.414
1281,Folsom St & Precita Ave,37.7471,-122.413
1282,Folsom St & Stoneman St,37.7453,-122.413
1283,Folsom St & Tompkins St,37.7372,-122.413
1284,Font Blvd & Arballo Dr,37.7218,-122.482
1285,Font Blvd & Chumasero Dr,37.7152,-122.473
1286,Font Blvd & Cambon Dr,37.7159,-122.474
1287,Font Blvd & Juan Bautista Cir,37.7177,-122.477
1288,Frederick St & Arguello Blvd,37.7661,-122.458
1289,Frederick St & Ashbury St,37.7673,-122.447
1290,Frederick St & Clayton St,37.7671,-122.448
1291,Frederick St & Stanyan St,37.7664,-122.453
1292,Frederick St & Willard St,37.7662,-122.455
1293,Fremont St & Market St,37.7916,-122.398
1294,Marina Blvd & Laguna St,37.8051,-122.432
1295,Fulton St & 4th Ave,37.774,-122.462
1296,Fulton St & 6th Ave,37.7736,-122.464
1297,Fulton St & 8th Ave,37.7735,-122.466
1298,Fulton St & 10th Ave,37.7733,-122.468
1299,Fulton St & 18th Ave,37.773,-122.477
1300,Fulton St & 22nd Ave,37.7728,-122.481
1301,Fulton St & 25th Ave,37.7726,-122.484
1302,Fulton St & 28th Ave,37.7724,-122.487
1303,Wilde Ave & Brussels St,37.7164,-122.401
1304,Wilde Ave & Delta St,37.7178,-122.407
1305,Wilde Ave & Girard St,37.7166,-122.4
1306,Wilde Ave & Goettingen St,37.7163,-122.402
1307,Winston Dr & 20th Ave,37.727,-122.476
1308,Winston Dr & Buckingham Way,37.7281,-122.478
1309,Winston Dr & Lake Merced Blvd,37.7271,-122.483
1310,Wisconsin St & 25th St,37.7523,-122.399
1311,Wisconsin St & Connecticut St,37.7534,-122.399
1312,Williams Ave & 3rd St,37.7294,-122.393
1313,Williams Ave & Reddy St,37.7297,-122.395
1314,Woolsey St & Bowdoin St,37.7235,-122.409
1315,Woolsey St & Hamilton St,37.7237,-122.408
1316,Woolsey St & University St,37.7227,-122.412
1317,Whitney St & Fairmount St,37.7389,-122.427
1318,Whitney Young Cir & Progress St,37.7333,-122.383
1319,Crossover Dr & Fulton St,37.7724,-122.484
1320,Yerba Buena Ave & Brentwood Ave,37.7336,-122.459
1321,Yerba Buena Ave & Hazelwood Ave,37.7346,-122.46
1322,Yerba Buena Ave & Ravenwood Dr,37.7353,-122.461
1323,Yerba Buena Ave & Saint Elmo Way,37.7326,-122.459
1324,Metro Castro Station,37.7627,-122.435
1325,Metro Forest Hill Station,37.7482,-122.459
1326,Metro Montgomery Station,37.7888,-122.402
1327,Van Ness Station Outbound,37.7752,-122.419
1328,Metro Civic Center Station,37.7787,-122.415
1329,Metro Church Station,37.7673,-122.429
1330,7th St & Bryant St,37.7746,-122.405
1331,Ave B & 9th Ave,37.8232,-122.375
1332,Blanken Ave & Gillette Ave,37.711,-122.397
1333,Blanken Ave & Nueva Ave,37.7112,-122.397
1334,Blanken Ave & Peninsula Ave,37.7116,-122.399
1335,Blanken Ave & Tunnel Ave,37.712,-122.401
1336,Crestline Dr & Burnett Ave,37.7493,-122.445
1337,831 Ellsworth St,37.7333,-122.415
1338,Folsom St & 2nd St,37.7855,-122.397
1339,Frederick St & Masonic St,37.7673,-122.445
1340,Hahn St & Visitacion Ave,37.7133,-122.415
1341,Lincoln Blvd & Girard Rd,37.8006,-122.454
1342,Lombard St & Richardson Ave,37.7987,-122.445
1343,Oakdale Ave & Loomis St,37.7425,-122.404
1344,Rutland St & Arleta Ave,37.7139,-122.407
1345,Fulton St & 30th Ave,37.7722,-122.489
1346,Geary St & Park Presidio Blvd,37.7807,-122.473
1347,Geary St & Powell St,37.7874,-122.408
1348,Geary St & Presidio Ave,37.7825,-122.447
1349,Geary St & Scott St,37.7838,-122.438
1350,Geary St & Spruce St,37.7818,-122.453
1351,Geary St & Stanyan St,37.7813,-122.456
1352,Geary St & St Joseph's Ave,37.7828,-122.443
1353,Geary St & Stockton St,37.7876,-122.407
1354,Geary St & Taylor St,37.787,-122.412
1355,Geary St & Van Ness Ave,37.7857,-122.422
1356,Geary St & Webster St,37.7846,-122.431
1357,Concourse Dr at Acad of Sciences,37.7704,-122.466
1358,Golden Gate Bridge/Parking Lot,37.8076,-122.475
1359,Golden Gate Br Tunnel/Merchant Rd,37.8067,-122.476
1360,Great Hwy / Beach Chalet,37.7679,-122.51
1361,Great Hwy & Rivera St,37.7454,-122.508
1362,Gilman Ave & 3rd St,37.7225,-122.395
1363,Gilman Ave & Griffith St,37.7182,-122.388
1364,Gilman Ave & Ingalls St,37.7203,-122.392
1365,Gilman Ave & Jennings St,37.7214,-122.394
1366,San Jose Ave/Glen Park Station,37.7325,-122.433
1367,Gennessee St & Flood Ave,37.73,-122.451
1368,1650 Geneva Ave,37.7119,-122.428
1369,1721 Geneva Ave,37.7111,-122.426
1370,1750 Geneva Ave,37.7107,-122.426
1371,Geneva Ave/Balboa Park BART,37.7208,-122.447
1372,Geneva Ave & Castillo St,37.7079,-122.418
1373,Geneva Ave & Cayuga Ave,37.7189,-122.444
1374,Kiska Rd & Reardon Rd,37.73,-122.377
1375,Kearny St & Bush St,37.791,-122.404
1376,Kearny St & California St,37.7929,-122.404
1377,Kearny St & Clay St,37.7947,-122.405
1378,Kearny St & Geary St,37.7881,-122.403
1379,Kearny St & Jackson St,37.7961,-122.405
1380,Kearny St & North Point St,37.8072,-122.407
1381,Kearny St & Pacific Ave,37.7973,-122.405
1382,Kearny St & Sutter St,37.7897,-122.404
1383,Kiska Rd & Dormitory Rd,37.7299,-122.375
1384,1100 Lake Merced Blvd,37.7091,-122.485
1385,Lake Merced Blvd & Font Blvd,37.7242,-122.485
1386,Lake Merced Blvd & Lake Merced Hills Blvd,37.7115,-122.485
1387,Lake Merced Blvd & Middlefield Dr,37.7296,-122.486
1388,Lake Merced Blvd/SFSU,37.7261,-122.484
1389,La Playa St & Cabrillo St,37.7732,-122.51
1390,La Playa St & Fulton St,37.7717,-122.51
1391,Larkin St & Beach St,37.8063,-122.422
1392,Larkin St & Eddy St,37.7832,-122.417
1393,Larkin St & Golden Gate Ave,37.7817,-122.417
1394,Larkin St & Grove St,37.7789,-122.417
1395,3rd St & Paul Ave,37.7223,-122.396
1396,Broadway & Grant Ave,37.7978,-122.407
1397,Middle Point Rd & Hare St,37.7344,-122.379
1398,Grafton Ave & Plymouth Ave,37.7201,-122.457
1399,Grafton Ave & Capitol Ave,37.7201,-122.459
1400,Grafton Ave & Jules Ave,37.7201,-122.461
1401,Garfield St & Victoria St,37.7198,-122.465
1402,90 Buckingham Way,37.726,-122.477
1403,91 Buckingham Way,37.726,-122.477
1404,170 Buckingham Way,37.7259,-122.479
1405,190 Buckingham Way,37.7259,-122.479
1406,280 Buckingham Way,37.7269,-122.48
1407,95 Buckingham Way,37.7259,-122.478
1408,Bush St & Hyde St,37.7892,-122.417
1409,Bush St & Leavenworth St,37.7893,-122.415
1410,Buena Vista Ave E & Buena Vista Ter,37.7677,-122.44
1411,Buena Vista Ter & Buena Vista Ave E,37.7688,-122.438
1412,Buena Vista Ter & Roosevelt Way,37.7668,-122.438
1413,California St & 4th Ave,37.7854,-122.462
1414,California St & 7th Ave,37.7848,-122.465
1415,California St & 10th Ave,37.7847,-122.469
1416,California St & 12th Ave,37.7846,-122.471
1417,California St & 16th Ave,37.7844,-122.475
1418,California St & 19th Ave,37.7842,-122.478
1419,California St & 22nd Ave,37.7841,-122.482
1420,California St & 25th Ave,37.784,-122.485
1421,California St & 28th Ave,37.7838,-122.488
1422,California St & 30th Ave,37.7837,-122.491
1423,California St & Arguello Blvd,37.7857,-122.459
1424,California St & Baker St,37.7877,-122.444
1425,California St & Cherry St,37.786,-122.457
1426,California St & Divisadero St,37.7881,-122.441
1427,California St & Drumm St,37.7937,-122.396
1428,Larkin St & O'Farrell St,37.7851,-122.418
1429,Lawton St & 7th Ave,37.7586,-122.464
1430,Lawton St & 9th Ave,37.7585,-122.466
1431,Lawton St & 11th Ave,37.7584,-122.468
1432,Lawton St & Funston Ave,37.7583,-122.47
1433,Lawton St & Lomita Ave,37.7591,-122.472
1434,Leavenworth St & Bush St,37.7892,-122.415
1435,Leavenworth St & California St,37.7911,-122.416
1436,Leavenworth St & Clay St,37.7929,-122.416
1437,Leavenworth St & Geary St,37.7864,-122.415
1438,Leavenworth St & Jackson St,37.7947,-122.416
1439,Leavenworth St & O'Farrell St,37.7855,-122.415
1440,Leavenworth St & Pine St,37.7902,-122.415
1441,Leavenworth St & Post St,37.7873,-122.415
1442,Leavenworth St & Sacramento St,37.7921,-122.416
1443,Leavenworth St & Sutter St,37.7883,-122.415
1444,Legion of Honor,37.785,-122.5
1445,Laguna Honda Blvd & Balceta Ave,37.7454,-122.457
1446,Geneva Ave & Howth St,37.7221,-122.45
1447,Geneva Ave & Madrid St,37.7148,-122.438
1448,Geneva Ave & Munich St,37.7129,-122.433
1449,Geneva Ave & Moscow St,37.7133,-122.434
1450,Geneva Ave & Naples St,37.7144,-122.436
1451,Geneva Ave & Prague St,37.7129,-122.432
1452,Geneva Ave & Santos St,37.7084,-122.42
1453,Gough St & Sacramento St,37.791,-122.426
1454,Grafton Ave & Granada Ave,37.72,-122.457
1455,Grafton Ave & Harold Ave,37.7201,-122.453
1456,Grafton Ave & Lee St,37.72,-122.454
1457,Grove St & Van Ness Ave,37.7782,-122.42
1458,Grand View Ave & 21st St,37.755,-122.44
1459,Gateview Ave & Bayside Dr,37.8298,-122.375
1460,Gateview Ave & Mason Ct,37.8282,-122.377
1461,Gateview Ave & Northpoint Dr,37.8298,-122.373
1462,Hahn St & Sunnydale Ave,37.712,-122.416
1463,Haight St & Baker St,37.7709,-122.441
1464,Haight St & Buchanan St,37.7726,-122.427
1465,Haight St & Buena Vista East Ave,37.7707,-122.441
1466,Masonic Ave & Haight St,37.7702,-122.445
1467,Masonic Ave & Hayes St,37.7741,-122.446
1468,Masonic Ave & Oak St,37.772,-122.446
1469,Masonic Ave & Turk St,37.7788,-122.447
1470,Noe St & 27th St,37.7467,-122.431
1471,Noe St & 28th St,37.7452,-122.431
1472,Noe St & 29th St,37.7433,-122.431
1473,Noe St & 30th St,37.742,-122.431
1474,Noriega St & 16th Ave,37.7553,-122.473
1475,Noriega St & 24th Ave,37.754,-122.483
1476,Noriega St & 25th Ave,37.7539,-122.483
1477,Noriega St & 27th Ave,37.7538,-122.485
1478,Noriega St & 28th Ave,37.7539,-122.486
1479,Noriega St & 29th Ave,37.7537,-122.487
1480,Noriega St & 30th Ave,37.7538,-122.489
1481,Noriega St & 31st Ave,37.7536,-122.489
1482,Noriega St & 34th Ave,37.7536,-122.492
1483,Noriega St & 38th Ave,37.7534,-122.497
1484,Noriega St & 39th Ave,37.7532,-122.498
1485,Noriega St & 40th Ave,37.7533,-122.499
1486,Noriega St & 41st Ave,37.7531,-122.5
1487,Noriega St & 42nd Ave,37.7532,-122.501
1488,Noriega St & 43rd Ave,37.753,-122.502
1489,Noriega St & 44th Ave,37.7532,-122.503
1490,Noriega St & 45th Ave,37.7529,-122.504
1491,Noriega St & 46th Ave,37.753,-122.506
1492,Noriega St & 48th Ave,37.7529,-122.508
1493,Noriega St & Sunset Blvd,37.7535,-122.495
1494,Northridge Rd & Dormitory Rd,37.7303,-122.374
1495,Northridge Rd & Harbor Rd,37.731,-122.377
1496,Northridge Rd & Ingalls St,37.7316,-122.379
1497,Nevada St & Cortland Ave,37.7401,-122.411
1498,Oakdale Ave & Barneveld Ave,37.7419,-122.403
1499,Oakdale Ave & Baldwin Ct,37.7294,-122.381
1500,Oakdale Ave & Griffith St,37.7282,-122.379
1501,Oakdale Ave & Ingalls St,37.7302,-122.383
1502,Ocean Ave & Aptos Ave,37.7283,-122.468
1503,Ocean Ave/Balboa Park BART Station,37.7229,-122.447
1504,Ocean Ave & Cayuga Ave,37.7237,-122.439
1505,Ocean Ave/CCSF Pedestrian Bridge,37.723,-122.451
1506,Ocean Ave & Cerritos Ave,37.7273,-122.467
1507,Ocean Ave & Dorado Ter,37.725,-122.461
1508,Ocean Ave & Fairfield Way,37.726,-122.464
1509,Ocean Ave & Howth St,37.723,-122.45
1510,Ocean Ave & Junipero Serra Blvd,37.731,-122.472
1511,Ocean Ave & Jules Ave,37.725,-122.461
1512,Ocean Ave & Lee St,37.7235,-122.454
1513,Ocean Ave & Mission St,37.7239,-122.436
1514,Ocean Ave & Miramar Ave,37.7244,-122.458
1515,Ocean Ave & Persia Ave,37.7238,-122.436
1516,Ocean Ave & San Jose Ave,37.723,-122.445
1517,Ocean Ave & San Jose St,37.7229,-122.444
1518,Ocean Ave & San Leandro Way,37.73,-122.469
1519,Chicago Way & Naylor St,37.7098,-122.432
1520,Chicago Way & South Hill Blvd,37.7106,-122.431
1521,Chenery St & 30th St,37.742,-122.426
1522,Chenery St & Castro St,37.7346,-122.432
1523,Chenery St & Fairmount St,37.7389,-122.426
1524,Chenery St & Mateo St,37.7365,-122.429
1525,Chenery St & Miguel St,37.7371,-122.428
1526,Chenery St & Natick St,37.7346,-122.432
1527,Chenery St & Randall St,37.7399,-122.426
1528,Chenery St & Roanoke St,37.7356,-122.43
1529,Chumasero Dr & Brotherhood Way,37.7131,-122.473
1530,Chumasero Dr & Font Blvd,37.715,-122.473
1531,Church St & 16th St,37.7646,-122.429
1532,Church St & 18th St,37.7615,-122.428
1533,Church St & 24th St,37.7518,-122.427
1534,Church St & 27th St,37.747,-122.427
1535,Church St & 29th St,37.7436,-122.427
1536,Church St & 30th St,37.7422,-122.426
1537,Church St & Clipper St,37.7494,-122.427
1538,Church St & Day St,37.7428,-122.427
1539,Clay St & Drumm St,37.7953,-122.397
1540,Clay St & Franklin St,37.7919,-122.424
1541,Clay St & Front St,37.7951,-122.399
1542,Clay St & Grant Ave,37.7943,-122.406
1543,Clay St & Hyde St,37.7928,-122.418
1544,Clay St & Jones St,37.7932,-122.415
1545,Clay St & Kearny St,37.7945,-122.404
1546,Clay St & Larkin St,37.7925,-122.42
1547,Clay St & Leavenworth St,37.793,-122.416
1548,Clay St & Mason St,37.7937,-122.411
1549,Clay St & Montgomery St,37.7947,-122.403
1550,Clay St & Polk St,37.7924,-122.421
1551,Clay St & Powell St,37.7938,-122.41
1552,Clay St & Sansome St,37.7948,-122.401
1553,Clay St & Stockton St,37.7941,-122.408
1554,Clay St & Taylor St,37.7934,-122.413
1555,Clay St & Van Ness Ave,37.7921,-122.423
1556,Clarendon Ave & Clarendon Woods S,37.7517,-122.458
1557,Clarendon Ave & Galewood Circle,37.7531,-122.456
1558,Clarendon Ave & Olympia Way,37.7516,-122.456
1559,Clarendon Ave & Panorama Dr,37.7537,-122.456
1560,Powell St & Filbert St,37.8013,-122.411
1561,Powell St & Francisco St,37.8051,-122.412
1562,Powell St & Geary St,37.7875,-122.408
1563,Powell St & Jackson St,37.7954,-122.41
1564,Powell St & Lombard St,37.8029,-122.411
1565,Powell St & Market St,37.7847,-122.408
1566,Powell St & North Point St,37.8067,-122.412
1567,Powell St & O'Farrell St,37.7865,-122.408
1568,Powell St & Pine St,37.7911,-122.409
1569,Powell St & Post St,37.7884,-122.409
1570,Powell St & Sacramento St,37.7929,-122.409
1571,Powell St & Sutter St,37.7891,-122.408
1572,Prague St & Cordova Ave,37.7102,-122.435
1573,Prague St & Drake St,37.71,-122.437
1574,Prague St & Persia Ave,37.719,-122.427
1575,Prague St & Russia Ave,37.7176,-122.428
1576,Parkridge Dr & Burnett Ave,37.7504,-122.446
1577,Parkridge Dr & Crestline Dr,37.7523,-122.446
1578,Presidio Ave & California St,37.7874,-122.447
1579,Presidio Ave & Clay St,37.7892,-122.447
1580,Presidio Ave & Geary St,37.7827,-122.446
1581,Presidio Ave & Jackson St,37.7909,-122.448
1582,Presidio Ave & Sutter St,37.7845,-122.446
1583,Presidio Blvd & Simonds Loop,37.7965,-122.452
1584,Presidio Blvd & Sumner Ave,37.7967,-122.452
1585,Point Lobos Ave & 42nd Ave,37.7797,-122.503
1586,Point Lobos Ave & 44th Ave,37.7798,-122.505
1587,Portola Dr & Laguna Honda Blvd,37.7431,-122.455
1588,Portola Dr & San Pablo Ave,37.7404,-122.461
1589,Portola Dr & Rex Ave,37.7409,-122.458
1590,SF General Hospital,37.7554,-122.406
1591,Portola Dr & San Lorenzo Ave,37.7399,-122.464
1592,Portola Dr & Teresita Blvd,37.7453,-122.452
1593,Portola Dr & Waithman Way,37.7416,-122.457
1594,Portola Dr & Woodside Ave,37.7453,-122.452
1595,Post St & Gough St,37.7862,-122.425
1596,Post St & Grant Ave,37.7886,-122.406
1597,Post St & Hyde St,37.7872,-122.416
1598,Post St & Jones St,37.7877,-122.413
1599,Point Lobos Ave & 46th Ave,37.78,-122.507
1600,Quintara St & 12th Ave,37.749,-122.468
1601,Quintara St & 16th Ave,37.7487,-122.473
1602,Quintara St & 19th Ave,37.7487,-122.476
1603,Quintara St & 22nd Ave,37.7486,-122.479
1604,Quintara St & 24th Ave,37.7485,-122.481
1605,Quintara St & 26th Ave,37.7484,-122.483
1606,Haight St & Clayton St,37.7698,-122.449
1607,Haight St & Divisadero St,37.7713,-122.437
1608,Haight St & Fillmore St,37.7721,-122.431
1609,Haight St & Laguna St,37.7728,-122.426
1610,Haight St & Masonic Ave,37.7702,-122.445
1611,Haight St & Pierce St,37.7717,-122.434
1612,Haight St & Stanyan St,37.7693,-122.453
1613,Hampshire St & 24th St,37.7528,-122.407
1614,Harrison St & 2nd St,37.7842,-122.395
1615,Harrison St & 3rd St,37.7824,-122.398
1616,Harrison St & 4th St,37.7807,-122.4
1617,Harrison St & 5th St,37.7789,-122.402
1618,Harrison St & 6th St,37.7771,-122.404
1619,Harrison St & 7th St,37.7755,-122.406
1620,Harrison St & 8th St,37.7739,-122.409
1621,Harrison St & 9th St,37.7724,-122.41
1622,Hawes St & Gilman Ave,37.7192,-122.39
1623,Hayes St & Baker St,37.7746,-122.441
1624,Hayes St & Buchanan St,37.7763,-122.428
1625,Hayes St & Central Ave,37.7742,-122.444
1626,Hayes St & Clayton St,37.7736,-122.449
1627,Hayes St & Divisadero St,37.775,-122.438
1628,Hayes St & Fillmore St,37.7758,-122.432
1629,Hayes St & Gough St,37.7769,-122.423
1630,Hayes St & Larkin St,37.7777,-122.417
1631,Hayes St & Laguna St,37.7765,-122.426
1632,Hayes St & Lyon St,37.7743,-122.443
1633,Hayes St & Masonic Ave,37.774,-122.446
1634,Hayes St & Pierce St,37.7755,-122.434
1635,Hayes St & Stanyan St,37.773,-122.454
1636,Hayes St & Steiner St,37.7756,-122.433
1637,Hayes St & Van Ness Ave,37.7773,-122.42
1638,Hayes St & Webster St,37.7761,-122.43
1639,Hermann St & Fillmore St,37.7703,-122.43
1640,Halleck St & French Ct,37.802,-122.454
1641,Holyoke St & Wayland St,37.7252,-122.408
1642,Hoffman Ave & 22nd St,37.754,-122.441
1643,Hoffman Ave & 23rd St,37.7524,-122.441
1644,Holloway Ave & Beverly St,37.7216,-122.472
1645,Holloway Ave & Junipero Serra Blvd,37.7216,-122.473
1646,Howth St & Geneva Ave,37.7219,-122.45
1647,Howth St & Mt Vernon Ave,37.7198,-122.452
1648,Howth St & Niagra Ave,37.7206,-122.451
1649,Hudson Ave & Ardath Ct,37.7347,-122.383
1650,Rivera St & 37th Ave,37.7458,-122.495
1651,Rivera St & 46th Ave,37.7454,-122.505
1652,Rivera St & 48th Ave,37.7453,-122.507
1653,Revere Ave & 3rd St,37.7324,-122.391
1654,Revere Ave & Ingalls St,37.7285,-122.385
