to,from,CoordsFromLat,CoordsFromLong,CoordsToLat,CoordsToLong
Ashbury St & Clifford Ter,Ashbury St & Piedmont St,37.76428223,-122.44594574,37.76529694,-122.44607544
Ashbury St & Piedmont St,Ashbury St & Frederick St,37.76529694,-122.44607544,37.76730347,-122.44647217
Ashbury St & Frederick St,Ashbury St & Waller St,37.76730347,-122.44647217,37.76916122,-122.44685364
Ashbury St & Waller St,Ashbury St & Haight St,37.76916122,-122.44685364,37.76993561,-122.44685364
Ashbury St & Haight St,Haight St & Clayton St,37.76993561,-122.44685364,37.76984024,-122.44873047
Haight St & Stanyan St,Stanyan St & Oak St,37.76933289,-122.45284271,37.77085495,-122.45378876
Stanyan St & Oak St,Stanyan St & Hayes St,37.77085495,-122.45378876,37.77281952,-122.45418549
Stanyan St & Hayes St,Fulton St & Stanyan St,37.77281952,-122.45418549,37.77475739,-122.45452118
Fulton St & Stanyan St,Arguello Blvd & Fulton St,37.77475739,-122.45452118,37.77442551,-122.45829773
Arguello Blvd & Fulton St,Arguello Blvd & Turk St,37.77442551,-122.45829773,37.77747726,-122.45851898
Arguello Blvd & Turk St,Arguello Blvd & Geary St,37.77747726,-122.45851898,37.78186798,-122.45880890
Arguello Blvd & Geary St,Arguello Blvd & Euclid Ave,37.78186798,-122.45880890,37.78374100,-122.45895386
Arguello Blvd & Euclid Ave,Arguello Blvd & California St,37.78374100,-122.45895386,37.78559494,-122.45909119
Arguello Blvd & California St,Sacramento St & Cherry St,37.78559494,-122.45909119,37.78690720,-122.45655823
Sacramento St & Cherry St,California St & Cherry St,37.78690720,-122.45655823,37.78604126,-122.45683289
California St & Cherry St,Arguello Blvd & California St,37.78604126,-122.45683289,37.78559494,-122.45909119
Arguello Blvd & California St,Arguello Blvd & Clement St,37.78559494,-122.45909119,37.78306961,-122.45906830
Arguello Blvd & Clement St,Arguello Blvd & Geary St,37.78306961,-122.45906830,37.78186798,-122.45880890
Arguello Blvd & Geary St,Arguello Blvd & Balboa St,37.78186798,-122.45880890,37.77707672,-122.45864868
Arguello Blvd & Balboa St,Fulton St & Arguello Blvd,37.77707672,-122.45864868,37.77435303,-122.45841980
Fulton St & Arguello Blvd,Stanyan St & Fulton St,37.77435303,-122.45841980,37.77460480,-122.45471191
Stanyan St & Fulton St,Stanyan St & Hayes St,37.77460480,-122.45471191,37.77281952,-122.45418549
Stanyan St & Hayes St,Haight St & Stanyan St,37.77281952,-122.45418549,37.76933289,-122.45284271
Haight St & Clayton St,Ashbury St & Waller St,37.76984024,-122.44873047,37.76916122,-122.44685364
Ashbury St & Waller St,Ashbury St & Frederick St,37.76916122,-122.44685364,37.76730347,-122.44647217
Ashbury St & Frederick St,Ashbury St & Piedmont St,37.76730347,-122.44647217,37.76529694,-122.44607544
Ashbury St & Piedmont St,Ashbury St & Clifford Ter,37.76529694,-122.44607544,37.76428223,-122.44594574
Ashbury St & Clifford Ter,Ashbury St & Clayton St,37.76428223,-122.44594574,37.76301575,-122.44696808
Ashbury St & Clayton St,Clayton St & Twin Peaks Blvd,37.76301575,-122.44696808,37.76086426,-122.44648743
Clayton St & Twin Peaks Blvd,Clayton St & Corbett Ave,37.76086426,-122.44648743,37.75879288,-122.44593811
Clayton St & Corbett Ave,Clayton St & Market St,37.75879288,-122.44593811,37.75838470,-122.44448090
Clayton St & Market St,Market St & Clayton St,37.75838470,-122.44448090,37.75840759,-122.44405365
Market St & Clayton St,18th St & Danvers St,37.75840759,-122.44405365,37.76035690,-122.44354248
18th St & Danvers St,18th St & Hattie St,37.76035690,-122.44354248,37.76058578,-122.44108582
18th St & Hattie St,18th St & Diamond St,37.76058578,-122.44108582,37.76070023,-122.43729401
18th St & Diamond St,18th St & Castro St,37.76070023,-122.43729401,37.76095200,-122.43515015
18th St & Castro St,18th St & Noe St,37.76095200,-122.43515015,37.76109314,-122.43268585
18th St & Noe St,18th St & Sanchez St,37.76109314,-122.43268585,37.76122665,-122.43046570
18th St & Sanchez St,18th St & Church St,37.76122665,-122.43046570,37.76137161,-122.42819214
18th St & Church St,18th St & Dolores St,37.76137161,-122.42819214,37.76148605,-122.42623901
18th St & Dolores St,18th St & Guerrero St,37.76148605,-122.42623901,37.76161957,-122.42395782
18th St & Guerrero St,18th St & Valencia St,37.76161957,-122.42395782,37.76176071,-122.42173004
18th St & Valencia St,Mission St & 18th St,37.76176071,-122.42173004,37.76263428,-122.41934967
Mission St & 18th St,16th St & Mission St,37.76263428,-122.41934967,37.76515198,-122.41960907
16th St & Potrero Ave,Potrero Ave & Mariposa St,37.76580048,-122.40762329,37.76328278,-122.40725708
Potrero Ave & 24th St,25th St & Potrero Ave,37.75342178,-122.40625000,37.75140762,-122.40667725
Bosworth St & Diamond St,Diamond St & Chenery St,37.73359680,-122.43401337,37.73445892,-122.43383789
Diamond St & Chenery St,Chenery St & Natick St,37.73445892,-122.43383789,37.73458099,-122.43190765
Chenery St & Natick St,Chenery St & Roanoke St,37.73458099,-122.43190765,37.73563004,-122.43019867
Chenery St & Roanoke St,Chenery St & Mateo St,37.73563004,-122.43019867,37.73646164,-122.42893982
Chenery St & Mateo St,Chenery St & Miguel St,37.73646164,-122.42893982,37.73714066,-122.42774963
Chenery St & Miguel St,Bemis St & Addison St,37.73714066,-122.42774963,37.73793030,-122.42945862
Bemis St & Addison St,46 Addison St,37.73793030,-122.42945862,37.73773575,-122.43100739
46 Addison St,164 Addison St,37.73773575,-122.43100739,37.73817062,-122.43280792
164 Addison St,Addison St & Digby St,37.73817062,-122.43280792,37.74000168,-122.43360901
Addison St & Digby St,Addison St & Farnum St,37.74000168,-122.43360901,37.74018860,-122.43421936
Addison St & Farnum St,Diamond Heights Blvd & Addison St,37.74018860,-122.43421936,37.74019623,-122.43576050
Diamond Heights Blvd & Addison St,Diamond St & Diamond Heights Blvd,37.74019623,-122.43576050,37.73819733,-122.43742371
Diamond St & Diamond Heights Blvd,Diamond St & 29th St,37.73819733,-122.43742371,37.74324799,-122.43566132
Diamond St & 29th St,Diamond St & 28th St,37.74324799,-122.43566132,37.74468613,-122.43560028
Diamond St & 28th St,Diamond St & Duncan St,37.74468613,-122.43560028,37.74563980,-122.43586731
Diamond St & Duncan St,Diamond St & 27th St,37.74563980,-122.43586731,37.74629211,-122.43576050
Diamond St & 27th St,Diamond St & Cesar Chavez St,37.74629211,-122.43576050,37.74710464,-122.43584442
Diamond St & Cesar Chavez St,Diamond St & 26th St,37.74710464,-122.43584442,37.74789047,-122.43591309
Diamond St & 26th St,Diamond St & Clipper St,37.74789047,-122.43591309,37.74885178,-122.43616486
Diamond St & Clipper St,Diamond St & 25th St,37.74885178,-122.43616486,37.74964905,-122.43621063
Diamond St & 25th St,Diamond St & 24th St,37.74964905,-122.43621063,37.75107574,-122.43621826
Diamond St & 24th St,24th St & Douglass St,37.75107574,-122.43621826,37.75110245,-122.43836212
24th St & Douglass St,24th St & Hoffman Ave,37.75110245,-122.43836212,37.75097656,-122.44050598
24th St & Hoffman Ave,Hoffman Ave & 23rd St,37.75097656,-122.44050598,37.75241089,-122.44074249
Hoffman Ave & 23rd St,Hoffman Ave & 22nd St,37.75241089,-122.44074249,37.75400925,-122.44088745
Hoffman Ave & 22nd St,Grand View Ave & 21st St,37.75400925,-122.44088745,37.75503922,-122.44042969
Grand View Ave & 21st St,21st St & Douglass St,37.75503922,-122.44042969,37.75535965,-122.43901062
21st St & Douglass St,Eureka St & 21st St,37.75535965,-122.43901062,37.75597382,-122.43790436
Eureka St & 21st St,Eureka St & 20th St,37.75597382,-122.43790436,37.75740814,-122.43788147
Eureka St & 20th St,Eureka St & 19th St,37.75740814,-122.43788147,37.75903320,-122.43804169
Eureka St & 19th St,Eureka St & 18th St,37.75903320,-122.43804169,37.76063156,-122.43818665
Eureka St & 18th St,Eureka St & Market St,37.76063156,-122.43818665,37.76159286,-122.43827820
Eureka St & Market St,Castro St & Market St,37.76159286,-122.43827820,37.76239777,-122.43526459
Castro St & 20th St,20th St & Collingwood St,37.75777817,-122.43476868,37.75767517,-122.43596649
20th St & Collingwood St,20th St & Eureka St,37.75767517,-122.43596649,37.75756073,-122.43786621
20th St & Eureka St,Eureka St & 21st St,37.75756073,-122.43786621,37.75597382,-122.43790436
Eureka St & 21st St,Eureka St & 22nd St,37.75597382,-122.43790436,37.75436783,-122.43774414
Eureka St & 22nd St,Douglass St & Alvarado St,37.75436783,-122.43774414,37.75352097,-122.43875122
Douglass St & Alvarado St,Douglass St & 24th St,37.75352097,-122.43875122,37.75112152,-122.43853760
Douglass St & 24th St,24th St & Diamond St,37.75112152,-122.43853760,37.75109100,-122.43640137
24th St & Diamond St,Diamond St & 25th St,37.75109100,-122.43640137,37.74964905,-122.43621063
Diamond St & 25th St,Diamond St & Clipper St,37.74964905,-122.43621063,37.74885178,-122.43616486
Diamond St & Clipper St,Diamond St & 26th St,37.74885178,-122.43616486,37.74789047,-122.43591309
Diamond St & 26th St,Diamond St & Cesar Chavez St,37.74789047,-122.43591309,37.74710464,-122.43584442
Diamond St & Cesar Chavez St,Diamond St & 27th St,37.74710464,-122.43584442,37.74629211,-122.43576050
Diamond St & 27th St,Diamond St & Duncan St,37.74629211,-122.43576050,37.74563980,-122.43586731
Diamond St & Duncan St,Diamond St & 28th St,37.74563980,-122.43586731,37.74468613,-122.43560028
Diamond St & 28th St,Diamond St & 29th St,37.74468613,-122.43560028,37.74324799,-122.43566132
Diamond St & 29th St,Diamond St & Diamond Heights Blvd,37.74324799,-122.43566132,37.73819733,-122.43742371
Diamond St & Diamond Heights Blvd,Addison St & Diamond Heights Blvd,37.73819733,-122.43742371,37.74003601,-122.43571472
Addison St & Diamond Heights Blvd,Addison St & Farnum St,37.74003601,-122.43571472,37.74018860,-122.43421936
Addison St & Farnum St,Farnum St & Moffitt St,37.74018860,-122.43421936,37.73833466,-122.43406677
Farnum St & Moffitt St,33 Moffitt St,37.73833466,-122.43406677,37.73683548,-122.43218994
33 Moffitt St,Bemis St & Moffitt St,37.73683548,-122.43218994,37.73665619,-122.43118286
Bemis St & Moffitt St,Bemis St & Addison St,37.73665619,-122.43118286,37.73793030,-122.42945862
Bemis St & Addison St,Chenery St & Miguel St,37.73793030,-122.42945862,37.73714066,-122.42774963
Chenery St & Miguel St,Chenery St & Mateo St,37.73714066,-122.42774963,37.73646164,-122.42893982
Chenery St & Mateo St,Chenery St & Roanoke St,37.73646164,-122.42893982,37.73563004,-122.43019867
Chenery St & Roanoke St,Chenery St & Castro St,37.73563004,-122.43019867,37.73460007,-122.43232727
Chenery St & Castro St,Diamond St & Chenery St,37.73460007,-122.43232727,37.73445892,-122.43383789
Valencia St & Mission St,Valencia St & Cesar Chavez St,37.74594116,-122.41998291,37.74799347,-122.42034912
Valencia St & Cesar Chavez St,Mission St & Valencia St,37.74799347,-122.42034912,37.74507904,-122.42030334
Mission St & Valencia St,30th St & Mission St,37.74507904,-122.42030334,37.74240875,-122.42203522
30th St & Dolores St,Chenery St & 30th St,37.74230576,-122.42402649,37.74201965,-122.42575073
Chenery St & 30th St,Chenery St & Randall St,37.74201965,-122.42575073,37.73992920,-122.42568970
Chenery St & Randall St,Randall St & Whitney St,37.73992920,-122.42568970,37.73970032,-122.42756653
Randall St & Whitney St,Whitney St & Fairmount St,37.73970032,-122.42756653,37.73890305,-122.42749023
Whitney St & Fairmount St,Chenery St & Miguel St,37.73890305,-122.42749023,37.73714066,-122.42774963
Diamond St & Chenery St,Diamond St & Bosworth St,37.73445892,-122.43383789,37.73350525,-122.43415070
Monterey Blvd & Edna St,Foerster St & Monterey Blvd,37.73163223,-122.44647217,37.73169327,-122.44875336
Foerster St & Monterey Blvd,Foerster St & Mangels Ave,37.73169327,-122.44875336,37.73315048,-122.44895172
Foerster St & Mangels Ave,Foerster St & Teresita Blvd,37.73315048,-122.44895172,37.73419571,-122.44879913
Foerster St & Teresita Blvd,900 Teresita Blvd,37.73419571,-122.44879913,37.73395157,-122.44635773
900 Teresita Blvd,Teresita Blvd & Stillings Ave,37.73395157,-122.44635773,37.73447037,-122.44528198
Teresita Blvd & Stillings Ave,Teresita Blvd & Foerster St,37.73447037,-122.44528198,37.73569489,-122.44646454
Teresita Blvd & Foerster St,636 Teresita Blvd,37.73569489,-122.44646454,37.73678970,-122.44567108
636 Teresita Blvd,Teresita Blvd & Marietta Dr,37.73678970,-122.44567108,37.73747635,-122.44633484
Teresita Blvd & Marietta Dr,Teresita Blvd & El Sereno Ct,37.73747635,-122.44633484,37.73892975,-122.44605255
Teresita Blvd & El Sereno Ct,Teresita Blvd & Gaviota Way,37.73892975,-122.44605255,37.73989487,-122.44773102
Teresita Blvd & Gaviota Way,Reposa Way & Teresita Blvd,37.73989487,-122.44773102,37.74082184,-122.44936371
Reposa Way & Teresita Blvd,Reposa Way & Myra Way,37.74082184,-122.44936371,37.74019623,-122.45060730
Reposa Way & Myra Way,Myra Way & Omar Way,37.74019623,-122.45060730,37.73924255,-122.45035553
Myra Way & Omar Way,555 Myra Way,37.73924255,-122.45035553,37.73818207,-122.45071411
555 Myra Way,Myra Way & Molimo Dr,37.73818207,-122.45071411,37.73781586,-122.45149231
Myra Way & Molimo Dr,Myra Way & Dalewood Way,37.73781586,-122.45149231,37.73670959,-122.45379639
Myra Way & Dalewood Way,Myra Way & Molimo Dr,37.73670959,-122.45379639,37.73781586,-122.45149231
Myra Way & Molimo Dr,555 Myra Way,37.73781586,-122.45149231,37.73818207,-122.45071411
555 Myra Way,Myra Way & Omar Way,37.73818207,-122.45071411,37.73924255,-122.45035553
Myra Way & Omar Way,Myra Way & Reposa Way,37.73924255,-122.45035553,37.74003983,-122.45053864
Myra Way & Reposa Way,Teresita Blvd & Reposa Way,37.74003983,-122.45053864,37.74097443,-122.44922638
Teresita Blvd & Reposa Way,Teresita Blvd & Isola Way,37.74097443,-122.44922638,37.74184036,-122.45046997
Teresita Blvd & Isola Way,Teresita Blvd & Marietta Dr,37.74184036,-122.45046997,37.73747635,-122.44633484
Teresita Blvd & Marietta Dr,Teresita Blvd & Fowler Ave,37.73747635,-122.44633484,37.74349213,-122.45138550
Teresita Blvd & Fowler Ave,Teresita Blvd & Portola Dr,37.74349213,-122.45138550,37.74507904,-122.45210266
Teresita Blvd & Portola Dr,Woodside Ave & Portola Dr,37.74507904,-122.45210266,37.74576569,-122.45243073
Woodside Ave & Hernandez Ave,Laguna Honda Blvd & Dewey Blvd,37.74637985,-122.45535278,37.74723053,-122.45907593
Laguna Honda Blvd & Dewey Blvd,Laguna Honda Blvd/Metro Forest Hill Station,37.74723053,-122.45907593,37.74811935,-122.45886993
Laguna Honda Blvd/Metro Forest Hill Station,Laguna Honda Blvd & Clarendon Ave,37.74811935,-122.45886993,37.75070953,-122.46092224
Laguna Honda Blvd & Clarendon Ave,Clarendon Ave & Clarendon Woods S,37.75070953,-122.46092224,37.75170898,-122.45838928
Clarendon Ave & Clarendon Woods S,Clarendon Ave & Olympia Way,37.75170898,-122.45838928,37.75162888,-122.45617676
Clarendon Ave & Olympia Way,Clarendon Ave & Galewood Circle,37.75162888,-122.45617676,37.75307465,-122.45585632
Clarendon Ave & Galewood Circle,Clarendon Ave & Panorama Dr,37.75307465,-122.45585632,37.75368118,-122.45551300
Clarendon Ave & Panorama Dr,Panorama Dr & Dellbrook Ave,37.75368118,-122.45551300,37.75345612,-122.45262909
Panorama Dr & Dellbrook Ave,Marview Way & Panorama Dr,37.75345612,-122.45262909,37.75361633,-122.45053864
Marview Way & Panorama Dr,Skyview Way & Aquavista Way,37.75361633,-122.45053864,37.75121689,-122.45009613
Skyview Way & Aquavista Way,Skyview Way & Gladeview Dr,37.75121689,-122.45009613,37.74994278,-122.45033264
Skyview Way & Gladeview Dr,Skyview Way & Cityview Way,37.74994278,-122.45033264,37.74892426,-122.45044708
Skyview Way & Cityview Way,Cityview Way & Knollview Way,37.74892426,-122.45044708,37.74889755,-122.45137787
Cityview Way & Knollview Way,Panorama Dr & Starview Way,37.74889755,-122.45137787,37.74926376,-122.45202637
Panorama Dr & Starview Way,Olympia Way & Panorama Dr,37.74926376,-122.45202637,37.75129700,-122.45227051
Olympia Way & Panorama Dr,Olympia Way & Dellbrook Ave,37.75129700,-122.45227051,37.75134277,-122.45439148
Olympia Way & Dellbrook Ave,Olympia Way & Clarendon Ave,37.75134277,-122.45439148,37.75149536,-122.45622253
Olympia Way & Clarendon Ave,Clarendon Ave & Galewood Circle,37.75149536,-122.45622253,37.75307465,-122.45585632
Clarendon Ave & Panorama Dr,Oakpark Dr & Forest Knolls Dr,37.75368118,-122.45551300,37.75530243,-122.45541382
Oakpark Dr & Forest Knolls Dr,Warren Dr & Oakpark Dr,37.75530243,-122.45541382,37.75534058,-122.45635223
Warren Dr & Oakpark Dr,117 Warren Dr,37.75534058,-122.45635223,37.75368118,-122.45797729
117 Warren Dr,Warren Dr & Christopher Dr,37.75368118,-122.45797729,37.75376129,-122.45996857
Warren Dr & Christopher Dr,Warren Dr & Devonshire Way,37.75376129,-122.45996857,37.75447464,-122.46108246
Warren Dr & Devonshire Way,345 Warren Dr,37.75447464,-122.46108246,37.75540161,-122.46131134
345 Warren Dr,400 Warren Dr,37.75540161,-122.46131134,37.75690842,-122.46148682
400 Warren Dr,455 Warren Dr,37.75690842,-122.46148682,37.75772095,-122.46189880
455 Warren Dr,Warren Dr & Locksley Ave,37.75772095,-122.46189880,37.75869370,-122.46313477
Warren Dr & Locksley Ave,7th Ave & Lawton St,37.75869370,-122.46313477,37.75842667,-122.46385956
7th Ave & Lawton St,1697 7th Ave,37.75842667,-122.46385956,37.75659561,-122.46373749
1697 7th Ave,7th Ave & Laguna Honda Blvd,37.75659561,-122.46373749,37.75489426,-122.46367645
7th Ave & Laguna Honda Blvd,Laguna Honda Blvd & Clarendon Ave,37.75489426,-122.46367645,37.75070953,-122.46092224
Laguna Honda Blvd & Clarendon Ave,Laguna Honda Blvd/Metro Forest Hill Station,37.75070953,-122.46092224,37.74811935,-122.45886993
Laguna Honda Blvd/Metro Forest Hill Station,Woodside Ave & Balceta Ave,37.74811935,-122.45886993,37.74649048,-122.45644379
Woodside Ave & Portola Dr,Fowler Ave & Portola Dr,37.74576569,-122.45243073,37.74435425,-122.45323181
Fowler Ave & Portola Dr,Teresita Blvd & Evelyn Way,37.74435425,-122.45323181,37.74306488,-122.45117950
Teresita Blvd & Evelyn Way,Teresita Blvd & Isola Way,37.74306488,-122.45117950,37.74184036,-122.45046997
Teresita Blvd & Isola Way,Reposa Way & Teresita Blvd,37.74184036,-122.45046997,37.74082184,-122.44936371
Teresita Blvd & Reposa Way,Teresita Blvd & Gaviota Way,37.74097443,-122.44922638,37.73989487,-122.44773102
Teresita Blvd & Gaviota Way,Teresita Blvd & El Sereno Ct,37.73989487,-122.44773102,37.73892975,-122.44605255
Teresita Blvd & El Sereno Ct,Teresita Blvd & Bella Vista Way,37.73892975,-122.44605255,37.73770142,-122.44663239
Teresita Blvd & Bella Vista Way,636 Teresita Blvd,37.73770142,-122.44663239,37.73678970,-122.44567108
636 Teresita Blvd,Teresita Blvd & Foerster St,37.73678970,-122.44567108,37.73569489,-122.44646454
Teresita Blvd & Foerster St,Teresita Blvd & Stillings Ave,37.73569489,-122.44646454,37.73447037,-122.44528198
Teresita Blvd & Stillings Ave,900 Teresita Blvd,37.73447037,-122.44528198,37.73395157,-122.44635773
900 Teresita Blvd,Teresita Blvd & Foerster St,37.73395157,-122.44635773,37.73569489,-122.44646454
Teresita Blvd & Foerster St,Foerster St & Mangels Ave,37.73569489,-122.44646454,37.73315048,-122.44895172
Foerster St & Mangels Ave,Monterey Blvd & Foerster St,37.73315048,-122.44895172,37.73161316,-122.44916534
Diamond St & Bosworth St,Diamond St & Chenery St,37.73350525,-122.43415070,37.73445892,-122.43383789
Chenery St & Miguel St,Chenery St & Fairmount St,37.73714066,-122.42774963,37.73889923,-122.42578888
Chenery St & Fairmount St,Chenery St & Randall St,37.73889923,-122.42578888,37.73992920,-122.42568970
Chenery St & Randall St,Chenery St & 30th St,37.73992920,-122.42568970,37.74201965,-122.42575073
Chenery St & 30th St,30th St & Dolores St,37.74201965,-122.42575073,37.74230576,-122.42402649
30th St & Dolores St,Mission St & 30th St,37.74230576,-122.42402649,37.74240875,-122.42194366
Mission St & 30th St,Valencia St & Mission St,37.74240875,-122.42194366,37.74594116,-122.41998291
Parkridge Dr & Burnett Ave,Burnett Ave & Crestline Dr,37.75040817,-122.44577789,37.74912262,-122.44493866
Burnett Ave & Crestline Dr,Burnett Ave & Dawnview Way,37.74912262,-122.44493866,37.74805832,-122.44490051
Burnett Ave & Dawnview Way,Portola Dr & Clipper St,37.74805832,-122.44490051,37.74715042,-122.44419861
Portola Dr & Clipper St,Corbett Ave & Cuesta Ct,37.74715042,-122.44419861,37.75085068,-122.44396210
Corbett Ave & Cuesta Ct,925 Corbett Ave,37.75085068,-122.44396210,37.75208282,-122.44341278
925 Corbett Ave,800 Corbett Ave,37.75208282,-122.44341278,37.75399017,-122.44300079
800 Corbett Ave,Corbett Ave & Romain St,37.75399017,-122.44300079,37.75548172,-122.44279480
Corbett Ave & Romain St,Corbett Ave & Graystone Ter,37.75548172,-122.44279480,37.75640869,-122.44328308
Corbett Ave & Graystone Ter,539 Corbett Ave,37.75640869,-122.44328308,37.75749969,-122.44414520
539 Corbett Ave,Corbett Ave & Clayton St,37.75749969,-122.44414520,37.75894165,-122.44613647
Corbett Ave & Clayton St,341 Corbett Ave,37.75894165,-122.44613647,37.75990677,-122.44507599
341 Corbett Ave,Corbett Ave & Mars St,37.75990677,-122.44507599,37.76054382,-122.44425201
Corbett Ave & Mars St,Corbett Ave & Danvers St,37.76054382,-122.44425201,37.76120377,-122.44404602
Corbett Ave & Danvers St,211 Corbett Ave,37.76120377,-122.44404602,37.76164627,-122.44294739
211 Corbett Ave,Corbett Ave & Hattie St,37.76164627,-122.44294739,37.76171112,-122.44112396
Corbett Ave & Hattie St,Corbett Ave & Douglass St,37.76171112,-122.44112396,37.76208115,-122.43962097
Corbett Ave & Douglass St,Market St & Castro St,37.76208115,-122.43962097,37.76292038,-122.43460846
Market St & Sanchez St,14th St & Church St,37.76618576,-122.43070984,37.76776886,-122.42908478
14th St & Church St,14th St & Sanchez St,37.76776886,-122.42908478,37.76766968,-122.43110657
14th St & Sanchez St,14th St & Noe St,37.76766968,-122.43110657,37.76750946,-122.43327332
14th St & Noe St,14th St & Castro St,37.76750946,-122.43327332,37.76737976,-122.43583679
14th St & Castro St,14th St & Alpine Ter,37.76737976,-122.43583679,37.76729584,-122.43721008
14th St & Alpine Ter,Buena Vista Ter & Roosevelt Way,37.76729584,-122.43721008,37.76684952,-122.43814850
Buena Vista Ter & Roosevelt Way,Buena Vista Ter & Buena Vista Ave E,37.76684952,-122.43814850,37.76882935,-122.43833160
Buena Vista Ter & Buena Vista Ave E,Buena Vista Ave E & Buena Vista Ter,37.76882935,-122.43833160,37.76773071,-122.44020844
Buena Vista Ave E & Buena Vista Ter,Upper Ter & Buena Vista Ave West,37.76773071,-122.44020844,37.76581955,-122.44280243
Upper Ter & Buena Vista Ave West,Upper Ter & Masonic Ave,37.76581955,-122.44280243,37.76544952,-122.44338226
Upper Ter & Masonic Ave,414 Roosevelt Way,37.76544952,-122.44338226,37.76449585,-122.44329834
414 Roosevelt Way,Roosevelt Way & Clifford Ter,37.76449585,-122.44329834,37.76372910,-122.44290924
Roosevelt Way & Clifford Ter,Roosevelt Way & Lower Ter,37.76372910,-122.44290924,37.76342010,-122.44370270
Roosevelt Way & Lower Ter,Roosevelt Way & 17th St,37.76342010,-122.44370270,37.76197052,-122.44537354
Roosevelt Way & 17th St,17th St & Clayton St,37.76197052,-122.44537354,37.76185226,-122.44670105
17th St & Clayton St,17th St & Belvedere St,37.76185226,-122.44670105,37.76176071,-122.44767761
17th St & Belvedere St,17th St & Cole St,37.76176071,-122.44767761,37.76168060,-122.44898224
17th St & Cole St,Cole St & Alma St,37.76168060,-122.44898224,37.76326370,-122.44953156
Cole St & Alma St,Cole St & Parnassus Ave,37.76326370,-122.44953156,37.76477051,-122.44970703
Cole St & Parnassus Ave,Cole St & Carl St,37.76477051,-122.44970703,37.76594162,-122.44991302
Haight St & Clayton St,Masonic Ave & Haight St,37.76984024,-122.44873047,37.77015305,-122.44538116
Masonic Ave & Haight St,Ashbury St & Haight St,37.77015305,-122.44538116,37.76993561,-122.44685364
Cole St & Frederick St,Cole St & Carl St,37.76683044,-122.45020294,37.76594162,-122.44991302
Cole St & Carl St,Cole St & Parnassus Ave,37.76594162,-122.44991302,37.76477051,-122.44970703
Cole St & Parnassus Ave,Cole St & Alma St,37.76477051,-122.44970703,37.76326370,-122.44953156
Cole St & Alma St,Cole St & 17th St,37.76326370,-122.44953156,37.76171112,-122.44921112
Cole St & 17th St,Cole St & Carmel St,37.76171112,-122.44921112,37.76092529,-122.44905090
Cole St & Carmel St,Carmel St & Belvedere St,37.76092529,-122.44905090,37.76092148,-122.44763184
Carmel St & Belvedere St,Carmel St & Twin Peaks Blvd,37.76092148,-122.44763184,37.76093674,-122.44663239
Carmel St & Twin Peaks Blvd,Roosevelt Way & 17th St,37.76093674,-122.44663239,37.76197052,-122.44537354
Roosevelt Way & 17th St,Roosevelt Way & Lower Ter,37.76197052,-122.44537354,37.76342010,-122.44370270
Roosevelt Way & Lower Ter,Roosevelt Way & Clifford Ter,37.76342010,-122.44370270,37.76372910,-122.44290924
Roosevelt Way & Clifford Ter,415 Roosevelt Way,37.76372910,-122.44290924,37.76449585,-122.44313812
415 Roosevelt Way,Roosevelt Way & Museum Way,37.76449585,-122.44313812,37.76536179,-122.44101715
Roosevelt Way & Museum Way,Roosevelt Way & 15th St,37.76536179,-122.44101715,37.76649475,-122.43950653
Roosevelt Way & 15th St,Roosevelt Way & Buena Vista Ter,37.76649475,-122.43950653,37.76669693,-122.43827820
Roosevelt Way & Buena Vista Ter,Roosevelt Way & 14th St,37.76669693,-122.43827820,37.76716232,-122.43722534
Roosevelt Way & 14th St,14th St & Castro St,37.76716232,-122.43722534,37.76737976,-122.43583679
14th St & Castro St,14th St & Noe St,37.76737976,-122.43583679,37.76750946,-122.43327332
14th St & Noe St,14th St & Sanchez St,37.76750946,-122.43327332,37.76766968,-122.43110657
14th St & Sanchez St,14th St & Church St,37.76766968,-122.43110657,37.76776886,-122.42908478
14th St & Church St,Market St & 15th St,37.76776886,-122.42908478,37.76568985,-122.43139648
Market St & 15th St,Market St & 16th St,37.76568985,-122.43139648,37.76390839,-122.43366241
Market St & Castro St,17th St & Diamond St,37.76292038,-122.43460846,37.76241684,-122.43749237
17th St & Diamond St,Corbett Ave & Ord St,37.76241684,-122.43749237,37.76189804,-122.44021606
Corbett Ave & Ord St,Corbett Ave & Hattie St,37.76189804,-122.44021606,37.76171112,-122.44112396
Corbett Ave & Hattie St,210 Corbett Ave,37.76171112,-122.44112396,37.76179886,-122.44284058
210 Corbett Ave,Corbett Ave & Danvers St,37.76179886,-122.44284058,37.76120377,-122.44404602
Corbett Ave & Danvers St,Corbett Ave & Mars St,37.76120377,-122.44404602,37.76054382,-122.44425201
Corbett Ave & Mars St,328 Corbett Ave,37.76054382,-122.44425201,37.75992584,-122.44532776
328 Corbett Ave,Corbett Ave & Clayton St,37.75992584,-122.44532776,37.75894165,-122.44613647
Corbett Ave & Clayton St,Corbett Ave & Iron Aly,37.75894165,-122.44613647,37.75783157,-122.44474030
Corbett Ave & Iron Aly,Corbett Ave & Graystone Ter,37.75783157,-122.44474030,37.75640869,-122.44328308
Corbett Ave & Graystone Ter,Corbett Ave & Romain St,37.75640869,-122.44328308,37.75548172,-122.44279480
Corbett Ave & Romain St,795 Corbett Ave,37.75548172,-122.44279480,37.75411987,-122.44301605
