Time, Eating, beenHit, Dead, Dancing, Pposx, Pposy, lastAct,Pvelx, Pvely, Prot, Mposx, Mposy, Mvelx, Mvely, Mrot, numFruit, PMdis, Meat, mDance
1.18182,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.19859,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.21537,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.23213,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.24898,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.26572,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.28249,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.29924,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.31597,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.3329,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.34967,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.36658,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.3834,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.40028,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.41703,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.43372,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.45051,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.46727,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.48403,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.5009,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.51775,0,0,0,0,80,20,Wander,0, 0,0,100,477,1.5e-07,-3,-4.0413,1,457.437,0,0
1.5432,0,0,0,0,80,20.5031,Seek,2.51535e-08, 0.50307,0.16769,100,474,1.38443e-07,-3,-4.18188,1,453.938,0,0
1.55108,0,0,0,0,80,20.5031,Seek,2.51535e-08, 0.50307,0.16769,100,474,1.38443e-07,-3,-4.18188,1,453.938,0,0
1.57564,0,0,0,0,80,21.4238,Seek,4.66853e-08, 0.920756,0.333848,100,471,1.30044e-07,-3,-4.32118,1,450.021,0,0
1.58464,0,0,0,0,80,21.4238,Seek,4.66853e-08, 0.920756,0.333848,100,471,1.30044e-07,-3,-4.32118,1,450.021,0,0
1.60934,0,0,0,0,80,22.6939,Seek,6.59731e-08, 1.27006,0.4996,100,468,1.24455e-07,-3,-4.46014,1,445.755,0,0
1.6182,0,0,0,0,80,22.6939,Seek,6.59731e-08, 1.27006,0.4996,100,468,1.24455e-07,-3,-4.46014,1,445.755,0,0
1.64297,0,0,0,0,80,24.2542,Seek,8.39908e-08, 1.56034,0.664046,100,465,1.2155e-07,-3,-4.598,1,441.199,0,0
1.65177,0,0,0,0,80,24.2542,Seek,8.39908e-08, 1.56034,0.664046,100,465,1.2155e-07,-3,-4.598,1,441.199,0,0
1.67603,0,0,0,0,80,26.056,Seek,1.01856e-07, 1.80176,0.827282,100,462,1.2129e-07,-3,-4.73485,1,436.403,0,0
1.6853,0,0,0,0,80,26.056,Seek,1.01856e-07, 1.80176,0.827282,100,462,1.2129e-07,-3,-4.73485,1,436.403,0,0
1.71008,0,0,0,0,80,28.0586,Seek,1.20843e-07, 2.00258,0.989331,100,459,1.23816e-07,-3,-4.8707,1,431.405,0,0
1.71885,0,0,0,0,80,28.0586,Seek,1.20843e-07, 2.00258,0.989331,100,459,1.23816e-07,-3,-4.8707,1,431.405,0,0
1.74364,0,0,0,0,80,30.2284,Seek,1.42709e-07, 2.16986,1.1504,100,456,1.29532e-07,-3,-5.00574,1,426.241,0,0
1.7524,0,0,0,0,80,30.2284,Seek,1.42709e-07, 2.16986,1.1504,100,456,1.29532e-07,-3,-5.00574,1,426.241,0,0
1.77732,0,0,0,0,80.227,32.4833,Seek,0.22695, 2.25487,1.31031,100,453,1.39248e-07,-3,-5.13979,1,420.981,0,0
1.78595,0,0,0,0,80.227,32.4833,Seek,0.22695, 2.25487,1.31031,100,453,1.39248e-07,-3,-5.13979,1,420.981,0,0
1.81034,0,0,0,0,80.4117,34.8632,Seek,0.184709, 2.37991,1.46934,100,450,1.54608e-07,-3,-5.27312,1,415.599,0,0
1.81949,0,0,0,0,80.4117,34.8632,Seek,0.184709, 2.37991,1.46934,100,450,1.54608e-07,-3,-5.27312,1,415.599,0,0
1.84388,0,0,0,0,80.5572,37.3469,Seek,0.145548, 2.48369,1.62697,100,447,1.78958e-07,-3,-5.40527,1,410.114,0,0
1.85386,0,0,0,0,80.5572,37.3469,Seek,0.145548, 2.48369,1.62697,100,447,1.78958e-07,-3,-5.40527,1,410.114,0,0
1.8786,0,0,0,0,80.6651,39.9192,Seek,0.107846, 2.57229,1.78769,100,444,1.67294e-07,-3,-5.54001,1,404.543,0,0
1.88959,0,0,0,0,80.6651,39.9192,Seek,0.107846, 2.57229,1.78769,100,444,1.67294e-07,-3,-5.54001,1,404.543,0,0
1.91457,0,0,0,0,80.7359,42.5676,Seek,0.0708504, 2.64838,1.95351,100,441,1.59741e-07,-3,-5.67902,1,398.898,0,0
1.92462,0,0,0,0,80.7359,42.5676,Seek,0.0708504, 2.64838,1.95351,100,441,1.59741e-07,-3,-5.67902,1,398.898,0,0
1.94983,0,0,0,0,80.7721,45.2772,Seek,0.0362128, 2.70962,2.11529,100,438,1.56778e-07,-3,-5.81465,1,393.193,0,0
1.9619,0,0,0,0,80.7721,45.2772,Seek,0.0362128, 2.70962,2.11529,100,438,1.56778e-07,-3,-5.81465,1,393.193,0,0
1.98731,0,0,0,0,80.7724,48.0401,Seek,0.000241298, 2.76288,2.28561,100,435,1.58618e-07,-3,-5.92718,1,387.437,0,0
1.99645,0,0,0,0,80.7724,48.0401,Seek,0.000241298, 2.76288,2.28561,100,435,1.58618e-07,-3,-5.92718,1,387.437,0,0
2.02175,0,0,0,0,80.7391,50.8429,Seek,-0.0332425, 2.80282,2.44277,100,432,1.65776e-07,-3,-5.99,1,381.643,0,0
2.03042,0,0,0,0,80.7391,50.8429,Seek,-0.0332425, 2.80282,2.44277,100,432,1.65776e-07,-3,-5.99,1,381.643,0,0
2.05619,0,0,0,0,80.9333,53.6284,Seek,0.194189, 2.78552,2.59603,100,429,1.80082e-07,-3,-6.01057,1,375.855,0,0
2.0653,0,0,0,0,80.9333,53.6284,Seek,0.194189, 2.78552,2.59603,100,429,1.80082e-07,-3,-6.01057,1,375.855,0,0
2.09269,0,0,0,0,81.0752,56.451,Seek,0.141843, 2.82258,2.75225,100,426.052,2.00986e-07,-2.94771,-5.98962,1,370.086,0,0
2.10303,0,0,0,0,81.0752,56.451,Seek,0.141843, 2.82258,2.75225,100,426.052,2.00986e-07,-2.94771,-5.98962,1,370.086,0,0
2.12775,0,0,0,0,81.1644,59.3065,Seek,0.0892441, 2.85548,2.92022,100,423.095,1.84785e-07,-2.95758,-5.92188,1,364.276,0,0
2.1388,0,0,0,0,81.1644,59.3065,Seek,0.0892441, 2.85548,2.92022,100,423.095,1.84785e-07,-2.95758,-5.92188,1,364.276,0,0
2.16329,0,0,0,0,81.2075,62.187,Seek,0.0431266, 2.88048,3.07822,100,420.13,1.74966e-07,-2.96517,-5.81578,1,358.436,0,0
2.17404,0,0,0,0,81.2075,62.187,Seek,0.0431266, 2.88048,3.07822,100,420.13,1.74966e-07,-2.96517,-5.81578,1,358.436,0,0
2.19956,0,0,0,0,81.2073,65.0873,Wander,-0.000196338, 2.90032,3.23263,100,417.158,1.704e-07,-2.9713,-5.67113,1,352.572,0,0
2.2134,0,0,0,0,81.2073,65.0873,Wander,-0.000196338, 2.90032,3.23263,100,417.158,1.704e-07,-2.9713,-5.67113,1,352.572,0,0
2.23771,0,0,0,0,81.1596,68.0053,Wander,-0.047752, 2.91799,3.40381,100,414.181,1.71273e-07,-2.97694,-5.46617,1,346.688,0,0
2.24785,0,0,0,0,81.1596,68.0053,Wander,-0.047752, 2.91799,3.40381,100,414.181,1.71273e-07,-2.97694,-5.46617,1,346.688,0,0
2.27286,0,0,0,0,81.0703,70.935,Wander,-0.0892763, 2.92973,3.55269,100,411.2,1.78214e-07,-2.98092,-5.25613,1,340.792,0,0
2.2828,0,0,0,0,81.0703,70.935,Wander,-0.0892763, 2.92973,3.55269,100,411.2,1.78214e-07,-2.98092,-5.25613,1,340.792,0,0
2.3081,0,0,0,0,81.2189,73.8275,Wander,0.148575, 2.89253,3.69376,100,408.216,1.9387e-07,-2.98425,-5.04474,1,334.916,0,0
2.31937,0,0,0,0,81.2189,73.8275,Wander,0.148575, 2.89253,3.69376,100,408.216,1.9387e-07,-2.98425,-5.04474,1,334.916,0,0
2.34352,0,0,0,0,81.3148,76.7391,Wander,0.095888, 2.91159,3.84959,100,405.327,2.13277e-07,-2.88927,-4.82499,1,329.119,0,0
2.35354,0,0,0,0,81.3148,76.7391,Wander,0.095888, 2.91159,3.84959,100,405.327,2.13277e-07,-2.88927,-4.82499,1,329.119,0,0
2.37826,0,0,0,0,81.3653,79.665,Wander,0.0505414, 2.92589,3.99426,100,402.419,1.97062e-07,-2.90821,-4.62099,1,323.291,0,0
2.38836,0,0,0,0,81.3653,79.665,Wander,0.0505414, 2.92589,3.99426,100,402.419,1.97062e-07,-2.90821,-4.62099,1,323.291,0,0
2.41273,0,0,0,0,81.3719,82.6027,Wander,0.00659376, 2.93766,4.14108,100,399.494,1.86011e-07,-2.92425,-4.41395,1,317.439,0,0
2.42359,0,0,0,0,81.3719,82.6027,Wander,0.00659376, 2.93766,4.14108,100,399.494,1.86011e-07,-2.92425,-4.41395,1,317.439,0,0
2.44838,0,0,0,0,81.3359,85.5496,Wander,-0.0360014, 2.94698,4.28768,100,396.557,1.80367e-07,-2.93756,-4.20723,1,311.567,0,0
2.45907,0,0,0,0,81.3359,85.5496,Wander,-0.0360014, 2.94698,4.28768,100,396.557,1.80367e-07,-2.93756,-4.20723,1,311.567,0,0
2.48399,0,0,0,0,81.2573,88.5038,Wander,-0.0785713, 2.95412,4.43453,100,393.608,1.80514e-07,-2.94862,-4.00015,1,305.68,0,0
2.49404,0,0,0,0,81.2573,88.5038,Wander,-0.0785713, 2.95412,4.43453,100,393.608,1.80514e-07,-2.94862,-4.00015,1,305.68,0,0
2.51381,0,0,0,0,81.6701,90.7247,Wander,0.412779, 2.22097,4.22869,100,390.651,1.87497e-07,-2.95761,-3.79735,2,300.485,0,0
2.52769,0,0,0,0,81.6701,90.7247,Wander,0.412779, 2.22097,4.22869,100,390.651,1.87497e-07,-2.95761,-3.79735,2,300.485,0,0
2.54522,0,0,0,0,82.449,92.3173,Wander,0.778867, 1.5926,4.03205,100,387.686,2.03337e-07,-2.96474,-3.60361,2,295.89,0,0
2.56119,0,0,0,0,82.449,92.3173,Wander,0.778867, 1.5926,4.03205,100,387.686,2.03337e-07,-2.96474,-3.60361,2,295.89,0,0
2.57884,0,0,0,0,83.509,93.354,Wander,1.06, 1.03663,3.83734,100,384.832,2.19544e-07,-2.85425,-3.41177,2,291.944,0,0
2.59476,0,0,0,0,83.509,93.354,Wander,1.06, 1.03663,3.83734,100,384.832,2.19544e-07,-2.85425,-3.41177,2,291.944,0,0
2.61242,0,0,0,0,84.7828,93.8987,Wander,1.27385, 0.544743,3.64334,100,381.953,2.02938e-07,-2.87876,-3.22063,2,288.456,0,0
2.6284,0,0,0,0,84.7828,93.8987,Wander,1.27385, 0.544743,3.64334,100,381.953,2.02938e-07,-2.87876,-3.22063,2,288.456,0,0
2.6459,0,0,0,0,86.2143,94.0133,Wander,1.43151, 0.114602,3.45142,100,379.054,1.91836e-07,-2.89907,-3.03155,2,285.374,0,0
2.66191,0,0,0,0,86.2143,94.0133,Wander,1.43151, 0.114602,3.45142,100,379.054,1.91836e-07,-2.89907,-3.03155,2,285.374,0,0
2.67955,0,0,0,0,87.7589,93.7491,Wander,1.54455, -0.264198,3.2601,100,376.138,1.86055e-07,-2.91604,-2.84305,2,282.654,0,0
2.6955,0,0,0,0,87.7589,93.7491,Wander,1.54455, -0.264198,3.2601,100,376.138,1.86055e-07,-2.91604,-2.84305,2,282.654,0,0
2.71307,0,0,0,0,89.3789,93.1537,Wander,1.62001, -0.595389,3.07068,100,373.208,1.86029e-07,-2.93011,-2.65642,2,280.255,0,0
2.72905,0,0,0,0,89.3789,93.1537,Wander,1.62001, -0.595389,3.07068,100,373.208,1.86029e-07,-2.93011,-2.65642,2,280.255,0,0
2.74662,0,0,0,0,91.0433,92.2667,Wander,1.66441, -0.887047,2.88233,100,370.266,1.92925e-07,-2.94183,-2.47085,2,278.143,0,0
2.76259,0,0,0,0,91.0433,92.2667,Wander,1.66441, -0.887047,2.88233,100,370.266,1.92925e-07,-2.94183,-2.47085,2,278.143,0,0
2.78021,0,0,0,0,92.7253,91.1221,Wander,1.68196, -1.14458,2.69531,100,367.314,2.09578e-07,-2.95159,-2.28659,2,276.288,0,0
2.7961,0,0,0,0,92.7253,91.1221,Wander,1.68196, -1.14458,2.69531,100,367.314,2.09578e-07,-2.95159,-2.28659,2,276.288,0,0
2.81368,0,0,0,0,94.4005,89.7485,Wander,1.67529, -1.37361,2.50957,100,364.49,2.24738e-07,-2.82461,-2.1036,2,274.798,0,0
2.82968,0,0,0,0,94.4005,89.7485,Wander,1.67529, -1.37361,2.50957,100,364.49,2.24738e-07,-2.82461,-2.1036,2,274.798,0,0
2.84719,0,0,0,0,96.0455,88.169,Wander,1.64494, -1.57943,2.32511,100,361.636,2.076e-07,-2.85401,-1.92186,2,273.495,0,0
2.86314,0,0,0,0,96.0455,88.169,Wander,1.64494, -1.57943,2.32511,100,361.636,2.076e-07,-2.85401,-1.92186,2,273.495,0,0
2.88071,0,0,0,0,97.9132,86.9197,Wander,1.86773, -1.24938,2.14196,100,358.757,1.96048e-07,-2.87847,-1.74141,2,271.845,0,0
2.8967,0,0,0,0,97.9132,86.9197,Wander,1.86773, -1.24938,2.14196,100,358.757,1.96048e-07,-2.87847,-1.74141,2,271.845,0,0
2.91444,0,0,0,0,99.9559,86.0054,Wander,2.04271, -0.9143,1.95918,100,358.757,1.96048e-07,-2.87847,-1.74141,2,272.752,0,0
2.93037,0,0,0,0,99.9559,86.0054,Wander,2.04271, -0.9143,1.95918,100,358.757,1.96048e-07,-2.87847,-1.74141,2,272.752,0,0
2.94828,0,0,0,0,102.124,85.4302,Wander,2.16759, -0.57516,1.77839,100.165,355.886,0.165188,-2.87095,-1.56209,2,270.463,0,0
2.964,0,0,0,0,102.124,85.4302,Wander,2.16759, -0.57516,1.77839,100.165,355.886,0.165188,-2.87095,-1.56209,2,270.463,0,0
2.98139,0,0,0,0,104.409,84.8051,Wander,2.28589, -0.625108,1.59813,100.482,353.026,0.316701,-2.85975,-1.38328,2,268.25,0,0
2.99761,0,0,0,0,104.409,84.8051,Wander,2.28589, -0.625108,1.59813,100.482,353.026,0.316701,-2.85975,-1.38328,2,268.25,0,0
3.01512,0,0,0,0,106.793,84.1365,Wander,2.38359, -0.668574,1.41922,100.938,350.181,0.456156,-2.84507,-1.20582,2,266.109,0,0
3.03117,0,0,0,0,106.793,84.1365,Wander,2.38359, -0.668574,1.41922,100.938,350.181,0.456156,-2.84507,-1.20582,2,266.109,0,0
