

0.624003,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.685886,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.70269,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.719446,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.73631,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.75307,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.769856,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.786612,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.803457,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.820218,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.836962,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.8537,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.870478,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.887263,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.904046,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.920819,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.937626,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
0.95445,0,0,0,0,80,20,0x5653e1eb2d40,0, 0,0,102.121,477.879,2.12132,-2.12132,-3.10876,1458.413,1,0
